0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
06:00–06:10,Morning inspection,,,,,,,,,,,,,,,
06:10–06:40,Post-sleep,,,,,,,,,,,,,,,
06:40–07:30,BREAKFAST,,,,,,,,,,,,,,,
07:30–08:10 FE-1,"PLASMA CRYSTAL-3: video downlink / ?? item 2.8, page 2-30",,,,,,,,,,,,,,,
07:30–07:50 CDR,R&R prep. CWC R&R for Elektron scheduled to occur based on the ??  ? ? ?  status,,,,,,,,,,,,,,,
07:30–07:45 PLT,"Installation of ???? in nominal location / ? ??  ?????  ? ?  item 6.1.1, pg. 6-1 +r/g 717",,,,,,,,,,,,,,,
"07:50–08:00 CDR, PLT",Daily planning conference (morning),,,,,,,,,,,,,,,
08:00–11:00 CDR,ISS-1/ISS-2 handover prep,,,,,,,,,,,,,,,
,"Checkout of ? ?051 using ???? and ??3 / ? ? ??  ? ?  / item 10.6, pg. 10-6 to 10-8",,,,,,,,,,,,,,,
08:00–09:45 PLT,,,,,,,,,,,,,,,,
,+r/g 717,,,,,,,,,,,,,,,
09:00–10:00 FE-1,Physical exercise (TVIS-1),,,,,,,,,,,,,,,
10:00–11:00 PLT,Physical exercise (TVIS-1),,,,,,,,,,,,,,,
"Pump ? 2 from Progress ? ? ? ? into ISS / ? ? ??  ? ?  item 3.7, pages 3-2, 3-3 (Elektron 10:00–10:20 FE-1",,,,,,,,,,,,,,,,
,is OFF when ??  allows),,,,,,,,,,,,,,,
10:50–11:05 FE-1,????? ? . Earth observations / R/g 711,,,,,,,,,,,,,,,
11:00–12:00 CDR,Physical exercise (TVIS),,,,,,,,,,,,,,,
"11:15–11:45 FE-1, PLT","Checkout intermodular comm in Soyuz (-Y FGB), LAB, SM / r/g 709",,,,,,,,,,,,,,,
12:00–13:00,LUNCH,,,,,,,,,,,,,,,
"13:00–16:00 PLT, FE-1",Veloergometer maintenance / r/g 710,,,,,,,,,,,,,,,
13:00–15:00 CDR,MACE II protocol / OC?_1640,,,,,,,,,,,,,,,
15:00–16:30 CDR,Physical exercise (IRED),,,,,,,,,,,,,,,
16:00–17:00 FE-1,Physical exercise (TVIS-1),,,,,,,,,,,,,,,
17:00–17:15,PAO event: ISS crew address to Dan Goldin / ? ? ? _1750 (recording),,,,,,,,,,,,,,,
17:20–18:20 PLT,Physical exercise (TVIS-1),,,,,,,,,,,,,,,
18:20–18:50,Report prep,,,,,,,,,,,,,,,
18:50–19:20,Review plan for the next day,,,,,,,,,,,,,,,
19:20–19:50,DINNER,,,,,,,,,,,,,,,
19:50–20:20,Daily food ration prep,,,,,,,,,,,,,,,
20:20–20:30,Daily planning conference (evening),,,,,,,,,,,,,,,
20:30–21:30,Pre-sleep,,,,,,,,,,,,,,,
21:30–06:00,SLEEP,,,,,,,,,,,,,,,
GMT,Crew,,Activity / ODF or R/G,,,,,,,,,,,,,
00:00–00:10,,Morning inspection,,,,,,,,,,,,,,
00:10–00:40,,Post-sleep,,,,,,,,,,,,,,
00:40–00:50,CDR,"Measure circumference of the lower leg / MO Vol. 2, item 3.7, pg. 3-37",,,,,,,,,,,,,,
00:40–00:55,FE-1,"? ? -8: mate connectors / MO Vol. 2, item 3.8.1, pg. 3-42 to 3-44",,,,,,,,,,,,,,
00:40–00:50,PLT,,,,,,,,,,,,,,,
,,"Measure circumference of the lower leg / MO Vol. 2, item 3.7, pg. 3-37",,,,,,,,,,,,,,
00:55–01:05,FE-1,,,,,,,,,,,,,,,
00:55–01:10,CDR,"Measure body mass / MO Vol. 2, item 3.8.2, pg. 3-45 to 3-47",,,,,,,,,,,,,,
01:00–01:10,PLT,"BIOSPHERE: charge battery / ???  ?? , item 2.2, pg. 2-2",,,,,,,,,,,,,,
01:10–02:00,CDR,BREAKFAST,,,,,,,,,,,,,,
01:10–01:25,PLT,,,,,,,,,,,,,,,
,,"Measure body mass / MO Vol. 2, item 3.8.2, pg. 3-45 to 3-47",,,,,,,,,,,,,,
01:25–01:40,FE-1,,,,,,,,,,,,,,,
01:40–01:45,FE-1,"? ? -8: unmate connectors. / MO Vol. 2, item 3.8.3, pg. 3-48",,,,,,,,,,,,,,
01:45–02:35,"FE-1, PLT",BREAKFAST,,,,,,,,,,,,,,
02:00–02:30,CDR,Repress ?? ?2 / OCA_1833 steps 1-7,,,,,,,,,,,,,,
02:30–03:30,CDR,"Removal of CBCS target in ?? ?2 / OCA_1622, OCA_1833",,,,,,,,,,,,,,
02:35–03:35,"FE-1, PLT","PLASMA CRYSTAL-3: dismantle hardware / ??, item 2.6, pg. 2-26 +r/g 743",,,,,,,,,,,,,,
03:30–04:30,CDR,"Remove thermal cover from Lab FWD CBM / OCA_1622, OCA_1833",,,,,,,,,,,,,,
03:45–04:10,PLT,"BIOSPHERE: TV downlink / ??? ? ? , item 2.4, pg. 2-5, 2-6",,,,,,,,,,,,,,
,,Install TVIS foot platform / UPLINKED PROCEDURES:OCA_1759:,,,,,,,,,,,,,,
04:30–05:10,CDR,,,,,,,,,,,,,,,
,,TVIS IFM PART 2,,,,,,,,,,,,,,
04:50–05:50,FE-1,"? ??? training / MO Vol. 2, item 3.4, pg. 3-16 ?0=08.20",,,,,,,,,,,,,,
04:50–05:50,PLT,"? ??? training (assist) / MO Vol. 2, item 3.4, pg. 3-16",,,,,,,,,,,,,,
05:10–06:30,CDR,Physical exercise (IRED),,,,,,,,,,,,,,
06:00–06:15,PLT,Private medical conference,,,,,,,,,,,,,,
06:25–07:25,CDR,LUNCH,,,,,,,,,,,,,,
06:25–07:25,FE-1,"? ??? training (assist) / MO Vol. 2, item 3.4, pg. 3-16",,,,,,,,,,,,,,
06:25–07:25,PLT,"? ??? training / MO Vol. 2, item 3.4, pg. 3-16 ?0=09.56",,,,,,,,,,,,,,
07:25–08:30,"FE-1, PLT",LUNCH,,,,,,,,,,,,,,
07:25–07:30,CDR,Remove cover from Node 1 STBD PRV,,,,,,,,,,,,,,
07:30–09:15,CDR,Prep ?? ?3 vestibule for 5?.1 arrival / OCA_1622 ?.6-8,,,,,,,,,,,,,,
08:30–08:45,FE-1,????? ? . Earth observations / ?/? 732,,,,,,,,,,,,,,
08:50–10:20,"FE-1, PLT","Pack for return / OCA_1809,1741,1742",,,,,,,,,,,,,,
09:20–10:20,CDR,Physical exercise (TVIS),,,,,,,,,,,,,,
10:20–11:20,FE-1,Physical exercise (TVIS-1),,,,,,,,,,,,,,
11:05–11:20,CDR,Private medical conference,,,,,,,,,,,,,,
11:20–12:20,PLT,Physical exercise (TVIS-1),,,,,,,,,,,,,,
11:20–11:40,FE-1,"Pump O2 from Progress ? ? ? ? into ISS / ? ? ??  ? ?  item 3.7, pages 3-2, 3-3",,,,,,,,,,,,,,
GMT Crew,,Activity / ODF or R/G,,,,,,,,,,,,,,
06:00–06:10,Morning inspection,,,,,,,,,,,,,,,
06:10–06:40,Post-sleep,,,,,,,,,,,,,,,
06:40–07:30,BREAKFAST,,,,,,,,,,,,,,,
07:00–07:30 PLT,"PLASMA CRYSTAL-3: video downlink / ?? .2.8, pages 2-30 to 2-31",,,,,,,,,,,,,,,
"Pump O2 from Progress ? ? ? ? into ISS / ? ? ??  item 3.7, pages 3-2 to 3-3 07:55–08:15 PLT",,,,,,,,,,,,,,,,
,on GO from MCC,,,,,,,,,,,,,,,
08:20–09:20 PLT,"? ???: training, assist / MO Vol.2 / item 3.4, pages 3-16 to 3-24",,,,,,,,,,,,,,,
08:20–09:20 FE-1,"? ???: training / MO Vol. 2 / item 3.4, pages 3-16 to 3-24 T0=08.49",,,,,,,,,,,,,,,
09:20–09:35 CDR,PRIVATE PSYCHOLOGICAL CONFERENCE,,,,,,,,,,,,,,,
,"Finish regeneration of ? 2 absorption cartridge (?? ? ) / ? ? ??  ? ?  item 7.3,",,,,,,,,,,,,,,,
09:25–09:40 PLT,,,,,,,,,,,,,,,,
,"pages 7-4 to 7-5, steps 2, 4",,,,,,,,,,,,,,,
09:55–10:55 FE-1,"? ???: training, assist / MO Vol.2 / item 3.4, pages 3-16 to 3-24",,,,,,,,,,,,,,,
09:55–10:55 PLT,"? ???: training, assist / MO Vol.2 / item 3.4, pages 3-16 to 3-24 T0=10.25",,,,,,,,,,,,,,,
"12:00–12:10 FE-1, PLT",PRIVATE PSYCHOLOGICAL CONFERENCE,,,,,,,,,,,,,,,
12:15–13:15,LUNCH,,,,,,,,,,,,,,,
13:35–14:00,ISS-1/ISS-2 crew conference,,,,,,,,,,,,,,,
15:18–15:33 CDR,PRIVATE FAMILY CONFERENCE via OCA,,,,,,,,,,,,,,,
16:20–16:25 FE-1,Downlink ? ? ?  data,,,,,,,,,,,,,,,
16:25–16:30 FE-1,Downlink ? ?  counter data,,,,,,,,,,,,,,,
19:00–19:30,DINNER,,,,,,,,,,,,,,,
19:30–20:00,Review plan for the next day,,,,,,,,,,,,,,,
20:00–20:30,Daily food ration prep,,,,,,,,,,,,,,,
20:30–21:30,Pre-sleep,,,,,,,,,,,,,,,
GMT,Crew,Activity/ ODF or R/G,,,,,,,,,,,,,,
23:40 - 00:40,.,"Station inspection, post-sleep, breakfast",,,,,,,,,,,,,,
00:05 - 00:45,"FE INC-1,PLT INC-1","?? ? -3 (""Parodont"") / ?? , pp.3-1 - 3-2, para.3",,,,,,,,,,,,,,
00:40 - 01:10,.,Daily morning planning conference,,,,,,,,,,,,,,
00:55 - 01:15,FE INC-1,"?? -22 / ??  Vol.2, pp.4-24, para.4.2",,,,,,,,,,,,,,
01:10 - 01:20,"FE-1, FE-2",AV3 interface unit audio check,,,,,,,,,,,,,,
01:35 - 01:50,.,ISS and Shuttle crew farewell,,,,,,,,,,,,,,
01:50 - 02:20,CDR,"Shuttle and ISS hatch closure / Joint Operations ISS-5A.1: EgressStation: Shuttle/ISS Duct Removal and Hatch Closing, steps 1-20, 26-28",,,,,,,,,,,,,,
04:00 - 04:40,CDR,PMA2 ACS configuration post Shuttle departure / Joint Operations ISS-5A.1: Departure: PMA2 Departure (pst-CCS),,,,,,,,,,,,,,
04:15 – 04:25,FE-1,Close LAB window shutters,,,,,,,,,,,,,,
06:20 - 07:20,,Meal,,,,,,,,,,,,,,
07:20 - 07:50,CDR,Begin PMA2 depress / Environmental Control Group: ECLSS:Nominal: Ingress/Egress 2.812 PMA2 Depressurization and Lead-Check-ISA; steps 1-33,,,,,,,,,,,,,,
09:50 - 10:10,CDR,PMA2 depress complete / Environmental Control Group: ECLSS:Nominal: Ingress/Egress 2.812 PMA2 Depressurization and Lead-Check-ISA; steps 35-45,,,,,,,,,,,,,,
15:15 - 15:30,.,PMC,,,,,,,,,,,,,,
09:10 - 10:10,FE-1,Physical exercise (IRED),,,,,,,,,,,,,,
10:10 – 11:10,FE-2,Physical exercise (TVIS),,,,,,,,,,,,,,
11:10 – 12:40,CDR,"Physical exercise (1 hour – ergometer, 0.5 hour – IRED)",,,,,,,,,,,,,,
13:00 - 13:30,,Report prep,,,,,,,,,,,,,,
13:30 - 14:00,.,Dinner,,,,,,,,,,,,,,
14:00 - 14:30,.,Daily food ration prep,,,,,,,,,,,,,,
14:30 - 15:30,.,Pre-sleep,,,,,,,,,,,,,,
15:30 - 06:00,.,SLEEP,,,,,,,,,,,,,,
GMT,,Crew,Activity / ODF or R/G,,,,,,,,,,,,,
06:00 - 06:10,.,Morning inspection,,,,,,,,,,,,,,
06:10 - 06:40,.,Post-sleep,,,,,,,,,,,,,,
06:40 - 07:30,.,Breakfast,,,,,,,,,,,,,,
07:30 - 08:00,.,Work prep,,,,,,,,,,,,,,
08:00 - 08:15,.,Daily planning conference (morning),,,,,,,,,,,,,,
,,Bonner Ball hardware clock checkout / Daily Status Check Matrix: Daily,,,,,,,,,,,,,,
08:15 - 08:25,FE-2,,,,,,,,,,,,,,,
,,Status Check Matr / HRF/BBND,,,,,,,,,,,,,,
,,"BIOSPHERE. Observation and video imagery / ?? , Item 2.4.3, pgs.2-9 to",,,,,,,,,,,,,,
08:15 - 08:45,CDR,,,,,,,,,,,,,,,
,,2-12,,,,,,,,,,,,,,
,,TVIS weekly maintenance/ IMG: ISS MEDICAL OPERATIONS:,,,,,,,,,,,,,,
08:45 - 08:50,FE-2,,,,,,,,,,,,,,,
,,NOMINAL: CMS: TREADMILL WITH VIBRATION ISOLA,,,,,,,,,,,,,,
,,"? ?  ? ? ? -2, 240?  ? ? -2, and PUMA hook-up and checkout / ? ??  ???? ?",,,,,,,,,,,,,,
08:45 - 09:30,CDR,,,,,,,,,,,,,,,
,,"? ? . Resupply, Item 6.2, pgs. 6-2+ r/g 843",,,,,,,,,,,,,,
,,Private medical conference / IMG: ISS MEDICAL CHECKLIST: O,,,,,,,,,,,,,,
08:50 - 09:05,FE-1,,,,,,,,,,,,,,,
,,THROUGH Z: PRIVATE MEDICAL CONFERENCE-PMC,,,,,,,,,,,,,,
09:10 - 11:10,"FE-1, FE-2 CEVIS install",,,,,,,,,,,,,,,
09:30 - 09:45,CDR,"Meeting with ? ?  ? ? ? -2, 240?  ? ? -2, and PUMA hook-up experts",,,,,,,,,,,,,,
09:45 - 10:40,CDR,"? ?  ? ? ? -2, 240?  ? ? -2, and PUMA hook-up and checkout",,,,,,,,,,,,,,
10:40 - 12:10,CDR,Physical exercise (IRED – 2),,,,,,,,,,,,,,
11:10 - 12:10,FE-1,CEVIS performance checkout,,,,,,,,,,,,,,
12:10 - 13:10,.,Lunch,,,,,,,,,,,,,,
13:10 - 13:55,FE-2,CHECS rack cable hook-up,,,,,,,,,,,,,,
13:10 - 16:10,CDR,Food ration inventory,,,,,,,,,,,,,,
13:10 - 13:55,FE-1,CHECS rack cable hook-up,,,,,,,,,,,,,,
,,ISS ham radio operations / Integrated Operations: Nominal: Crew Ops:,,,,,,,,,,,,,,
14:10 - 14:30,FE-2,,,,,,,,,,,,,,,
,,2.204 ISS Ham Radio Operations,,,,,,,,,,,,,,
14:35 - 14:50,FE-1,CHECS rack activation,,,,,,,,,,,,,,
14:50 - 14:55,FE-2,CheCs rack ventilation activation,,,,,,,,,,,,,,
14:55 - 15:25,"FE-1,FE-2",Activation and initial checkout of CMRS medical system,,,,,,,,,,,,,,
15:35 - 15:45,FE-1,? ? ? ? -1 separator inspection,,,,,,,,,,,,,,
15:45 - 15:50,FE-2,CheCs rack ventilation deactivation,,,,,,,,,,,,,,
16:00 - 17:30,FE-1,IRED cable removal and replacement/ IMG: ISS MEDICAL,,,,,,,,,,,,,,
,,OPERATIONS: NOMINAL: CMS:ITERIM RESISTIVE EXERCISE,,,,,,,,,,,,,,
17:00 - 17:30,FE-2,,,,,,,,,,,,,,,
,,DEVICE CABLE REPLACE:IRED CABLE REPLACE,,,,,,,,,,,,,,
16:10 - 17:10,CDR,Physical exercise (veloergometer-2),,,,,,,,,,,,,,
,,Private medical conference / IMG: ISS MEDICAL CHECKLIST: O,,,,,,,,,,,,,,
16:20 - 16:35,FE-2,,,,,,,,,,,,,,,
,,THROUGH Z: PRIVATE MEDICAL CONFERENCE-PMC,,,,,,,,,,,,,,
GMT  03/22/01,,,,,,,,,,,,,,,,
DAY/NIGHT,,,,,,,,,,,,,,,,
ORBIT,1351,,1352,,1353,,1354,,,1355,,,1356,,,
I DAILY ORBIT,5,,6,,7,,8,,,9,,,10,,,
S KU,,,,,,,,,,,,,,,,
S TDRS S-BD,,,,,,,,,,,,,,,,
ECS,,,,,,,,,,,,,,,,
M,,,,,,,,,,,,,,,,
C,,,,,,,,,,,,,,,,
C,,,,,,,,,,,,,,,,
,,WHS,SHK,DFR,,DFR,,,DFR,,,DFR,,,,
,,,SPB,WHS,,WHS,,,WHS,,,WHS,,,,
I,,WLP,,WLP,,WLP,,,WLP,,,,WLP,,,
S GND,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
+ZLV +XVV TEAISS ATTITUDE,,,,,,,,,,,,,,,,
ISS POWER,,,,,,,,,,,,,,,,
USACHEV,,POSTSLEEP,,∇ DPC,,SAFETY-DRILL,,,РБО-2-PHOTO,◊,,MIDDAY-MEAL,,СВ-ПФ-R&R,,
I,,,,,,,,,,,,,,,,
S VOSS,,POSTSLEEP,,∗ DPC,,SAFETY-DRILL,,,,EXERCISE,,MIDDAY-MEAL,,♣,,
S,,,,,,,,,,,,,,,,
HELMS,,POSTSLEEP,,⊕ DPC,,SAFETY-DRILL,,,,CMS-RED-OPS,,MIDDAY-MEAL,,♦,,
E EXE-PKG U/L,EXE-PKG U/L,,,,,,,,,,,,,,,
C,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,,,,,
S- KUBD-A&C,,,,,,,,,,,,,,KUBD-A&C,,
B ARS-MCA FULL-CAL,,,ARS-MCA FULL-CAL,,,,,,,,,,,,,
D,,,,,,,,,,,,,,,,
P,,,,,,,,,,,,,,,,
L,,,,,,,,,,,,,,,,
R,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
,,,,∇PREP-WORK,,,,,,◊KHT-5-CHARGE,,,,♣RWS-UOP JUMPE,,
,,,,∗PREP-WORK,,,,,,,,,,♦CHECS-UMB-MAT,,
,,,,⊕PREP-WORK,,,,,,,,,,,,
NOTES:,,,,,,,,,,,,,,,,
,,,,22MAR-1,,,,,,,,,,,,
GMT,Crew,Activity / ODF or R/G,,,,,,,,,,,,,,
06:00-06:10,,Morning inspection,,,,,,,,,,,,,,
06:10-06:40,,Post-sleep,,,,,,,,,,,,,,
06:40-07:30,,BREAKFAST,,,,,,,,,,,,,,
07:30-08:00,,Work prep,,,,,,,,,,,,,,
08:00-08:15,,Daily planning conference,,,,,,,,,,,,,,
08:15-11:20,FE-2,"Prep of robotic work station part1; OCA_2247-2252, 2104",,,,,,,,,,,,,,
,,Erasing HRM data files/ IMG: ISS MEDICAL OPERATIONS:,,,,,,,,,,,,,,
08:15-08:35,FE-1,,,,,,,,,,,,,,,
,,NOMINAL: HMS: Heart Rate Monitor (HRM) - Erase Data Files,,,,,,,,,,,,,,
,,File transfer from ? ? ?  to ? ? ?  / IMG: ISS MEDICAL OPERATIONS:,,,,,,,,,,,,,,
08:35-09:05,FE-1,,,,,,,,,,,,,,,
,,/ : NOMINAL: CMS: MEDICAL EQUIPMENT COMPUTER,,,,,,,,,,,,,,
,,Installation of ? ? ? -?  (time sync unit) / SM IVA Maintenance,,,,,,,,,,,,,,
08:15-10:25,CDR,,,,,,,,,,,,,,,
,,"Outfitting procedure / step 2.1 page2-1, 2-2+ R/G 870",,,,,,,,,,,,,,
09:10-10:40,FE-1,Physical exercise (IRED),,,,,,,,,,,,,,
10:25-10:35,CDR,Inspection of ? ? ? ? -1 separator,,,,,,,,,,,,,,
10:40-12:10,CDR,Physical exercise (RED – 1),,,,,,,,,,,,,,
10:40-11:40,FE-1,Physical exercise (cycle),,,,,,,,,,,,,,
,,Interaction data collection / INC_2_5A1_US_PODF;NTXN -,,,,,,,,,,,,,,
11:20-12:10,FE-2,Interactions:Nominals:HRF Interactions Experiment Operations (steps,,,,,,,,,,,,,,
,,1.2-7),,,,,,,,,,,,,,
12:10-13:10,,LUNCH,,,,,,,,,,,,,,
13:10-15:50,CDR,Installation of ? ? ? ? ?  (-? ) (command processing unit) / ?/? 864,,,,,,,,,,,,,,
,,Maintenance of  ? ? ?  (life support system) (CWC replacement for,,,,,,,,,,,,,,
13:10-13:50,FE-1,,,,,,,,,,,,,,,
,,"“Electron”, ? ? ? -? , ? ? ? -C? ) per additional decision",,,,,,,,,,,,,,
13:10-14:35,FE-2,"Prep of robotic work station part 1; OCA_2247-2252, 2104",,,,,,,,,,,,,,
,,BONNER BALL status check / INC2_5A1_US PODF; Daily Status,,,,,,,,,,,,,,
13:50-14:35,FE-1,,,,,,,,,,,,,,,
,,Check Matrix:Daily Status Check Matrix:HRF/ BBND,,,,,,,,,,,,,,
,,? ?  HRF cable connection / INC2_5A1_US_PODF;CSWR-PC,,,,,,,,,,,,,,
14:35-14:45,FE-2,COMMOW SOFTWARE; Nominal:Setup HRF PC with RS 232 (steps,,,,,,,,,,,,,,
,,1-5),,,,,,,,,,,,,,
14:50-15:50,FE-2,Physical exercise (cycle),,,,,,,,,,,,,,
,,? ? ?  activation (mass-spectrometer) / part 1; procedure 1.301,,,,,,,,,,,,,,
14:55-15:35,FE-1,,,,,,,,,,,,,,,
,,Atmosphere Revitalization Rack Activation steps 9.4.3 - 9.4.6,,,,,,,,,,,,,,
,,? ? ?  activation (mass-spectrometer) / part 2; procedure 1.301,,,,,,,,,,,,,,
16:35-17:15,FE-1,,,,,,,,,,,,,,,
,,Atmosphere Revitalization Rack Activation steps 9.4.7 - 9.4.9,,,,,,,,,,,,,,
Time,Crew,"Activity/Reference (RODF/ODF, R/g)",,,,,,,,,,,,,,
06:00 - 06:10,.,Morning Inspection,,,,,,,,,,,,,,
06:10 - 06:40,.,Post-Sleep,,,,,,,,,,,,,,
06:40 - 07:30,.,BREAKFAST,,,,,,,,,,,,,,
07:30 - 08:00,"FE-1, PLT",Plasma Crystal-3 Setup. Leak Check,,,,,,,,,,,,,,
07:30 - 08:00,CDR,Work Prep,,,,,,,,,,,,,,
07:30 - 08:00,PLT,"BIOSFERA TV Dump/ SM V&A Pr.2.2 p. 2-2, Pr.2.4 p. 2-5",,,,,,,,,,,,,,
08:00 - 08:10,FE-1,Plasma Crystal-3 Setup. Leak Check/ R/g 689,,,,,,,,,,,,,,
08:00 - 08:15,CDR,"FPP Deact/ OCA_1108B Steps.10,11",,,,,,,,,,,,,,
08:15 - 10:45,CDR,5? .1 Prep/ OCA_,,,,,,,,,,,,,,
08:00 - 09:10,PLT,Replace RODF,,,,,,,,,,,,,,
08:10 - 09:00,FE-1,Replace RODF,,,,,,,,,,,,,,
10:45 - 11:00,CDR,Food Questionnaire/ OCA_1590 Step 14,,,,,,,,,,,,,,
09:00 - 09:30,FE-1,Plasma Crystal-3. Leak Check. Computer Ops/ R/g 689,,,,,,,,,,,,,,
09:17 - 09:32,PLT,PMC,,,,,,,,,,,,,,
09:30 - 10:55,FE-1,IRED Exercise,,,,,,,,,,,,,,
09:30 - 09:50,PLT,"Shumomer Metering/ MedOps Book 1, Pr. 11.1.1 p. 11-1R, Pr.11.1.2 p.11-3R +R/g 694",,,,,,,,,,,,,,
09:50 - 10:50,PLT,R/R ? ? 1-4 Dust Filter/ SM THERMAL  Pr.4.5.1 p.4-8,,,,,,,,,,,,,,
10:50 - 11:05,PLT,Revitalize ? ?  ? 1 Absorber Catridge in ? ??  MicropurificationUnit (Start)/SM Atmospheric Revitalization Pr.7.3 p.7-3 Step 1,,,,,,,,,,,,,,
10:55 - 11:55,FE-1,"Shumomer Metering/ MedOps Book 1, Pr. 11.1.1 p. 11-1R, Pr.11.1.2 p.11-3R +R/g 694",,,,,,,,,,,,,,
Time,Crew,Activity / Ref. to ODF or radiogram,,,,,,,,,,,,,,
06:00 - 06:10,.,Morning inspection,,,,,,,,,,,,,,
06:10 - 06:25,FE-1,"Plasma Crystal-3.. Preparation / ?? p. 2-14, item 2.2",,,,,,,,,,,,,,
06:10 - 06:40,"CDR, PILOT",Post-sleep,,,,,,,,,,,,,,
06:25 - 06:45,FE-1,,,,,,,,,,,,,,,
06:45 - 07:00,FE-1,FAMILY CONFERENCE,,,,,,,,,,,,,,
06:45 - 07:35,"CDR, PILOT",Breakfast,,,,,,,,,,,,,,
07:00 - 07:50,FE-1,Breakfast,,,,,,,,,,,,,,
07:35 - 08:05,"CDR, PILOT",Preparation for work,,,,,,,,,,,,,,
07:50 - 08:20,FE-1,Preparation for work,,,,,,,,,,,,,,
08:05 - 08:20,PILOT,"Regeneration of micropurification unit (? ?? ) filter ? 1 (finish) /? ? ?? ODF item 7.3, steps ? ??? 2, 3, pp. 7-3 to 7-5",,,,,,,,,,,,,,
08:05 - 08:20,CDR,"FPP deactivation /OCA_1108B, items 10,11",,,,,,,,,,,,,,
08:20 - 08:35,"CDR, FE-1",Daily morning planning conference,,,,,,,,,,,,,,
08:20 - 08:35,PILOT,FAMILY CONFERENCE,,,,,,,,,,,,,,
08:35 - 09:40,CDR,"OPS WITH MACE II /OCA_1640, 1641, 1642",,,,,,,,,,,,,,
08:35 - 09:50,PILOT,Physical exercise (TVIS),,,,,,,,,,,,,,
08:55 - 09:50,FE-1,"Plasma Crystal-3.. Preparation for work. / ?? ODF, item 2.2, p. 2-14+ radiogram 703n",,,,,,,,,,,,,,
09:40 - 10:05,CDR,Conference with 5A.1 crew via S-band,,,,,,,,,,,,,,
09:50 - 10:20,PILOT,Plasma Crystal-3. Photography,,,,,,,,,,,,,,
09:50 - 11:15,FE-1,"Plasma Crystal-3. Experiment / ?? ODF, item 2.3, p. 2-17 +radiogram 703n",,,,,,,,,,,,,,
10:05 - 11:00,CDR,"OPS WITH MACE II /OCA_1640, 1641, 1642",,,,,,,,,,,,,,
10:20 - 10:30,PILOT,Inpsection of ? ? ? ? -1 separator,,,,,,,,,,,,,,
11:15 - 11:35,FE-1,Plasma Crystal-3. Concluding operations. / r/g 703n,,,,,,,,,,,,,,
11:15 - 12:35,CDR,Unload Progress M-44 with the aid of the IMS,,,,,,,,,,,,,,
11:25 - 11:40,PILOT,"Regeneration of micropurification unit (? ?? ) filter ? 2 (start) / SM? ? ?? ODF, item 7.3, p. 7-4, step 1",,,,,,,,,,,,,,
11:35 - 12:35,FE-1,Physical exercise (IRED),,,,,,,,,,,,,,
11:40 - 12:35,PILOT,Unload Progress M-44 with the aid of the IMS,,,,,,,,,,,,,,
12:35 - 13:35,.,LUNCH,,,,,,,,,,,,,,
13:35 - 14:25,FE-1,"Plasma Crystal-3. Data copying and cassette stowage / ?? ODF, p. 2-27, item 2.7 + radiogram 703n",,,,,,,,,,,,,,
13:35 - 15:30,CDR,Unload Progress M-44 with the aid of the IMS,,,,,,,,,,,,,,
13:35 - 15:55,PILOT,,,,,,,,,,,,,,,
14:25 - 15:55,FE-1,,,,,,,,,,,,,,,
15:30 - 17:00,CDR,Physical exercise (IRED),,,,,,,,,,,,,,
15:55 - 17:25,FE-1,Physical exercise (TVIS),,,,,,,,,,,,,,
17:00 - 18:15,PILOT,Physical exercise (IRED),,,,,,,,,,,,,,
GMT Crew,,Activity / ODF or R/G,,,,,,,,,,,,,,
06:00–06:10,Morning inspection,,,,,,,,,,,,,,,
06:10–06:40,Post-sleep,,,,,,,,,,,,,,,
06:40–07:30,BREAKFAST,,,,,,,,,,,,,,,
"07:30–10:00 PLT, FE-1",,,,,,,,,,,,,,,,
,"Progress cargo transfer / r/g 686, r/g 689",,,,,,,,,,,,,,,
07:30–09:00 CDR,,,,,,,,,,,,,,,,
09:00–10:00 CDR,Physical exercise (active rest),,,,,,,,,,,,,,,
10:00–10:30,Weekly planning conference,,,,,,,,,,,,,,,
"10:30–12:00 PLT, FE-1",Physical exercise (active rest),,,,,,,,,,,,,,,
10:30–10:45 CDR,"Charge camcorder battery / ??? ? ?  item 2.2, page 2-2",,,,,,,,,,,,,,,
"Take air samples in SM using ??-1?  & ???  samplers / ? ? ??  ? ?  items 11.1, 10:45–12:00 CDR",,,,,,,,,,,,,,,,
,"11.2, pg. 11-1 trough 11-3 + r/g 688",,,,,,,,,,,,,,,
12:00–13:00,LUNCH,,,,,,,,,,,,,,,
13:00–14:05,"Progress cargo transfer / ?/? 686, ?/? 689",,,,,,,,,,,,,,,
14:05–16:00 PLT,,,,,,,,,,,,,,,,
,PLASMA CRYSTAL-3: hardware setup / r/g 681BD,,,,,,,,,,,,,,,
14:05–16:30 FE-1,,,,,,,,,,,,,,,,
14:05–15:05 CDR,Reconfigure CPC power system / ? ? ? _1622,,,,,,,,,,,,,,,
15:05 – 15:50 CDR,PCS display update / ? ? ? _1660,,,,,,,,,,,,,,,
15:50 – 17:25 CDR,Physical exercise (active rest),,,,,,,,,,,,,,,
