0,1,2,3,4,5,6,7,8,9,10
,Checkout ??  in SM and FGB and switch the CTTC communication,,,,,,,,,
"07:30-08:45 CDR, PILOT","equipment to the backup set/SM ??? item 2.19, pp.2-14 to 2-15, item",,,,,,,,,
,"2.22.2, pp. 2-20 to 2-21 + r/g 1788",,,,,,,,,
07:30-07:55 FE-1,Work prep.,,,,,,,,,
07:55-08:40 FE-1,Replace ???  for Elektron system/ r/g 1789,,,,,,,,,
"Regenerate ?? ?  filter 1 (begin) ODF SM ? ? ?? , item.7.3, pg.7-3, 08:40-08:55 FE-1",,,,,,,,,,
,step 1,,,,,,,,,
,"Comm test to check the ??  in SM and FGB/ SM ??? / item 2.19,",,,,,,,,,
"08:45-08:50 CDR, PILOT",,,,,,,,,,
,"pp.2-14 to 2-15, item 2.22.2, pp. 2-20 to 2-21 + r/g 1788",,,,,,,,,
,Checkout ??  in SM and FGB and switch the CTTC communication,,,,,,,,,
"08:50-10:20 CDR, PILOT","equipment to the backup set / SM ??? / item 2.19, pp.2-14 to 2-15,",,,,,,,,,
,"item 2.22.2, pp. 2-20 to 2-21 + r/g 1788",,,,,,,,,
08:55-09:35 FE-1,? ? ?  maintenance per ground instruction,,,,,,,,,
09:35-10:05 FE-1,Initial activation of HRF rack,,,,,,,,,
10:05-10:35 FE-1,Power on HRF GASMAP,,,,,,,,,
,"Comm test to check the ??  in SM and FGB / SM ??? / item 2.19,",,,,,,,,,
"10:20-10:25 CDR, PILOT",,,,,,,,,,
,"pp.2-14 to 2-15, item 2.22.2, pp. 2-20 to 2-21 + r/g 1788",,,,,,,,,
10:25-10:55 CDR,U.S. payload daily status check,,,,,,,,,
10:25-11:55 PILOT,Physical exercise (TVIS + IRED),,,,,,,,,
10:55-11:55 CDR,Physical exercise (TVIS),,,,,,,,,
10:40-11:40 FE-1,Physical exercise (cycle ergometer),,,,,,,,,
11:50-12:00 FE-1,Smoke detector ?? -7?  N9 checkout /per r/g 1796,,,,,,,,,
11:55-12:00 PILOT,Discussions with ? ???  specialists,,,,,,,,,
12:00-13:00 ???,Lunch,,,,,,,,,
13:00-14:55 PILOT,? ??2 leak detection/ r/g 1794,,,,,,,,,
13:00-14:55 CDR,Reload SSC computers,,,,,,,,,
13:00-13:30 FE-1,Discussions with network specialists (via S-band).,,,,,,,,,
13:30-13:50 FE-1,Prepare Delta file for downlink,,,,,,,,,
14:00-14:15 FE-1,Discussion with inventory management specialist,,,,,,,,,
14:55-15:25 ???,Weekly planning conference,,,,,,,,,
15:30-17:00 CDR,Physical exercise (IRED),,,,,,,,,
15:30-15:45 PILOT,RENAL – record in dietary logbook,,,,,,,,,
,Time,,Crewmember,,Activity/ procedure or R/G reference,,,,,
,09:20-09:30,,,,Morning inspection,,,,,
,09:30-10:00,,,,Post-sleep,,,,,
,10:00-10:50,,,,MEAL,,,,,
,10:50-11:10,,,,"TV-PAO-event, RSC-Energia 55th anniversary address/ R/G1726",,,,,
,,,,,,,,,,
,11:10-11:25,,,,DPC,,,,,
,12:40-13:00,,CDR,,US P/L daily status check / Daily Status Check Matrix/; DailyStatus Check Matrix;(BSTC is only needed while it isoperational);,,,,,
,11:25-11:50,,"CDR, FE-1",,Work prep,,,,,
,11:25-11:35,,PILOT,,[????-1] separator inspection,,,,,
,11:35-11:50,,PILOT,,Work prep,,,,,
,11:50-12:05,,,,ISS & Shuttle crew farewell,,,,,
,12:10-12:40,,CDR,,Shuttle-ISS Duct Removal and Hatch Closing / JOINT OPSISS-7A.1: EGRESS STATION: Shuttle-ISS Duct Removal andHatch Closing,,,,,
,12:35-13:15,,PILOT,,ECLSS maintenance,,,,,
,12:35-14:05,,FE-1,,"??251? ? local signal commutator uninstallation, ProgressROM uninstall/ R/G 1722",,,,,
,,,,,,,,,,
,13:10-13:15,,CDR,,1A comm. config check / Joint Ops ISS-7A.1 Reference Data:Communications Configuration/;Verify ISS Comm Config 1A;,,,,,
,13:15-13:30,,CDR,,STS/ISS comm. check,,,,,
,13:30-14:30,,CDR,,ER4 umbilical mate,,,,,
,14:35-15:15,,CDR,,PMA2 departure ops / Increment_2_US_SODF: JointOperations ISS-7A.1: Departure: PMA2 Departure;,,,,,
,15:15-16:15,,,,MEAL,,,,,
,16:30-16:45,,CDR,,PFC,,,,,
,Time,,"CrewFE-1,PILOTCDRPILOT,FE-1CDRFE-1,PILOTFE-1FE-1CDRCDRPILOT",,"Activity / Reference to ODF and R/GMorning inspection of the stationPost-sleepConducting video imagery for crew medical examination.Session 1 / KNT para.1.1.1-1.1.2, pp.1-1 to 1-11+r/g 1766Charging Storage Batteries (??) for Camcorder / Audio & VideoEquipment ODF, para.3.2. pg. 3-2BreakfastConducting video imagery for crew medical examination.Session 2 / KNT para.1.1.3, para.1.1.4. pp.1-12 to 1-17+r/g1766Daily US payload status check / Daily Status Check Matrix: CueCards: Daily Status Check Matrix/(BSTC is only needed while itis operational)Private family conference, TV (? -? ) / Audio & Video EquipmentODF? para.3.4. pp. 3-5 to 3-7Inspection of ????-1 separatorDownlink of information from flush counter (???????? ? ? ) andwater supply system (??? )Private family conferenceLunchPrivate psychological conference? ? ?  (ECLSS) maintenance on MCC GoDaily planning conferenceDinnerDaily food ration prepPre-sleepCrew sleep",,,,,
,06:00-06:10,,,,,,,,,
,06:10-06:40,,,,,,,,,
,06:50-07:25,,,,,,,,,
,07:20-07:30,,,,,,,,,
,07:30-08:20,,,,,,,,,
,08:25-09:00,,,,,,,,,
,09:00-09:30,,,,,,,,,
,10:07-10:22,,,,,,,,,
,11:30-11:40,,,,,,,,,
,11:40-11:50,,,,,,,,,
,12.33-12.45,,,,,,,,,
,12:45-13:45,,,,,,,,,
,13:45-14:00,,,,,,,,,
,16:00-16:40,,,,,,,,,
,19:10-19:25,,,,,,,,,
,19:30-20:00,,,,,,,,,
,20:00-20:30,,,,,,,,,
,20:30-21:30,,,,,,,,,
,21:30-06:00,,,,,,,,,
Form 24 for 08/13/01 (updated),,,,,,,,,,
09:10-11:10,"CDR, Pilot, FE-1",POST-SLEEP OPERATIONS,,,,,,,,
09:40-09:50,"CDR ISS2,FE-1 ISS2, FE-2ISS2",MORNING INSPECTION OF THE STATIONS,,,,,,,,
09:50-10:20,"FE-2 ISS2, FE-1ISS2",POST-SLEEP,,,,,,,,
09:50-10:0510:10-10:20,CDR ISS2,POST-SLEEP,,,,,,,,
10:05-10:10,CDR ISS2,CHECKOUT OF 2A COM CONFIG ON ISS,,,,,,,,
10:20-11:10,"CDR ISS2,FE-1 ISS2, FE-2ISS2",BREAKFAST,,,,,,,,
11:10-11:25,"CDR, Pilot, FE-1,CDR ISS2,FE-1 ISS2, FE-2ISS2",DAILY PLANNING CONFERENCE MORNING,,,,,,,,
11:25-11:55,CDR ISS2,PREP FOR ACTIVITIES,,,,,,,,
11:25-11:55,CDRFE-2 ISS2,PREP OFCBM N1,,,,,,,,
11:25-11:40,"Pilot, FE-1,FE-1 ISS2",PREP FOR ACTIVITIES,,,,,,,,
11:25-11:40,FE-1 ISS2,CBCS Power UP,,,,,,,,
11:40-12:00,FE-1 ISS2,DAILY CHECKOUT OF US PAYLOAD STATUS,,,,,,,,
11:40-13:35,FE-1,TRANSFER OF EQUIPMENT FROM SHUTTLE MIDDECK,,,,,,,,
11:55-12:10,CDR,PREP OF SEATLINER,,,,,,,,
11:55-12:10,FE-2 ISS2,PREP FOR ACTIVITIES,,,,,,,,
12:00-13:55,"Pilot, FE-1 ISS2",HANDOVER PER ISS PROCEDURES ? ? ?  +?/G,,,,,,,,
12:10-14:10,"CDR, FE-2 ISS2","INSTALLATION AND CHECKOUT OF SEATLINER / ISS PROCEDUREORBITAL FLIGHT para..17.1, ???.83-84; PROCEDURE ? /?  ?? (CREWTRANSFER VEHICLE), para.18, pp.137-138+R/G 1688",,,,,,,,
12:20-13:05,CDR ISS2,"AIR SAMPLING WITH DRAEGER TUBE AIR SAMPLERS ISSPROCEDURES ? ? ??  ? ? , para.11.1, pp.11-1 through 11-3 + r/g 1678",,,,,,,,
13:05-13:35,CDR ISS2,INSALLATION OF EQUIPMENT IN MPLM VESTIBULE,,,,,,,,
13:35-14:35,"CDR ISS2,","TRAINING WITH CHIBIS HARDWARE (FE-1 ASSIST / MOBOOK.2/para.2.3, pp.2-13 through 2-20 (?? – 14:02)",,,,,,,,
13:35-14:30,FE-1,,,,,,,,,
13:55-14:10,Pilot,PREP OF SEATLINER,,,,,,,,
13:55-14:55,FE-1 ISS2,TVIS EXERCISE,,,,,,,,
14:10-14:25,FE-2 ISS2,STOWAGE OF SPACESUIT ON SHUTTLE,,,,,,,,
14:10-14:35,CDR,LEAD CHECK OF SPACESUIT / REFERENCE MATERIALS / para.7.9pg.70/,,,,,,,,
14:25-15:00,FE-2 ISS2,TRANSFER OF EQUIPMENT FROM SHUTTLE MIDDECK,,,,,,,,
14:35-14:40,CDR,CHECKOUT OF MPLM/N1/,,,,,,,,
14:35-16:35,"CDR ISS2, Pilot","INSTALLATION AND CHECKOUT OF SEATLINER / ISS PROCEDUREORBITAL FLIGHT para..17.1, ???.83-84; PROCEDURE ? /?  ?? (CREWTRANSFER VEHICLE), para.18, pp.137-138+R/G 1688",,,,,,,,
14:55-15:10,FE-1,"DRYING OF SPACESUIT / REFERENCE MATERIALS / para.7.10, pg.71",,,,,,,,
14:55-15:55,FE-1 ISS2,TRANSFER OF EQUIPMENT FROM SHUTTLE MIDDECK,,,,,,,,
15:00-16:30,FE-2 ISS2,TVIS+RED EXERCISE,,,,,,,,
15:10-16:15,FE-1,TRANSFER OF EQUIPMENT FROM SHUTTLE MIDDECK,,,,,,,,
15:20-15:25,CDR,MPLM – INITIAL CBM CAPTURE,,,,,,,,
15:30-15:35,CD,MPLM – SECOND CBM CAPTURE,,,,,,,,
15:40-15:55,CDR,MPLM – SNUG CBM BOLTS,,,,,,,,
15:55-16:25,"CDR, FE-1 ISS2",REMOVE CBCS CAMERA FROM NODE 1 NADIR PORT,,,,,,,,
16:15-16:30,FE-1,PREP OF SEATLINER,,,,,,,,
16:30-17:30,"FE-1 ISS2, FE-2ISS2, FE-1",MEAL,,,,,,,,
16:25-16:55,CDR,MEAL,,,,,,,,
16.35-16.50,CDR ISS2,STOWAGE OF SPACESUIT ON SHUTTLE,,,,,,,,
GMT,Crew,Activity / ODF or R/G Reference,,,,,,,,
06:00–06:10,,Morning inspection,,,,,,,,
06:10–06:40,,Personal hygiene (post-sleep),,,,,,,,
06:40–06:50,CDR,"Calf volume measurement / MO Vol. 2, item 3.7, page 3-37",,,,,,,,
06:50–07:00,FE-1,"? ? -8: configuration setup / MO Vol. 2, item 3.8.1, step 7, page 3-43",,,,,,,,
06:50–07:00,PLT,"Calf volume measurement / MO Vol. 2, item 3.7, page 3-37",,,,,,,,
07:00–07:15,FE-1,"Body mass measurement / MO Vol. 2, item 3.8.2, pages 3-45 to 3-47",,,,,,,,
07:15–07:25,FE-1,"Calf volume measurement / MO Vol. 2, item 3.7, page 3-37",,,,,,,,
07:15–07:30,CDR,"Body mass measurement / MO Vol. 2, item 3.8.2, pages 3-45 to 3-47",,,,,,,,
07:30–07:45,FE-1,RENAL STONE: filing out metabolic log (food and fluid intake log for FE-1),,,,,,,,
07:30–07:45,PLT,"Body mass measurement / MO Vol. 2, item 3.8.2, pages 3-45 to 3-47",,,,,,,,
07:30–07:55,CDR,RENAL STONE: urine collection (CDR),,,,,,,,
07:45–07:55,FE-1,"? ? -8: concluding ops / MO Vol. 2, item 3.8.3 page 3-48",,,,,,,,
07:55–08:35,,BREAKFAST,,,,,,,,
08:35–09:05,"CDR, PLT",Work prep,,,,,,,,
08:35–08:55,FE-1,,,,,,,,,
08:55–09:15,FE-1,Conference with ground experts: IMS,,,,,,,,
09:10–09:25,"CDR, PLT",Daily planning conference,,,,,,,,
09:15–09:25,FE-1,,,,,,,,,
09:25–11:40,"CDR, FE-1",Progress transfer ops with IMS support / RODF ? ?? ??? ???,,,,,,,,
09:25–09:35,PLT,Inspection of ????-1 separator,,,,,,,,
09:35–10:05,PLT,Lab payloads daily status check,,,,,,,,
10:05–11:35,PLT,Physical exercise (IRED-3),,,,,,,,
11:35–12:50,PLT,Cargo transfer/stowage ops,,,,,,,,
11:40–12:20,CDR,INTERACTIONS: data collection (CDR),,,,,,,,
11:40–12:40,FE-1,Physical exercise (cycle-3),,,,,,,,
12:20–12:45,CDR,RENAL STONE: urine collection (CDR),,,,,,,,
12:50–13:50,,LUNCH,,,,,,,,
13:50–15:00,CDR,Progress transfer ops with IMS support / RODF ? ?? ??? ???,,,,,,,,
13:50–15:20,FE-1,Progress transfer ops with IMS support / RODF ? ?? ??? ???,,,,,,,,
14:00–14:40,PLT,INTERACTIONS: data collection (PLT),,,,,,,,
14:40–16:35,PLT,Cargo transfer/stowage ops,,,,,,,,
15:00–15:40,CDR,Conference with ground experts: SSC S/W reload,,,,,,,,
15:20–16:50,FE-1,Physical exercise (IRED-3),,,,,,,,
15:40–15:50,CDR,TEPC relocation,,,,,,,,
16:00–17:00,CDR,Physical exercise (CVIS),,,,,,,,
16:35–17:15,PLT,Maintenance of ? ? ?  (on MCC go),,,,,,,,
16:50–17:40,FE-1,INTERACTIONS: data collection (FE-1) and file backup,,,,,,,,
17:05–18:35,CDR,Physical exercise (IRED),,,,,,,,
17:15–18:15,PLT,Physical exercise (cycle-3),,,,,,,,
17:45–18:30,FE-1,Delta file downlink prep,,,,,,,,
18:15–18:45,PLT,Report prep,,,,,,,,
18:35–18:45,"CDR, FE-1",Report prep,,,,,,,,
18:45–19:00,,Daily planning conference,,,,,,,,
19:00–19:15,CDR,Review plan for the next day,,,,,,,,
19:00–19:30,"FE-1, PLT",,,,,,,,,
Time,Crew,Activity/Reference to procedure and R/G,,,,,,,,
07:30-07:40,.,Morning inspection of the station,,,,,,,,
07:40 - 08:10,.,Post sleep,,,,,,,,
08:10 - 09:00,.,Breakfast,,,,,,,,
09:00 - 09:30,"FE-1, FE-2",Work Set-Up,,,,,,,,
09:00 - 09:10,CDR,"Camcorder Battery Charging /  SM ???  para.3.2, p.3-2",,,,,,,,
09:10 - 09:30,CDR,Work Set-Up,,,,,,,,
09:30 - 09:45,.,Daily Panning Conference,,,,,,,,
09:45 - 12:45,FE-1,Water Sampling,,,,,,,,
,,Packing of Hardware to be Disposed of on Progress (using IMS) /,,,,,,,,
09:45 - 11:45,"CDR, FE-2",,,,,,,,,
,,R/G,,,,,,,,
11:45 - 12:45,FE-2,TVIS Exercise,,,,,,,,
,,Video recording of Hardware to be Disposed of on Progress /  SM,,,,,,,,
11:45 - 12:15,CDR,,,,,,,,,
,,"???  para.3.3 ? .1,2, pp.3-3, 3-4",,,,,,,,
12:15 - 13:45,CDR,TVIS+IRED Exercise Using Day 3 Protocol,,,,,,,,
12:45 - 14:00,FE-1,Self-study for 7? .1,,,,,,,,
12:45 - 12:50,FE-2,? ? ?  airduct reconfiguration for Airlock,,,,,,,,
13:20 - 14:00,FE-2,Data collection for Vzaimodeistvie (Interaction) experiment,,,,,,,,
13:50 - 14:00,CDR,? ? ? ? -1 Separator Inspection,,,,,,,,
14:00 - 14:15,.,Conference on Kentavr Adjustment,,,,,,,,
14:15 - 15:15,.,Lunch,,,,,,,,
15:15 - 15:45,.,"Kentavr Adjustment/ ? ?  Book 1/para.5.8, pp.5-31 through 5-34",,,,,,,,
15:45 - 16:45,FE-1,Water Sampling,,,,,,,,
15:45 - 16:00,FE-2,LAB P/L Status Check,,,,,,,,
,,"SM ? ? ?  S/W Upload Procedure Review (for DC1) (R/G 1631,",,,,,,,,
15:55 - 17:55,CDR,,,,,,,,,
,,"1632, 1633)",,,,,,,,
16:00 - 16:20,FE-2,Delta File Downlink Prep,,,,,,,,
16:20 - 16:35,FE-2,Resistive Exercise Device (RED) Periodic Inspection,,,,,,,,
16:35 - 18:05,FE-2,TVIS+RED Exercise,,,,,,,,
16:45 - 17:25,FE-1,? ? ?  Maintenance,,,,,,,,
17:25 - 18:25,FE-1,TVIS Exercise,,,,,,,,
17:55 - 19:20,CDR,Self-study for 7? .1,,,,,,,,
18:35 - 20:05,FE-1,TVIS+RED Exercise,,,,,,,,
18:05 - 19:20,FE-2,Free time.  Self-study for 7? .1,,,,,,,,
19:20 - 19:35,FE-2,TVIS Physical Fitness Test. Assist,,,,,,,,
,Time,,"CrewPILOT,FE-1PILOTFE-1CDRCDRCDRPILOTPILOT,FE-1CDRPILOT,FE-1CDRPILOT,FE-1CDR.CDRCDRPILOTFE-1PILOTCDR",,"Activity/ Reference to procedures and r/gMorning inspection of the station, post-sleepProgress activation, air duct disassembly /Activation/Deactivation ODF, steps 5.1, 5.2, page 5-1Prep for activityMorning inspection of the stationPost-sleepDaily planning conferenceQuick disconnect screw-on clamp removal /Activation/Deactivation ODF, step 5.3, pgs. 5-1, 5-2???-?? and ?? -? ?? hatch closing (Hatches betweenProgress docking interface and transfer chamber) /Activation/Deactivation ODF, item 5.4, pages ?? ?.5-2, 5-3,steps 1,2MealSM-Progress Vestibule Leak Check / Activation/DeactivationODF, item 5.4, page 5-3, step 3MEC drive checkout.BreakfastPREP FOR ACTIVITIESVideo recording of Congratulations on RSC-Energia 55thanniversary / SM TV/Audio Ops, item 3.3, pp 3-3 thru 3-4Daily US payload status check / Daily Status Check Matrix:Cue Cards: Daily Status Check Matrix/(BSTC is only neededwhile it is operational);EXPRESS Rack 4 activation and checkout / EXPRESS Rack- Expedite the Processing of Experiments to Space Station:Activation & Checkout: Rack Activation/Checkout/Camcorder battery charging / SM TV/Audio Ops, item 3.2,page 3-2Laptop 1 software reload per r/g 1633TORU 03 Test / TORU 01 ODF, para 2.4, pages 13-14MEC ACTIVATION AND CHECKOUT (? ? ?  / INTEGRATEDMEDICAL GROUP: MED OPS: ACTIVATION &CHECKOUT: CMS: MEDICAL EQUIPMENT COMPUTER(MEC) - NEW SOFTWARE INSTALLAT)",,,,,
,,,,,,,,,,
05:30 - 05:55,,,,,,,,,,
05:55 - 06:15,,,,,,,,,,
05:55 - 06:35,,,,,,,,,,
06:00 - 06:10,,,,,,,,,,
06:10 - 06:40,,,,,,,,,,
06:10 - 06:25,,,,,,,,,,
06:15 - 06:35,,,,,,,,,,
06:35 - 06:55,,,,,,,,,,
06:40 - 07:30,,,,,,,,,,
06:55 - 07:45,,,,,,,,,,
07:30 - 07:35,,,,,,,,,,
08:00 - 08:50,,,,,,,,,,
07.35 - 07.4508:00 - 08:15,,,,,,,,,,
07:45 - 08:00,,,,,,,,,,
08:15 - 08:40,,,,,,,,,,
08:40 - 09:20,,,,,,,,,,
08:55 - 09:10,,,,,,,,,,
09:20 - 11:20,,,,,,,,,,
09:20 - 10:10,,,,,,,,,,
09:45 - 10:45,,,,,,,,,,
Time,Crew,Activity / Reference to ODF or R/G,,,,,,,,
06:00 - 06:10,,Morning inspection of the station,,,,,,,,
06:10 - 06:40,,Post-sleep,,,,,,,,
06:40 - 07:30,,Breakfast,,,,,,,,
07:45 - 08:20,"PILOT, FE-1","HDTV. Video imagery for crew medical examination. Session 1/ISS MED OPS ODF KNT para.1.1.1-1.1.2, pp.1-1 to 1-11 + r/g1763",,,,,,,,
09:20 - 09:55,"PILOT, FE-1","HDTV. Video imagery for crew medical examination. Session 2/ISS MED OPS ODF KNT para.1.1.3, pp.1-12 to 1-18  + r/g 1763",,,,,,,,
09:20 - 09:50,CDR,Daily US payload status check /Daily Status Check Matrix: CueCards:  Daily Status Check Matrix / (BSTC is only needed while itis operational);,,,,,,,,
10:00 - 11:30,FE-1,(TVIS+IRED) Exercise- 2,,,,,,,,
10:10 - 10:30,CDR,Recovery of LAB TV camera malfunctions,,,,,,,,
10:30 - 11:30,CDR,CEVIS  Exercise,,,,,,,,
10:30 - 11:30,PILOT,(CYCLE ERGOMETER) Exercise- 2,,,,,,,,
11:30 - 12:00,,Daily planning conference,,,,,,,,
12:00 - 13:00,,Lunch,,,,,,,,
13:00 - 13:20,,Conference on inventory management via S-band,,,,,,,,
13:20 - 15:20,,"Weekly station cleanup /ISS MED OPS ODF Book 1, para.2.2.1,pg.2-2",,,,,,,,
15:00 - 16:30,CDR,RED Exercise,,,,,,,,
16:10 - 17:40,PILOT,TVIS+IRED Exercise-2,,,,,,,,
16:30 - 17:30,FE-1,CYCLE ERGOMETER Exercise - 2,,,,,,,,
16:30 - 17:10,CDR,? ? ?  (ECLSS) maintenance on MCC Go,,,,,,,,
18:20 - 18:50,,Preparation of report,,,,,,,,
18:50 - 19:20,,Dinner,,,,,,,,
19:20 - 19:32,,Prep for PAO event (meet with the Press),,,,,,,,
19:32 - 19:48,,PAO event (video broadcast with MCC-H),,,,,,,,
20:00 - 20:15,CDR,Family conference,,,,,,,,
20:00 - 20:30,"FE-1, PILOT",Prep of daily food ration,,,,,,,,
20:15 - 20:30,CDR,Prep of daily food ration,,,,,,,,
20:30 - 21:30,,Pre-sleep,,,,,,,,
21:30 - 06:00,,Sleep,,,,,,,,
Time,Crew,Activity/Reference to procedure and r/g,,,,,,,,
01:10-09:10,.,SLEEP,,,,,,,,
09:10-11:10,"CDR ISS2, FE-1,2 ISS2",POST-SLEEP ACTIVITIES,,,,,,,,
09:40-11:10,"PILOT,FE-1",POST-SLEEP ACTIVITIES,,,,,,,,
09:40-10:05,CDR,POST-SLEEP ACTIVITIES,,,,,,,,
10:10-11:10,CDR,POST-SLEEP ACTIVITIES,,,,,,,,
11:10-11:25,.,Daily planning conference,,,,,,,,
11:25-11:55,"CDR ISS2, FE-1,2 ISS2, FE-1,PILOT",Prep for activities,,,,,,,,
11:25-11:35,CDR,Prep for activities,,,,,,,,
11:35-11:55,CDR,Daily US payload status check,,,,,,,,
11:55-12:55,"CDR,FE-1 ISS2,FE-1",Study procedure for assembly of TVsubsystem (?? ? ) for Xmission of TV imagesvia Ku-band,,,,,,,,
11:55-12:05,FE-2 ISS2,Check status of cargoes on orbiter middeck,,,,,,,,
11:55-12:30,CDR ISS2,"Power off  Signal-VM control panel (???""? ?????-?? "")/? ? ??  ? ?  para.2.1, pg.12-2",,,,,,,,
11:55-12:35,PILOT,? ? ?  maintenance – back-up,,,,,,,,
11:55-14:40,FE-1 ISS2,HANDOVER / ISS PROCEDURES ? ? ?,,,,,,,,
12:00-12:55,CDR ISS2,Transfer cargoes,,,,,,,,
12:05-12:55,FE-2 ISS2,Transfer cargoes,,,,,,,,
12:05-13:50,FE-1,HANDOVER / ISS PROCEDURES ? ? ?,,,,,,,,
12:55-13:50,FE-2 ISS2,HANDOVER / ISS PROCEDURES ? ? ?,,,,,,,,
12:55-14:40,PILOT,HANDOVER / ISS PROCEDURES ? ? ?,,,,,,,,
12:55-13:55,CDR ISS2,EXERCISE TVIS-3,,,,,,,,
12:55-14:10,CDR,Transfer resupply equipment,,,,,,,,
13:50-15:20,FE-2 ISS2,EXERCISE,,,,,,,,
13:50-15:20,FE-1,Transfer resupply equipment,,,,,,,,
13:55-14:10,CDR ISS2,Private medical conference with landingexperts,,,,,,,,
14:10-15:00,CDR,HANDOVER / ISS PROCEDURES ? ? ?,,,,,,,,
14:10-15:00,CDR ISS2,HANDOVER / ISS PROCEDURES ? ? ?,,,,,,,,
14:40-14:55,PILOT,Installation of hard disk,,,,,,,,
14:40-14:55,FE-1 ISS2,Begin process of filling CWC ?4 with water,,,,,,,,
14:55-15:55,FE-1 ISS2,HANDOVER / ISS PROCEDURES ? ? ?,,,,,,,,
14:55-15:55,PILOT,HANDOVER / ISS PROCEDURES ? ? ?,,,,,,,,
15:00-15:15,CDR ISS2,Private medical conference,,,,,,,,
15:00-15:20,CDR,Prep photo & TV equipment,,,,,,,,
15:20-16:30,FE-2 ISS2,HANDOVER / ISS PROCEDURES ? ? ?,,,,,,,,
15:20-16:2516:45-17:40,CDR ISS2,HANDOVER / ISS PROCEDURES ? ? ?,,,,,,,,
15:50-16:3016:50-17:40,CDR,HANDOVER / ISS PROCEDURES ? ? ?,,,,,,,,
15:20-16:25,PILOT,Transfer resupply equipment,,,,,,,,
15:40-16:30,FE-1,HANDOVER / ISS PROCEDURES ? ? ?,,,,,,,,
15:55-16:10,FE-1 ISS2,Complete process of filling CWC with water,,,,,,,,
,GMT,,"CrewCDRPLTFE-1CDRPLTPLTCDRPLT, FE-1CDRCDRFE-1CDRFE-1CDRPLTPLTCDRPLT, FE-1CDR",,Activity / ODF or R/G ReferenceMorning inspectionPersonal hygiene (post-sleep)BREAKFAST7?.1 cargo transferDaily planning conferenceDaily status check of US payloads / Daily Status Check Matrix: Cue Cards:Daily Status Check Matrix/(BSTC is only needed while it is operational)Physical exercise (IRED-1)Physical exercise (cycle-1)Physical exercise (? EVIS)LUNCHBSTC: camera setup 2 / TVOPS - TV Photo Operations: Nominals: QTCMA1Camera Setup/(Perform Step 1)BSTC: photo ops 2 on day 6BSTC: analyzing media / BSTC - Biotechnology Specimen TemperatureController: Nominals: BSTC Analyze Media7? .1 cargo transferBSTC: exchanging mediaPhysical exercise (RED) / Integrated Medical Group: MED OPS: Nominal:CMS/; RED - CREWMEMBER/ACCESSORY MATRIXMaintenance of ? ? ?  on MCC goBSTC: exchanging media / BSTC - Biotechnology Specimen TemperatureController: Nominals: BSTC Exchange Media/ PERFORM STEPS 1.7THROUGH 7.8;Physical exercise (IRED-1)BSTC: preserving culture / BSTC - Biotechnology Specimen TemperatureController: Nominals: BSTC Preserve CultureBSTC: photo ops 2 on day 6Physical exercise (cycle-1)BSTC: gas purge / BSTC - Biotechnology Specimen Temperature Controller:Nominals: BSTC Gas PurgeReport prepReport prepDaily planning conferenceDINNERDaily food ration prepPersonal hygiene (pre-sleep)SLEEP,,,,,
,06:00–06:10,,,,,,,,,
,06:10–06:40,,,,,,,,,
,06:40–07:30,,,,,,,,,
,07.30–10.25,,,,,,,,,
,10:25–10:40,,,,,,,,,
,10:40–11:10,,,,,,,,,
,10:40–12:10,,,,,,,,,
,11:30–12:30,,,,,,,,,
,11:30–12:30,,,,,,,,,
,12:30–13:30,,,,,,,,,
,13:35–13:45,,,,,,,,,
,13:45–14:00,,,,,,,,,
,13:45–14:45,,,,,,,,,
,14.00–16.00,,,,,,,,,
,14:50–15:00,,,,,,,,,
,15:00–16:30,,,,,,,,,
,16:00–16:40,,,,,,,,,
,16:30–17:25,,,,,,,,,
,17:15–18:45,,,,,,,,,
,17:25–18:45,,,,,,,,,
,17:25–17:40,,,,,,,,,
,17:45–18:45,,,,,,,,,
,18:45–18:50,,,,,,,,,
,18:45–19:30,,,,,,,,,
,18.50–19.30,,,,,,,,,
,19:30–19:45,,,,,,,,,
,19:45–20:15,,,,,,,,,
,20:15–20:30,,,,,,,,,
,20:30–21:30,,,,,,,,,
,21:30–06:00,,,,,,,,,
