0,1,2,3,4,5,6,7,8
18:55-19:10,,,Moon Photography,,,,,
19:10-19:25,,,Moon Photography: close out ops,,,,,
19:35-20:35,,CDR,,Physical Exercise (TVIS),,,,
19:45-20:15,,CDR-19,,BIOEMULSION. Prepare Biocont-T with Icepacks and Bioreactor #02;transfer to Soyuz. Tagup with specialists (S-band),,,,
20:15-20:30,,,CASCADE. Transfer Bioreactor #05 to Soyuz,,,,,
20:30-20:45,,,CONJUGATION. Transfer hardware to Soyuz,,,,,
20:40-21:10,,FE-1-19,,Inspection of Portable Breathing Apparatus (PBA) and Portable FireExtinguisher (PFE),,,,
20:55-21:15,,FE-1,,CRYSTALLIZER. Deactivate crystallization process and transferMODULE-1 to Soyuz. Tagup with specialists (S-band),,,,
21:10-21:15,,FE-1-19,,BCAT-4: Camera Checkout,,,,
21:15-22:15,,,Physical Exercise (CEVIS),,,,,
21:15-21:30,,FE-1,,STRUCTURE. Deactivate Crystallization Process and Transfer LUCH-2Kit,,,,
21:30-21:50,,,BIO4. PLC and GVG closeout in KUBIK 3,,,,,
21:40-21:50,,CDR,,Integrated Immune: Stow Crew Saliva Sampling Hardware,,,,
21:40-21:55,,CDR-19,,Verify ИП-1 Flow Meter Configuration,,,,
21:50-21:55,,CDR,,SLEEP: Donning Actiwatch Device (FE2),,,,
GMT,CREW,ACTIVITY,,,,,,
06:00-06:10,,Morning Inspection,,,,,,
06:10-06:20,FE-1,Hematocrit.  Hematocrit test,,,,,,
06:10-06:30,CDR,Post-sleep,,,,,,
06:10-06:20,FE-2,,,,,,,
06:20-06:45,FE-1,,,,,,,
06:20-06:30,FE-2,Hematocrit.  Hematocrit test,,,,,,
06:30-06:40,CDR,,,,,,,
06:30-06:45,FE-2,Private Family Conference (S + Ku-band),,,,,,
06:40-06:45,CDR,Hematocrit. Equipment stow,,,,,,
06:45-07:25,,BREAKFAST,,,,,,
07:25-07:40,Daily Planning Conference (S-band),,,,,,,
07:40-08:25,FE-1,EMU cooling loop scrub (start),,,,,,
07:40-08:10,CDR,Prep for Work,,,,,,
07:40-08:20,FE-2,JAXA: Commercial Activity,,,,,,
08:10-08:25,CDR,IMS tagup (S-band),,,,,,
08:25-08:40,,ISS Crew and ГОГУ (RSA Flight Control Team) Weekly Conference (S-band),,,,,,
08:40-09:00,FE-2,Prep for Work,,,,,,
08:40-08:50,CDR,Radio bridge with participants from Ulyanovsk VACO Soyuz Branch(S-band),,,,,,
08:40-09:15,FE-1,Prep for Work,,,,,,
08:50-09:20,CDR,Bracelet questionnaire,,,,,,
09:00-09:15,FE-2,Potable Water Dispenser (PWD) - Iodinated Ambient Flush,,,,,,
09:15-09:20,FE-1,BCAT-4 Camera checkout,,,,,,
09:15-09:30,FE-2,JAXA. JAXA. Session 2 Closeout,,,,,,
09:20-10:35,CDR,PNEUMOCARD. Experiment ops. Tagup with specialists (S-band),,,,,,
09:20-09:35,FE-1,Food Frequency Questionnaire,,,,,,
09:30-11:00,FE-2,Physical Exercise (ARED),,,,,,
09:35-10:20,FE-1,EMU cooling loop reconfig,,,,,,
10:30-11:30,Physical Exercise (CEVIS),,,,,,,
10:35-12:05,CDR,"Physical Exercise (TVIS), day 3",,,,,,
11:00-11:15,FE-2,ARED: Flywheel Cylinder Removal,,,,,,
11:15-11:25,ARED: Guide Rail inspection,,,,,,,
11:25-12:00,Scheduled Maintenance of Compound Specific Analyzer- Combustion Products(CSA-CP),,,,,,,
11:30-13:00,FE-1,Physical Exercise (ARED),,,,,,
12:05-13:05,CDR,SVO-ZV Replacement,,,,,,
12:45-13:00,FE-2,Food Frequency Questionnaire,,,,,,
13:00-13:05,FE-1,VOA power down,,,,,,
13:05-13:20,,Conference with Russian News Service Radio Station (S-band),,,,,,
GMT,,CREW,,ACTIVITY,,,,
06:00-06:10,,,,Morning Inspection,,,,
06:10-06:35,,FE-1,,Post-sleep,,,,
06:10-06:40,,"CDR, FE-2",,,,,,
06:35-07:25,,FE-1,,BREAKFAST,,,,
06:40-07:30,,"CDR, FE-2",,,,,,
07:25-07:30,,FE-1,,P/TV Video Cable Configuration to support TVIS activities,,,,
07:30-07:45,,,,Daily Planning Conference (S-band),,,,
07:45-07:55,,"FE-1, FE-2",,Prep for Work,,,,
07:45-08:15,,CDR,,,,,,
07:55-11:30,,"FE-1, FE-2",,TVIS R&R,,,,
08:15-08:20,,CDR,,PHASE. Photography Session,,,,
08:20-08:35,,CDR,,БМП Ф1 Absorption Cartridge Regeneration (start),,,,
08:35-10:35,,CDR,,"ТА-604 Cross Connector Unit R&R.(#62063232, 00039050R,ФГБ1ПГО_2_208_1.  Stow removed #62097205 for disposal)Tagup with a specialist (S-band) in SG2, select CHANNEL 2 on FGB Commpanel",,,,
10:35-11:15,,CDR,,СОЖ Maintenance,,,,
11:25-12:55,,CDR,,"Physical Exercise (VELO), day 3",,,,
11:30-13:00,,FE-2,,Physical Exercise (ARED),,,,
11:30-12:30,,FE-1,,Physical Exercise (CEVIS),,,,
12:30-12:45,,FE-1,,Private Medical Conference (S + Ku-band),,,,
12:45-12:50,,FE-1,,BCAT-4: Camera Checkout,,,,
12:50-13:00,,FE-1,,Opening LAB window shutters prior to the AgCam experiment,,,,
12:55-13:00,,CDR,,On MCC Go ISS O2 repress from Progress 366 СрПК (start),,,,
13:00-14:00,,,,LUNCH,,,,
14:00-17:40,,"FE-1, FE-2",,TVIS R&R,,,,
14:00-14:05,,CDR,,ISS O2 Repress from Progress 366 СрПК (terminate),,,,
14:05-14:10,,CDR,,PHASE. Photography Session,,,,
14:20-14:40,,CDR,,IMS Update,,,,
14:40-14:55,,CDR,,Private Medical Conference (S + Ku-band),,,,
14:55-15:20,,CDR,,Evening Work Prep,,,,
15:20-15:35,,CDR,,TVIS R&R,,,,
15:35-16:35,,CDR,,Physical Exercise (ARED),,,,
16:35-16:40,,CDR,,BAR. Terminate Kelvin charging,,,,
16:40-19:10,,,BAR. Experiment Run. Tagup with specialists (S-band),,,,,
17:40-17:50,,FE-2,,Potable Water Dispenser (PWD): Daily Ambient Flush,,,,
17:40-19:10,,FE-1,,Physical Exercise (ARED),,,,
17:50-17:55,,FE-2,,Setup Equipment to Record CEVIS Exercise,,,,
17:55-18:55,,FE-2,,Physical Exercise (CEVIS),,,,
GMT,CREW,ACTIVITY,,,,,,
06:00-06:40,"CDR, FE-1",Post-sleep,,,,,,
06:05-06:45,FE-2,,,,,,,
06:40-07:30,"CDR, FE-1",BREAKFAST,,,,,,
06:45-07:35,FE-2,,,,,,,
07:30-07:35,"CDR, FE-1",Prep for Work,,,,,,
07:35-07:50,,Daily Planning Conference (S-band),,,,,,
07:50-08:00,FE-1,Prep for Work,,,,,,
07:50-07:55,FE-2,CBEF Door Close,,,,,,
07:50-08:05,CDR,Prep for Work,,,,,,
07:55-09:25,FE-2,Physical Exercise (ARED),,,,,,
08:00-09:00,FE-1,Crew time for ISS adaptation and orientation,,,,,,
08:05-09:55,CDR,TVM1 (А11) R&R.Tagup with specialists (S-band),,,,,,
09:00-09:30,FE-1,Biorhythm Data Downlink,,,,,,
09:25-10:25,FE-2,Physical Exercise (TVIS),,,,,,
09:30-11:25,FE-1,CCISS: Hardware Setup,,,,,,
09:55-10:55,CDR,ЦВМ2 А2 installation at its nominal location. Tagup with specialists (S-band),,,,,,
10:25-10:35,FE-2,CCISS: Assistance,,,,,,
10:55-11:15,CDR,Reconfigure REGUL-Packet R/G Channel to Use REGUL-OC String 2,,,,,,
11:15-11:20,FE-2,CCISS: Assistance,,,,,,
11:15-12:45,CDR,"Physical Exercise (TVIS), day 4",,,,,,
11:20-11:30,FE-2,CCISS: documentation photography,,,,,,
11:25-12:00,FE-1,CCISS: data collection,,,,,,
12:00-12:10,CCISS: Hardware Stowage,,,,,,,
12:10-13:00,FE-2,Water Recovery System (WRS) Potable Water Dispenser (PWD) SampleCollection,,,,,,
12:10-12:35,FE-1,FGB ЦВ1 Fan Screen Cleaning,,,,,,
12:40-12:55,Payload Status Check,,,,,,,
12:55-13:00,Opening LAB window shutters,,,,,,,
13:00-14:00,,LUNCH,,,,,,
14:05-14:15,FE-2,PAO Hardware Setup,,,,,,
14:15-14:25,,Crew Prep for PAO,,,,,,
14:25-14:45,USOS PAO Event with CBS News and Dayton Daily News (Ku + S-band),,,,,,,
14:45-15:25,CDR,СОЖ MaintenanceOn MCC GO Switch Vozdukh to Automatic Control ModeИП-1 position verification,,,,,,
14:45-14:50,FE-2,PAO Hardware Deactivation,,,,,,
14:50-15:10,Environmental Health System (EHS): Microbiology Water Processing,,,,,,,
15:00-16:00,FE-1,"Cleaning FGB ГЖТ [Gas-Liquid Heat Exchanger] detachable screens 1, 2, and3",,,,,,
GMT,,CREW,,ACTIVITY,,,,
,06:00-06:10,,"ISS-19, SFPVC",,Morning Inspection,,,
06:00-06:10,,FE-1,,"Morning Inspection. Inspection of DC1 Power Panel (БВП) CircuitBreakers [АЗС] and fuses in DC1 Fuse Boxes БПП-30, БПП-36",,,,
06:00-06:05,,FE-2,,SLEEP: FE2 Data Log,,,,
06:00-06:20,,CDR,,Nutrition and Repository: Urine Sample Collection,,,,
06:05-06:10,,FE-2,,Morning Inspection,,,,
,,"FE-1, FE-2,",,,,,,
,06:10-06:40,,,Post-sleep,,,,
,,,"SFPVC, CDR-19",,,,,
,,,,,,,,
06:10-06:20,,FE-1-19,,Post-sleep,,,,
06:20-06:25,,FE-1-19,,Nutrition and Repository: history photo,,,,
06:20-06:25,,CDR,,Nutrition and Repository: Insertion of Urine Sample into MELFI,,,,
06:25-06:45,,CDR,,Nutrition and Repository: blood draw,,,,
06:25-06:40,,FE-1-19,,Nutrition and Repository: blood draw operator,,,,
,,"FE-1, FE-2, CDR-",,,,,,
,06:40-07:30,,,BREAKFAST,,,,
,,,"19, SFPVC",,,,,
,,,,,,,,
06:40-06:45,,FE-1-19,,Nutrition and Repository: photo documentation,,,,
06:45-06:55,,CDR,,Nutrition and Repository: Refrigerated Centrifuge Setup,,,,
06:45-07:05,,FE-1-19,,Post-sleep,,,,
06:55-07:05,,CDR,,Nutrition and Repository: Config Refrigerated Centrifuge,,,,
07:05-07:20,,CDR,,Post-sleep,,,,
07:05-07:35,,FE-1-19,,BREAKFAST,,,,
07:20-07:25,,CDR,,HAM Radio Setup,,,,
07:25-07:35,,CDR,,HAM Radio Session,,,,
,,"FE-1, FE-2, CDR-",,,,,,
,07:30-08:00,,,Prep for Work,,,,
,,,"19, SFPVC",,,,,
,,,,,,,,
07:35-07:55,,CDR,,Nutrition and Repository: Blood Sample Insertion into MELFI,,,,
07:35-07:40,,FE-1-19,,Nutrition and Repository: photo documentation,,,,
07:40-08:00,,FE-1-19,,BREAKFAST,,,,
08:00-08:15,,"ISS-18, ISS-19",,Daily Planning Conference (S-band),,,,
08:15-08:45,,"FE-1, CDR-19",,Counter Measure System (CMS) Harmful Contaminant Measurementsin SM,,,,
08:15-08:25,,CDR,,Nutrition and Repository: Stow Blood Sample Collection andProcessing Hardware,,,,
08:15-08:45,,FE-1-19,,Prep for Work,,,,
08:15-08:50,,FE-2,,Unload PWS2 and install near panel SUP4,,,,
08:25-08:50,,CDR,,Post-sleep,,,,
,08:40-08:50,,SFPVC,,Tagup with Consultants Team via VHF1 (VHF),,,
08:45-09:55,,"FE-1, CDR-19",,E18/E19 Crew Handover,,,,
08:50-09:40,,CDR,,BREAKFAST,,,,
08:50-09:05,,FE-2,,DMS. PWS2 activation,,,,
09:20-09:25,,FE-2,,PWS: Deactivation,,,,
GMT,,CREW,,ACTIVITY,,,,
,,"ISS-19,SFPVC,",,,,,,
,07:00-07:10,,,Morning Inspection,,,,
,,,"FE-1,CDR",,,,,
,,,,,,,,
07:00-07:20,,FE-2,,Blood analysis using Portable Clinical Blood Analyzer (PCBA) -subject,,,,
,,"ISS-19,FE-1,",,,,,,
,07:10-07:40,,,Post-sleep,,,,
,,,SFPVC,,,,,
,,,,,,,,
07:10-07:20,,CDR,,Post-sleep,,,,
07:20-07:30,,FE-2,,Morning Inspection,,,,
07:20-07:40,,CDR,,Blood analysis using Portable Clinical Blood Analyzer (PCBA) -subject,,,,
07:30-07:50,,FE-2,,Post-sleep,,,,
,,"ISS-19,",,,,,,
,07:40-08:30,,,BREAKFAST,,,,
,,,"SFPVC,FE-1",,,,,
,,,,,,,,
07:40-07:50,,CDR,,Post-sleep,,,,
07:50-08:30,,"FE-2,CDR",,BREAKFAST,,,,
08:30-08:45,,"ISS-18,ISS-19",,Daily Planning Conference (S-band),,,,
,08:30-09:00,,SFPVC,,Prep for Work,,,
08:45-09:15,,"FE-2,CDR,FE-1-19",,Prep for Work,,,,
08:45-09:1508:45-09:45,,FE-1CDR-19,,Testing Soyuz 223 Telemetry Reception With ISS RSISTOCHNIK-M TLM System. Tagup with specialists (S-band),,,,
09:15-09:30,,FE-1-19,,BISE Video Setup,,,,
09:15-09:45,,"CDR,FE-2 assists",,Periodic Health Status,,,,
09:30-09:50,,FE-1-19,,BISE Software Load,,,,
09:45-11:15,,CDR assists,,LBNP Exercise (FINAL) (То=10:39). Tagup with specialists(VHF+S-band),,,,
09:45-11:15,,FE-1,,,,,,
09:45-10:20,,FE-2,,Deploy SODF delivered on Shuttle 15A,,,,
10:10-10:20,,FE-1-19,,BISE Software Load,,,,
10:20-11:20,,FE-2,,SODF Cleanup,,,,
10:20-11:00,,FE-1-19,,BISE Hardware Setup,,,,
10:30-11:00,,CDR-19,,IZGIB (BEND)-DAKON. Experiment setup. Tagup (as necessary)with specialists (S-band),,,,
11:00-11:05,,,PAO Hardware Setup,,,,,
11:05-11:25,,,ISS-MCC-M TV. TV Conference with the Army Shop Show(Ku+S-band),,,,,
11:15-11:50,,FE-1-19,,BISE Experiment Operations,,,,
11:15-11:20,,CDR,,BISE Historical Photography,,,,
11:15-11:55,,FE-1,,Microbial sample collection,,,,
11:20-11:50,,"CDR assists,FE-2",,Periodic Health Status,,,,
11:25-11:55,,CDR-19,,Replacement of БРПК-1 [Condensate Separation and PumpingUnit] Separator in СРВ-К2М. Pre-pack the removed separatorfor return on Soyuz 223,,,,
11:55-12:00,,CDR-19,,On MCC Go ISS O2 repress from Progress 366 СрПК (start),,,,
GMT,CREW,,ACTIVITY,,,,,
06:00-06:10,,,Morning Inspection,,,,,
06:10-06:40,,,Post-sleep,,,,,
06:40-07:30,,,BREAKFAST,,,,,
07:30-08:00,"CDR, FE-2",,Prep for Work,,,,,
07:30-07:45,FE-1,,,,,,,
07:45-07:50,FE-1,,Configure video equipment to record TVIS exercise,,,,,
07:50-08:00,,CWC Audit,,,,,,
08:00-08:15,,,Daily Planning Conference (S-band),,,,,
08:15-08:30,,,ISS Crew and ГОГУ (RSA Flight Control Team) Weekly Conference (S-band),,,,,
08:30-09:30,CDR,,Activation of Orlan-MK suit #5DC1 comm config,,,,,
08:30-10:45,"FE-1, FE-2",,TVIS R&R,,,,,
09:30-10:10,CDR,,Ops with Orlan replaceable elements,,,,,
10:10-10:30,,Installation of lights on Orlan-MK #5 suitsNominal comm config,,,,,,
10:30-10:55,,SM and FGB air sampling using АК-1М sampler,,,,,,
10:45-11:05,FE-2,,PAO Hardware Setup,,,,,
10:50-11:05,FE-1,,PCS Laptop activation for MELFI,,,,,
10:55-11:05,CDR,,Terminate 825М3 Battery Pack 1 charging,,,,,
11:05-12:05,,Physical Exercise (ARED),,,,,,
11:05-11:15,"FE-1, FE-2",,Crew Prep for PAO,,,,,
11:15-11:35,,PAO Event (Ku + S-band),,,,,,
11:35-11:40,FE-1,,MELFI: Verify PCS power,,,,,
11:35-11:40,FE-2,,PAO Hardware Deactivation,,,,,
11:40-12:05,,Crew Discretionary Conference (Ku +S-band),,,,,,
11:40-11:50,FE-1,,TVIS Monthly Maintenance,,,,,
12:05-12:45,CDR,,СОЖ MaintenanceTemperature monitoring on Pressure Unit after activation of Elektron,,,,,
12:05-13:05,FE-2,,Physical Exercise (CEVIS),,,,,
12:05-13:05,FE-1,,Physical Exercise (ARED),,,,,
12:45-13:05,CDR,,IMS Update,,,,,
13:05-13:25,,,Crew Conference with Astronaut Office management (S-band),,,,,
13:30-14:30,,,LUNCH,,,,,
14:30-15:00,FE-1,,BCAT-4: Hardware Removal,,,,,
14:30-15:00,CDR,,FLYING SAUCER. Preparation for the experiment. Tagup with specialists (S-band),,,,,
15:00-15:30,"CDR, FE-1",,FLYING SAUCER. Experiment ops,,,,,
15:30-15:40,CDR,,FLYING SAUCER. Closeout Ops,,,,,
15:30-15:45,FE-1,,Food Frequency Questionnaire,,,,,
15:40-16:40,CDR,,"SM ПФ1-4 dust filter cartridge replacement (ФГБ1ПГО_2_226_1 bag 362-28,",,,,,
GMT,,CREW,,ACTIVITY,,,,
06:00-06:10,,.,,Morning Inspection,,,,
06:10-06:40,,.,,Post-sleep,,,,
06:40-07:30,,.,,BREAKFAST,,,,
07:30-07:35,,FE-1,,Glacier freezer status check,,,,
07:35-07:40,,FE-1,,MELFI hardware status check,,,,
07:40-07:45,,FE-1,,MERLIN hardware status and temperature check,,,,
09:00-10:30,,FE-2,,Physical Exercise (ARED),,,,
10:30-11:30,,FE-2,,Physical Exercise (TVIS),,,,
11:10-11:15,,CDR,,ГФИ-1 [Geophysical Studies]. Start SONY DCR-TRV900E Battery Charge,,,,
11:15-11:30,,CDR,,Private Family Conference (Ku+S-band),,,,
11:30-13:00,,CDR,,Physical Exercise (TVIS) day 3,,,,
13:00-14:00,,.,,LUNCH,,,,
14:00-14:40,,CDR,,"СОЖ Maintenance / SM and FGB СВО, СП, and POTOK Air Purification System DataCalldownsInspection of СМ-У connector on МНР-НС separator pump in АСУ (behind panel 139for moisture)",,,,
14:00-14:05,,FE-1,,MELFI hardware status check,,,,
14:25-14:40,,FE-2,,Private Family Conference (Ku+S-band),,,,
15:25-16:25,,FE-1,,Physical Exercise (TVIS),,,,
16:00-16:25,,FE-2,,Crew Discretionary Conference (Ku+S-band),,,,
16:15-17:15,,CDR,,"Physical Exercise (VELO), day 3",,,,
16:25-17:55,,FE-1,,Physical Exercise (ARED),,,,
17:15-18:45,,CDR,,"RELAXATION. Hardware Setup. Tagup with specialists (VHF,S-band)",,,,
17:55-18:05,,FE-2,,Potable Water Dispenser (PWD) - Daily Ambient Flush,,,,
18:05-19:05,,FE-2,,Evening Work Prep,,,,
18:15-18:20,,FE-1,,Glacier freezer status check,,,,
18:20-18:25,,FE-1,,MELFI - hardware status check,,,,
18:25-18:30,,FE-1,,MERLIN hardware status and temperature check,,,,
18:30-19:15,,FE-1,,Evening Work Prep,,,,
18:45-19:15,,CDR,,,,,,
19:05-19:15,,FE-2,,JPM and LAB window shutter closure,,,,
19:15-19:30,,.,,Daily Planning Conference (S-band),,,,
19:30-21:30,,"CDR,FE-2",,"Presleep (dinner, daily food prep, evening toilet)",,,,
19:30-20:25,,FE-1,,,,,,
20:25-20:40,,FE-1,,Private Family Conference (Ku+S-band),,,,
20:40-21:30,,FE-1,,"Presleep (dinner, daily food prep, evening toilet)",,,,
21:30-06:00,,.,,SLEEP,,,,
Task List,,CDR,,URAGAN. Observations and Photography,,,,
,,ECON. Observations and Photography,,,,,,
,,Audit of station photo equipment,,,,,,
,,Cleaning Digital Image Sensor,,,,,,
,,Fan replacement,,,,,,
,,Stow discarded hardware in Progress 366 (with IMS support),,,,,,
