0,1,2,3,4,5,6,7,8,9,10,11,12
,,MSS automatic capture / ROBOTICS GROUP: ROBOTICS: NOMINAL:,,,,,,,,,,
12:55 - 13:10,FE-2,,,,,,,,,,,
,,SSRMS LEE OPERATIONS: 6.423 AUTOMATIC CAPTURE,,,,,,,,,,
13:15 - 14:15,"CDR, FE-2",LUNCH,,,,,,,,,,
13:15 - 14:10,FE-1,LUNCH,,,,,,,,,,
,,Photography using IMAX3D camera / CREW SUPPORT GROUP: ISS,,,,,,,,,,
14:10 - 14:35,FE-1,PHOTO/TV - FLIGHT SPECIFIC: SCENES: P/TV 114 IMAX3D/; SCENES 6-,,,,,,,,,,
,,8;,,,,,,,,,,
GMT,Crew,,Activity / ODF or R/G,,,,,,,,,
06:00–06:10,,Morning inspection,,,,,,,,,,
06:10–06:40,,Post-sleep,,,,,,,,,,
06:40–07:30,,BREAKFAST,,,,,,,,,,
07:30–08:00,,Work prep,,,,,,,,,,
08:00–08:15,,Daily planning conference (morning),,,,,,,,,,
,,"Remove Progress M-44 Kurs-A equipment/ ??? ??? item 3, pg. 3-1 to 3-5.",,,,,,,,,,
08:15–11:15,"FE-2, CDR",,,,,,,,,,,
,,,,,,,,,,,,
08:15–08:55,FE-1,? ? ?  maintenance,,,,,,,,,,
,,Acoustic dosimeter repair / IMG: ISS Medical Operations: Malfunction: EHS:,,,,,,,,,,
08:55–09:55,FE-1,,,,,,,,,,,
,,ACOUSTIC DOSIMETER REPAIR,,,,,,,,,,
09:55–11:25,FE-1,Physical exercise (USOS plan),,,,,,,,,,
11:15–12:15,FE-2,Physical exercise (USOS plan),,,,,,,,,,
,,"Changeout filters in FGB dust collectors ? ? 1 & ? ? 2 / RODF ? ?  ? ??,",,,,,,,,,,
11:15–11:55,CDR,,,,,,,,,,,
,,"item 5.2.1, page 5-8",,,,,,,,,,
,,SSAS ops / IMG: ISS Medical Operations: Nominal :EHS: Solid Sorbent Air,,,,,,,,,,
11:25–11:45,FE-1,,,,,,,,,,,
,,Sampler: SSAS - Operations,,,,,,,,,,
11:45–11:55,FE-1,BONNER BALL CLOCK CK / Daily Status Check Matrix: HRF/BBND,,,,,,,,,,
11:55–12:15,CDR,Switch ? ???  telephone/telegraph system to primary set /r/g 922,,,,,,,,,,
12:15–13:15,,LUNCH,,,,,,,,,,
13:15–13:25,CDR,"Charge camcorder battery / RODF ???  ?? , item 2.2, page 2-2",,,,,,,,,,
13:15–15:15,FE-2,ISS VEST OUTFIT / ? ? ? _2411,,,,,,,,,,
13:25–13:45,CDR,Photo ops / r/g 865,,,,,,,,,,
,,GSC ops / IMG: ISS MEDICAL OPERATIONS: NOMINAL: EHS: GRAB,,,,,,,,,,
13:45–14:00,FE-1,,,,,,,,,,,
,,SAMPLER CONTAINER: GSC - OPERATIONS,,,,,,,,,,
,,"BIOSPHERE: observations and videotaping / RODF ??  item 2.4.2, ?? ?.2-8, 2-",,,,,,,,,,
13:45–14:15,CDR,,,,,,,,,,,
,,9,,,,,,,,,,
,,Installation of HRF PC cable / HRF CSWR-PC Common Software: Nominals:,,,,,,,,,,
14:00–14:05,FE-1,,,,,,,,,,,
,,Setup HRF PC with RS-232 (steps 1 - 5),,,,,,,,,,
,,Activation of HRF PC / OUP CSWR-PC Common Software: Nominals: Setup,,,,,,,,,,
14:05–14:15,FE-1,,,,,,,,,,,
,,HRF PC Using UOP Power,,,,,,,,,,
,,"Changeout cartridges in SM dust filters ? ? 1-4 / RODF ? ? ?? ?? , item 4.5.1,",,,,,,,,,,
14:15–15:15,CDR,,,,,,,,,,,
,,page 4-8,,,,,,,,,,
,,Download Dosmap Dostel data to HRF PC for subsequent downlinking /,,,,,,,,,,
14:15–14:40,FE-1,DOSMAP - DOSIMETRIC MAPPING: Nominals: DOSTEL Data Download /,,,,,,,,,,
,,"(Perform steps 3 - 10, 12 - 15, downloading data from DOSTEL 2)",,,,,,,,,,
14:45–15:45,FE-1,Physical exercise (USOS plan),,,,,,,,,,
15:15–16:45,FE-2,Physical exercise (USOS plan),,,,,,,,,,
15:20–15:45,CDR,"BIOSPHERE: TV downlink (? -? ) / RODF ??? ? ? , item 2.4, pages 2-5, 2-6",,,,,,,,,,
16:15–16:45,CDR,Review plan for the next day,,,,,,,,,,
16:45–17:15,,PAO TV event (? -?  downlink): Tenth anniversary of Rostelecom / r/g 923,,,,,,,,,,
06:00 - 06:10,.,Morning inspection,,,,,,,,,,
06:10 - 06:25,.,? ? -9 Biochemical analysis of urine,,,,,,,,,,
06:25 - 06:55,.,Post-sleep,,,,,,,,,,
06:55 - 07:45,.,Breakfast,,,,,,,,,,
07:45 - 08:15,.,Work prep.,,,,,,,,,,
08:15 - 08:30,.,Daily planning conference (morning),,,,,,,,,,
08:30 - 09:50,FE-1,Physical exercise (IRED),,,,,,,,,,
08:50 - 09:10,CDR,"? ? ? -4 Vzglyad. Conduct photo imagery / r/g 834, 865",,,,,,,,,,
08:50 - 09:50,FE-2,Physical exercise (Cycle ergometer),,,,,,,,,,
09:10 - 09:20,CDR,"Charge Camcorder storage batteries / ??? ? ?  pg.2-2, Item .2.2",,,,,,,,,,
09:20 - 09:35,CDR,? 2 ? ? ?  absorbent cartridge regeneration (beginning),,,,,,,,,,
09:50 - 10:30,.,"TV broadcast, 20th anniversary of STS-1/ OCA _2471",,,,,,,,,,
10:30 - 11:10,FE-2,? ? ?  maintenance/Note,,,,,,,,,,
10:30 - 11:30,CDR,Physical exercise (cycle ergometer),,,,,,,,,,
11:30 - 12:30,CDR,Physical exercise (IRED),,,,,,,,,,
,,Bonner Ball clock check/Inc2-5A1_US P? DF Daily Status Check,,,,,,,,,,
10:55 - 11:15,FE-1,,,,,,,,,,,
,,Matrix: Daily Status Check Matrix:HRF/BBND,,,,,,,,,,
11:10-12:15,FE-2,Place equipment in progress / r/g 936,,,,,,,,,,
11:15 - 12:15,FE-1,Physical exercise (USOS program),,,,,,,,,,
12:15 - 13:15,"FE-1, FE-2",,,,,,,,,,,
,,Lunch,,,,,,,,,,
12:30 - 13:30,CDR,,,,,,,,,,,
13:15 - 13:45,"FE-1, FE-2",Discussion of manipulator operation training,,,,,,,,,,
13:45 - 14:25,.,"TV broadcast: ""Congratulations on Space Exploration [Cosmonautics]",,,,,,,,,,
Time,Crew Activity / Ref. to ODF or radiogram,,,,,,,,,,,
04:50 - 05:00,. Morning inspection,,,,,,,,,,,
05:00 - 05:30,. Post-sleep,,,,,,,,,,,
05:30 - 06:20,. Breakfast,,,,,,,,,,,
06:20 - 06:50,"FE-1, FE-2 Preparation for work",,,,,,,,,,,
,"Monitoring rendezvous / ???? items 2.1.1,  2.1.2, pp. 2-1 to 2-2, item",,,,,,,,,,,
06:20 - 08:05,CDR,,,,,,,,,,,
,"2.1.4, pp. 2-5 to 2-7",,,,,,,,,,,
06:50 - 07:00,"FE-1  Charge Camcorder battery / SM Video and Audio ODF, p. 2-2, item 2.2",,,,,,,,,,,
07:40,"FE-1  Turn on ""VHF1-VHF2"" ??? (relay mode) /  r/g 1058",,,,,,,,,,,
07:45 - 09:15,FE-2  Physical exercise (active rest),,,,,,,,,,,
,On MCC go close FGB docking assembly (???) hooks using Laptop /,,,,,,,,,,,
08:20 - 08:30,CDR,,,,,,,,,,,
,radiogram 1067 step 2,,,,,,,,,,,
,CR-1 Equalize pressure between Soyuz and station (? ? ). Interface leak,,,,,,,,,,,
08:25 - 09:15,,,,,,,,,,,,
,"CR-2  check / On-orbit flight, item 14, pp. 71- 73, item 15, p. 75",,,,,,,,,,,
,"Open transfer hatches, / On-orbit flight, item 16, pp. 77, 78",,,,,,,,,,,
09:15 - 09:45,".  ?? p. 3-11, item 3.6,  TV reporting / Video and Audio ODF, item 2.4, pp.",,,,,,,,,,,
,2-5 to 2-6,,,,,,,,,,,
09:45 - 10:05,CDR  Air sampling using ??-1?  sampler / r/g 1066,,,,,,,,,,,
09:45 - 10:25,"CR-1, CR-2 Soyuz deactivation / On-orbit flight, item 17, p. 79-81",,,,,,,,,,,
09:45 - 10:30,FE-1  Physical exercise (active rest),,,,,,,,,,,
10:30 - 11:30,.  LUNCH,,,,,,,,,,,
,"CDR, CR-1",,,,,,,,,,,
11:30 - 12:10,Cargo transfer from Soyuz using IMS,,,,,,,,,,,
,"CR-2, CR-3",,,,,,,,,,,
11:30 - 12:10,FE-1  Life-support system (? ? ? ) maintenance on MCC go,,,,,,,,,,,
12:10 - 12:20,FE-1  ????-1 inspection,,,,,,,,,,,
,CDR,,,,,,,,,,,
12:10 - 12:30,"Dry spacesuits and gloves / On-orbit flight, item 5,  p. 25",,,,,,,,,,,
,"CR-1, CR-2",,,,,,,,,,,
12:30 - 14:30,".  Soyuz seat liner transfer /On-orbit flight, item 17.1, p. 83-84",,,,,,,,,,,
14:30 - 15:00,.  Safety training,,,,,,,,,,,
15:00 - 15:20,CDR  ?????? . Photo session /  r/g 1052,,,,,,,,,,,
15:00 - 16:30,FE-1  Physical exercise (active rest),,,,,,,,,,,
15:00 - 15:35,CR-2  Plasma Crystal-3. Experimental unit leak check / r/g 1038,,,,,,,,,,,
,"POLIGEN. Transfer and stowage of kits in SM / ?? item 3.1, p. 3-1,",,,,,,,,,,,
15:00 - 15:10,CR-1,,,,,,,,,,,
,op.1,,,,,,,,,,,
15:10 -15:25,"?? -1  POLIGEN. Equipment activation / ?? item 3.1, p. 3-1, op. 2",,,,,,,,,,,
15:20 - 16:20,CDR  Physical exercise (RED),,,,,,,,,,,
15:25 - 15:45,CR-1  Cell engineering experiment / r/g 1055,,,,,,,,,,,
,Transfer of portable survival kit (???) items from Soyuz 205 to Soyuz,,,,,,,,,,,
15:35 - 15:55,CR-2,,,,,,,,,,,
,206 / r/g 1044,,,,,,,,,,,
GMT,Crew,Activity / ODF or R/G,,,,,,,,,,
06:00–06:10,Morning inspection,,,,,,,,,,,
06:10–06:40,Personal hygiene (post-sleep),,,,,,,,,,,
06:40–07:30,BREAKFAST,,,,,,,,,,,
07:30–07:45,"CDR, FE-1",,,,,,,,,,,
,Work prep,,,,,,,,,,,
07:30–08:00,FE-2,,,,,,,,,,,
07:45–08:15,"CDR, FE-1 Test comm for Soyuz re-docking ops / r/g 967",,,,,,,,,,,
08:15–08:55,FE-1 ? ? ?  maintenance / Note,,,,,,,,,,,
08:20–08:30,CDR Inspection of ????-1 separator,,,,,,,,,,,
08:30–08:50,CDR Prep QD screw clamps,,,,,,,,,,,
08:45–09:00,FE-2 Private medical conference,,,,,,,,,,,
08:50–09:50,"CDR Re-docking training / r/g 961 , r/g 958",,,,,,,,,,,
09:00–10:00,FE-1,,,,,,,,,,,
,Physical exercise (USOS plan),,,,,,,,,,,
09:00–10:55,FE-2,,,,,,,,,,,
09:50–10:50,CDR Physical exercise (cycle-2),,,,,,,,,,,
10:00–10:15,FE-1 Private medical conference,,,,,,,,,,,
10:15–11:45,FE-1 Physical exercise (USOS plan),,,,,,,,,,,
10:50–11:05,CDR Private medical conference,,,,,,,,,,,
10:55–11:15,FE-2 PAO TV event,,,,,,,,,,,
11:45–12:45,LUNCH,,,,,,,,,,,
12:45–13:15,"FE-2 Reconfigure LAB loops before Soyuz re-docking / OCA_1553 steps 2, 3",,,,,,,,,,,
12:50–13:10,"CDR, FE-1 Test comm for Soyuz re-docking ops / r/g 967",,,,,,,,,,,
13:15–13:45,FE-1 Disconnect OCA power & data cables before Soyuz re-docking,,,,,,,,,,,
13:15–13:45,FE-2 Close hatches in LAB and NODE1 / ?/? OCA_,,,,,,,,,,,
13:20–13:45,CDR Report prep,,,,,,,,,,,
13:45–14:15,Review plan for the next day,,,,,,,,,,,
14:15–14:30,Daily planning conference (evening),,,,,,,,,,,
14:30–15:00,Daily food ration prep,,,,,,,,,,,
15:00–16:00,Personal hygiene (pre-sleep),,,,,,,,,,,
16:00–00:30,SLEEP,,,,,,,,,,,
Time,Crew,Activity / Ref. to ODF or radiogram,,,,,,,,,,
07:40 - 07:50,.,Morning inspection,,,,,,,,,,
07:50 - 08:20,.,Post-sleep,,,,,,,,,,
08:20 - 09:00,.,Breakfast,,,,,,,,,,
09:00 - 09:15,.,Daily planning conference,,,,,,,,,,
09:15 - 09:45,.,Preparation for work,,,,,,,,,,
,,"BIOSPHERE. Observations and video session / ??, items 2.4.1-2.4.4, pp.",,,,,,,,,,
09:45 - 10:15,CDR,,,,,,,,,,,
,,2-5 to 2-15 + radiogram,,,,,,,,,,
,,MPLM unloading-loading operations / ASSEMBLY OPERATIONS ISS-6A:,,,,,,,,,,
09:45 - 10:45,FE-2,,,,,,,,,,,
,,TRANSFER: XFER LIST: RESUPPLY TRANSFER LIST/ 07,,,,,,,,,,
,,IMAX camera bracket installation / CREW SUPPORT GROUP: ISS,,,,,,,,,,
09:45 - 10:45,FE-1,PHOTO/TV - GENERIC: IMAX3D CAMERA: IMAX3D CAMERA,,,,,,,,,,
,,WINDOW BRACKET,,,,,,,,,,
10:15 - 10:25,CDR,"BIOSPHERE. Charge Camcorder battery / SM ??? ODF, item 2.2, p. 2-2",,,,,,,,,,
,,MPLM unloading-loading operations / ASSEMBLY OPERATIONS ISS-6A:,,,,,,,,,,
10:25 - 14:00,CDR,,,,,,,,,,,
,,TRANSFER: XFER LIST: RESUPPLY TRANSFER LIST/ 07,,,,,,,,,,
,,Maneuver SLP to handoff position / ROBOTICS GROUP: ROBOTICS:,,,,,,,,,,
10:45 - 12:15,"FE-2, FE-1",6A: SSRMS LOADED DYNMIC CHECKOUT: 2.301 SLP MANEUVER TO,,,,,,,,,,
,,HANDOFF POSITION (LOADED CHECKOUT),,,,,,,,,,
,,Bonner Ball clock check /  Daily Status Check Matrix: Daily Status Check,,,,,,,,,,
12:35 - 12:45,FE-1,,,,,,,,,,,
,,Matrix: HRF/BBND,,,,,,,,,,
,,SLP handoff from SSRMS to SRMS / ROBOTICS GROUP: ROBOTICS:,,,,,,,,,,
12:45 - 14:15,"FE-1, FE-2",6A: SSRMS LOADED DYNAMIC CHECKOUT: 2.302 SLP HANDOFF,,,,,,,,,,
,,FROM SSRMS TO SRMS,,,,,,,,,,
14:00 - 15:00,CDR,LUNCH,,,,,,,,,,
,,LEE diagnostics / ROBOTICS GROUP: ROBOTICS: NOMINAL: SSRMS,,,,,,,,,,
14:20 - 14:30,"FE-1, FE-2",,,,,,,,,,,
,,DIAGNOSTICS: 6.403 SSRMS LEE DIAGNOSTICS,,,,,,,,,,
,,LEE checkout / ROBOTICS GROUP: ROBOTICS: NOMINAL: SSRMS,,,,,,,,,,
14:30 - 14:40,"FE-2, FE-1",,,,,,,,,,,
,,LEE OPERATIONS: 6.422 LEE CHECKOUT,,,,,,,,,,
,,LEE calibration / ROBOTICS GROUP: ROBOTICS: NOMINAL: SSRMS,,,,,,,,,,
14:40 - 14:50,"FE-2, FE-1",,,,,,,,,,,
,,LEE OPERATIONS 6.421 LEE CALIBRATION,,,,,,,,,,
14:50 - 15:50,FE-2,LUNCH,,,,,,,,,,
14:50 - 15:20,FE-1,Observe SLP installation in Shuttle PLB,,,,,,,,,,
,,MPLM unloading-loading operations / ASSEMBLY OPERATIONS ISS-6A:,,,,,,,,,,
15:00 - 16:20,CDR,,,,,,,,,,,
,,TRANSFER: XFER LIST: RESUPPLY TRANSFER LIST/ 07,,,,,,,,,,
15:20 - 16:20,FE-1,Physical exercise (CEVIS),,,,,,,,,,
,,Automatic grapple fixture (GF) capture of LEE / RBG: ROBOTICS:,,,,,,,,,,
15:55 - 16:05,FE-2,,,,,,,,,,,
,,NOMINAL: SSRMS LEE OPERATIONS: 6.423 AUTO CAPTURE,,,,,,,,,,
,,LEE calibration / ROBOTICS GROUP: ROBOTICS: NOMINAL: SSRMS,,,,,,,,,,
16:05 - 16:10,FE-2,,,,,,,,,,,
,,LEE OPERATIONS 6.421 LEE CALIBRATION,,,,,,,,,,
,,Activation and checkout of RWS video signal / ROBOTICS GROUP:,,,,,,,,,,
16:10 - 16:20,FE-2,ROBOTICS: NOMINAL: VIDEO AND AVU ACTIVATION & CHECKOUT:,,,,,,,,,,
,,6.617 MSS VIDEO DEROUTING,,,,,,,,,,
16:20 - 17:20,FE-1,LUNCH,,,,,,,,,,
,,Transfer unit for commercial protein crystal growth and [original,,,,,,,,,,
16:20 - 17:20,FE-2,incomplete - Translator] / ASSEMBLY OPERATIONS ISS-6A:,,,,,,,,,,
,,TRANSFER: POWERED: CPCG-H TRANSFER MDDK TO ISS,,,,,,,,,,
16:20 - 17:20,CDR,Transfer thermostatic container STES 009 from Shuttle middeck to ISS,,,,,,,,,,
GMT  04/07/01,,,,,,,,,,,,
DAY/NIGHT,,,,,,,,,,,,
ORBIT,1601,,1602,1603,1604,,,1605,1606,,,
I DAILY ORBIT,9,,10,11,12,,,13,14,,,
S KU,,,,,,,,,,,,
S TDRS S-BD,,,,,,,,,,,,
ECS,,,,,,,,,,,,
M,,,,,,,,,,,,
C,,,,,,,,,,,,
C,,,,,,,,,,,,
,,ALL VHF,ALL VHF,ALL VHF,ALL VHF,,,ALL VHF,ALL VHF,,,
I,,,,ALL VHF,ALL VHF,,,ALL VHF,,,,
S GND,,,,,,,,,,,,
S,,,,,,,,,,,,
+ZLV +XVV TEAISS ATTITUDE,,,,,,,,,,,,
ISS POWER,,,,,,,,,,,,
USACHEV,,POSTSLEEP,,PREP-WORK,СГО-CLN,,EXERCISE IRED,MIDDAY-MEAL,WPC,♣ ⊕,,
I,,,,,,,,,,,,
S VOSS,,POSTSLEEP,,PREP-WORK,СГО-CLN,,EXERCISE,♦ MIDDAY-MEAL,WPC,♣,,
S,,,,,,,,,,,,
HELMS,,POSTSLEEP,,PREP-WORK,СГО-CLN,,,MIDDAY-MEAL,WPC,♣,,
E OCA-MAIL-SYNC,,,,,,,,,,OCA-MAIL-,,
C,,,,,,,,,,,,
S,,,,,,,,,,,,
S,,,,,,,,,,,,
Y,,,,,,,,,,,,
-S 6A-EXP2-TAGUP,,,,,,,,,,6A-EXP2-TA,,
B,,,,,,,,,,,,
D,,,,,,,,,,,,
P BONNER BALL CLCT,,,,,,,,,,BONNER BA,,
L DOSMAP DATA CLCT,,,,,,,,,,DOSMAP DA,,
R,,,,,,,,,,,,
S,,,,,,,,,,,,
,,,,,,,,♦BONNER BALL CLOCK CK,,♣6A-EXP2-TAGUP,,
,,,,,,,,,,⊕СГО-MNT,,
NOTES:,,,,,,,,,,,,
GMT,Crew,Activity / ODF or R/G,,,,,,,,,,
06:00–06:10,Morning inspection,,,,,,,,,,,
06:10–06:40,Personal hygiene (post-sleep),,,,,,,,,,,
06:40–07:30,BREAKFAST,,,,,,,,,,,
07:30–08:00,Work prep,,,,,,,,,,,
08:00–08:15,Daily planning conference (morning),,,,,,,,,,,
08:15–09:00,FE-1 ? ? ?  maintenance,,,,,,,,,,,
08:15–08:40,CDR ???-4 ?????? : photo ops / r/g 865 item 8,,,,,,,,,,,
08:15–10:15,FE-2 Prepare return items for 6?,,,,,,,,,,,
08:40–09:00,CDR Monitoring undocking,,,,,,,,,,,
09:00–12:00,"CDR, FE-1 Re-docking training / r/g 958 , 961",,,,,,,,,,,
10:25–11:55,FE-2 Physical exercise (USOS plan),,,,,,,,,,,
12:00–13:00,LUNCH,,,,,,,,,,,
13:00–14:30,CDR,,,,,,,,,,,
13:00–14:25,FE-1 Prepare return items for 6?,,,,,,,,,,,
13:00–15:05,FE-2,,,,,,,,,,,
14:30–15:30,CDR Test of Soyuz ???  before re-docking / r/g 965,,,,,,,,,,,
,Transfer Dosmap Dostel data to HRF PC for subsequent downlink / DOSMAP -,,,,,,,,,,,
14:25–15:05,FE-1,,,,,,,,,,,
,DOSIMETRIC MAPPING: Nom: DOSTEL Data Down / Perform steps 3 - 15,,,,,,,,,,,
15:05–15:55,"FE-1, FE-2 SSRMS conference",,,,,,,,,,,
15:55–17:00,FE-2 Prepare return items for 6?,,,,,,,,,,,
16:00–17:00,CDR Physical exercise (IRED),,,,,,,,,,,
16:15–17:15,FE-1 Physical exercise (USOS plan),,,,,,,,,,,
,Bonner Ball - maintenance / BBND - Bonner Ball Neutron Detector Expr: Nom:,,,,,,,,,,,
17:00–17:30,FE-2,,,,,,,,,,,
,Bon /,,,,,,,,,,,
17:00–18:00,CDR Physical exercise (cycle),,,,,,,,,,,
17:15–18:45,FE-1 Physical exercise (USOS plan),,,,,,,,,,,
17:45–18:45,FE-2 Physical exercise (USOS plan),,,,,,,,,,,
18:00–18:30,CDR Report prep,,,,,,,,,,,
18:45–19:15,"FE-1, FE-2 Review plan for the next day",,,,,,,,,,,
19:15–19:30,Daily planning conference (evening),,,,,,,,,,,
19:30–20:00,DINNER,,,,,,,,,,,
20:00–20:30,Daily food ration prep,,,,,,,,,,,
20:30–21:30,Personal hygiene (pre-sleep),,,,,,,,,,,
20:37–20:47,FE-1 Conference with school students (HAM Radio Comm Pass),,,,,,,,,,,
21:30–06:00,SLEEP,,,,,,,,,,,
GMT,Crew,Activity / ODF or R/G,,,,,,,,,,
06:00–06:10,,Morning inspection,,,,,,,,,,
06:10–06:40,,Personal hygiene (post-sleep),,,,,,,,,,
06:40–07:30,,BREAKFAST,,,,,,,,,,
07:30–07:45,CDR,"Finish regeneration of ? 2 absorption cartridge in ?? ?  / RODF ? ? ??  ? ? , item 7.3,pages 7-4--7-5, steps 2, 4",,,,,,,,,,
08:30–10:30,,"Weekly station cleanup / MO Vol. 1, item 2.2.1, page 2-2",,,,,,,,,,
10:30–11:30,FE-1,Physical exercise (USOS plan),,,,,,,,,,
10:30–12:00,FE-2,Physical exercise (USOS plan),,,,,,,,,,
10:30–10:40,CDR,Inspection of ????-1 separator,,,,,,,,,,
10:40–11:20,CDR,? ? ?  maintenance / Note 3,,,,,,,,,,
12:00–13:00,,LUNCH,,,,,,,,,,
13:00–13:10,FE-1,Bonner Ball clock check / Daily Status Check Matrix: Daily Status Check Matrix:HRF/BBND,,,,,,,,,,
13:10–13:30,,ISS-2/STS-100 (6A) crew conference via S-band,,,,,,,,,,
13:44–14:14,,WEEKLY PLANNING CONFERENCE,,,,,,,,,,
14:30–15:30,FE-2,Physical exercise (USOS plan),,,,,,,,,,
14:30–16:00,FE-1,Physical exercise (USOS plan),,,,,,,,,,
16:15–17:15,CDR,Physical exercise (cycle-2),,,,,,,,,,
17:15–18:15,CDR,Physical exercise (IRED-2),,,,,,,,,,
19:30–20:00,,DINNER,,,,,,,,,,
20:00–20:30,,Daily food ration prep,,,,,,,,,,
20:30–21:30,,Personal hygiene (pre-sleep),,,,,,,,,,
21:30–06:00,,SLEEP,,,,,,,,,,
Time,Crew,Activity / ODF or radiogram,,,,,,,,,,
,,"? ? -7 Calf volume measurement / Med Ops, book 2, item 3.7, p. 3-",,,,,,,,,,
06:40 - 06:50,FE-1,,,,,,,,,,,
,,37,,,,,,,,,,
07:00 - 07:10,.,Morning inspection,,,,,,,,,,
07:10 - 07:25,FE-1,Post-sleep,,,,,,,,,,
07:10 - 07:40,"FE-2, CDR",Post-sleep,,,,,,,,,,
,,"? ? -8. Preparatory operations/ Med Ops, book 2, item 3.8.1, pp. 3-",,,,,,,,,,
07:25 - 07:40,FE-1,,,,,,,,,,,
,,42 to 3-44,,,,,,,,,,
07:40 - 07:50,FE-2,"Calf volume measurement / Med Ops book 2, item 3.7, p. 3-37",,,,,,,,,,
,,"? ? -8  Body mass measurement/ Med Ops, book 2, item 3.8.2, pp.",,,,,,,,,,
07:40 - 07:55,CDR,,,,,,,,,,,
,,3-45 to 3-47,,,,,,,,,,
,,"? ? -7 Calf volume measurement / Med Ops, book 2, item 3.7, p. 3-",,,,,,,,,,
07:50 - 08:00,FE-1,,,,,,,,,,,
,,37,,,,,,,,,,
,,"? ? -8 Body mass measurement / Med Ops, book 2, item 3.8.2, pp.",,,,,,,,,,
07:55 - 08:10,FE-2,,,,,,,,,,,
,,3-45 to 3-47,,,,,,,,,,
,,"? ? -7 Calf volume measurement / Med Ops, book 2, item 3.7, p. 3-",,,,,,,,,,
08:00 - 08:10,CDR,,,,,,,,,,,
,,37,,,,,,,,,,
,,"? ? -8 Body mass measurement / Med Ops, book 2, item 3.8.2, pp.",,,,,,,,,,
08:10 - 08:25,FE-1,,,,,,,,,,,
,,3-45 to 3-47,,,,,,,,,,
08:25 - 08:30,FE-1,"? ? -8. Concluding operations/ Med Ops, book 2, item 3.8.3, p. 3-48",,,,,,,,,,
08:30 - 09:20,.,Breakfast,,,,,,,,,,
09:20 - 09:50,"FE-2, FE-1",Preparation for work,,,,,,,,,,
09:20 - 09:35,CDR,? ? ? ? ? ?  (URAGAN). Observations / r/g 984,,,,,,,,,,
09:35 - 09:50,CDR,Preparation for work,,,,,,,,,,
09:50 - 10:20,FE-2,PMA2 atmosphere recovery/ Msg OCA_1883,,,,,,,,,,
09:50 - 10:10,CDR,? ? ? -4 ? ??? ? ? . Photography session / r/g 865,,,,,,,,,,
10:10 - 11:40,FE-1,Physical exercise - per USOS program,,,,,,,,,,
10:10 - 10:50,CDR,Life support system (? ? ? ) maintenance/ see note,,,,,,,,,,
10:20 - 10:30,FE-2,Open PMA2 hatch / Msg OCA_,,,,,,,,,,
10:30 - 10:40,FE-2,Close STBD cap and intermodule ventilation to PMA2,,,,,,,,,,
10:40 - 11:40,FE-2,"Transfer thermal cover for PMA2/ Msg OCA_1883, steps 9 to 19",,,,,,,,,,
10:55 - 11:10,CDR,? ? ? ? ? ?  (URAGAN). Observations / r/g 984,,,,,,,,,,
11:30 - 11:40,CDR,Inspection of ? ? ? ? -1 separator,,,,,,,,,,
11:40 - 12:40,FE-2,Physical exercise - per USOS program,,,,,,,,,,
,,"Removal of Soyuz Kurs equipment / ODF Reference Materials, pp.",,,,,,,,,,
11:40 - 14:40,"CDR, FE-1",,,,,,,,,,,
,,"139 to 140, item 19",,,,,,,,,,
12:40 - 12:55,FE-2,Data transfer from CEVIS to MEC / Msg OCA_2510,,,,,,,,,,
13:10 - 14:40,FE-2,Physical exercise - per USOS program,,,,,,,,,,
14:40 - 15:40,.,LUNCH,,,,,,,,,,
15:40 - 16:40,.,Prepare equipment for transfer to Shuttle on FD03 /  Msg OCA_,,,,,,,,,,
Time,Crew,Activity / Ref. to ODF or radiogram,,,,,,,,,,
07:30-07:40,,Morning inspection,,,,,,,,,,
07:40-08:10,,Post-sleep,,,,,,,,,,
08:10-08:40,,Breakfast,,,,,,,,,,
08:40-08:55,,Daily planning conference,,,,,,,,,,
08:55-09:25,"CDR, FE-1",Preparation for work,,,,,,,,,,
08:55-09:10,FE-2,Preparation for work,,,,,,,,,,
09:10-10:10,FE-2,"Physical exercise (CEVIS), per USOS program",,,,,,,,,,
09:25-10:25,"FE-1, CDR",MPLM closeout operations / MULTI-PURPOSE LOGISTICS MODULE ISS-6A:MPLM: NOMINAL: NODE1 TO MPLM VESTIBULE DEOUTFITTING /;  STEPS29-35,,,,,,,,,,
10:10-10:25,FE-2,Prepare SSRMS for operations / ROBOTICS GROUP: ROBOTICS: NOMINAL:SSRMS GENERIC MANEUVERS: 6.414 SSRMS UNSTOW FROM LAB FRGFWITH MPLM INSTALLED,,,,,,,,,,
10:25-10:45,CDR,MPLM egress / MULTI-PURPOSE LOGISTICS MODULE ISS-6A: MPLM:NOMINAL: MPLM EGRESS,,,,,,,,,,
10:25-13:25,"FE-1, FE-2",SSRMS maneuver to perform unloaded dynamic test / ROBOTICS GROUP:ROBOTICS: 6A: SSRMS LOADED DYNAMIC CHECKOUT:  2.401 SSRMSMANEUVER TO UNLOADED TEST STARTING JOINT CONF,,,,,,,,,,
10:45-11:10,CDR,MPLM deactivation / MULTI-PURPOSE LOGISTICS MODULE ISS-6A: MPLM:NOMINAL: MULTI-PURPOSE LOGISITCS MODULE DEACTIVATION,,,,,,,,,,
