0,1,2,3,4,5,6,7,8,9,10,13,14
"CDR, FE-1",Equipment prepack for return on the Shuttle,,,,,,,,,,,
GMT,,CREW,,ACTIVITY,,,,,,,,
06:00-06:10,,CDR,,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,,,,,,,
06:00-06:10,,"FE-1,FE-4,FE-5,FE-6",,Morning Inspection,,,,,,,,
06:00-06:10,,FE-3,,SOLO SLAMMD Prep,,,,,,,,
06:10-06:40,,"CDR,FE-1,FE-4,FE-5,FE-6",,Post-sleep,,,,,,,,
06:10-06:20,,FE-3,,SOLO Body Mass Measurement,,,,,,,,
06:20-06:30,,FE-3,,SOLO - SLAMMD Equipment Stowage,,,,,,,,
06:30-07:05,,FE-3,,Post-sleep,,,,,,,,
06:40-07:30,,"CDR,FE-1,FE-4,FE-5,FE-6",,BREAKFAST,,,,,,,,
07:05-08:00,,FE-3,,BREAKFAST,,,,,,,,
07:30-07:35,,FE-6,,WHC Pump/Separator Inspection,,,,,,,,
09:00-10:30,,FE-1,,Physical Exercise (ARED),,,,,,,,
09:05-09:20,,FE-5,,Private Family Conference,,,,,,,,
09:30-10:30,,FE-6,,Physical Exercise (CEVIS),,,,,,,,
10:30-11:30,,FE-3,,Physical Exercise (CEVIS),,,,,,,,
10:30-11:30,,FE-4,,Physical Exercise (ARED),,,,,,,,
11:30-13:00,,CDR,,"Physical Exercise (TVIS), Day 3",,,,,,,,
11:30-13:00,,FE-3,,Physical Exercise (ARED),,,,,,,,
12:45-12:50,,FE-5,,ISSAC Lab Window Shutter Open,,,,,,,,
13:00-14:00,,.,,LUNCH,,,,,,,,
14:00-14:05,,FE-6,,WHC Pump/Separator Inspection,,,,,,,,
14:00-14:15,,FE-1,,Private Family Conference (S+Ku-band),,,,,,,,
14:00-14:40,,CDR,,"СОЖ Maintenance. SM and FGB Flush Counter (СП), Water SupplySystem (СВО), and POTOK Air Purification System Data Calldowns",,,,,,,,
14:00-14:10,,FE-3,,SOLO - Retrieval of РСВА Pouch from MELFI,,,,,,,,
14:30-14:45,,FE-3,,Private Family Conference,,,,,,,,
14:40-15:30,,FE-4,,RADIOSKAF. Hardware Deactivation and Closeout. Tagup withspecialists,,,,,,,,
15:35-17:05,,FE-4,,"Physical Exercise (TVIS), Day 4",,,,,,,,
15:35-17:05,,FE-5,,Physical Exercise (ARED),,,,,,,,
16:40-17:40,,FE-1,,"Physical Exercise (TVIS), Day 3",,,,,,,,
17:05-18:05,,FE-5,,Physical Exercise (CEVIS),,,,,,,,
17:05-18:35,,FE-6,,Physical Exercise (ARED),,,,,,,,
17:35-18:35,,CDR,,"Physical Exercise (VELO), Day 3",,,,,,,,
18:05-18:15,,FE-5,,Transfer HRM data from the MEC to SSC for downlink,,,,,,,,
18:30-18:35,,FE-5,,ISSAC Lab Window Shutter Close,,,,,,,,
18:30-18:35,,FE-3,,SOLO Daily Diet Monitoring,,,,,,,,
18:35-19:05,,"CDR,FE-1,FE-4,FE-3,FE-6",,Evening Work Prep,,,,,,,,
18:35-18:40,,FE-6,,WHC Pump/Separator Inspection,,,,,,,,
18:40-19:05,FE-6,Evening Work Prep,,,,,,,,,,
19:05-19:30,.,Daily Planning Conference (S-band),,,,,,,,,,
19:30-21:30,.,Pre-sleep,,,,,,,,,,
21:30-06:00,.,SLEEP,,,,,,,,,,
,,Preparation of reports for Roskosmos site,,,,,,,,,,
,,URAGAN. Observations and Photography,,,,,,,,,,
,"CDR,FE-1,FE-4",,,,,,,,,,,
Task List,,SEINER Ocean Study,,,,,,,,,,
,,ECON. Observations and Photography,,,,,,,,,,
,CDR,СКК Cassette Photography,,,,,,,,,,
GMT,,CREW,,ACTIVITY,,,,,,,,
06:00-06:05,,FE-6,,Reaction Self-test,,,,,,,,
06:00-06:05,,FE-3,,Reaction Self-test,,,,,,,,
06:00-06:05,,FE-5,,Reaction Self-test,,,,,,,,
06:05-06:10,,"FE-3, FE-5, FE-6",,Morning Inspection,,,,,,,,
06:10-06:40,,"FE-3, FE-5, FE-6",,Post-sleep,,,,,,,,
06:40-07:30,,"FE-3, FE-5, FE-6",,BREAKFAST,,,,,,,,
07:30-07:50,,FE-5,,Work Prep,,,,,,,,
07:30-07:40,,"CDR, FE-4",,Morning Inspection,,,,,,,,
07:30-07:40,,FE-1,,Morning Inspection SM ПСС [Caution & Warning Panel] Test,,,,,,,,
07:30-07:40,,FE-3,,Work Prep,,,,,,,,
07:30-07:45,,FE-6,,Work Prep,,,,,,,,
07:40-07:50,,"CDR, FE-1, FE-4",,Post-sleep,,,,,,,,
07:40-07:50,,FE-3,,FIR Alignment Guide Removal,,,,,,,,
07:45-07:50,,FE-6,,EKAM WORF Battery Swap,,,,,,,,
07:50-08:15,,,,Daily Planning Conference (S-band),,,,,,,,
08:15-08:25,,FE-3,,Work Prep,,,,,,,,
08:15-08:35,,"CDR, FE-1, FE-4",,Post-sleep,,,,,,,,
08:15-08:20,,FE-6,,ISSAC Window Shutter Open,,,,,,,,
08:20-08:30,,FE-6,,Food Frequency Questionnaire,,,,,,,,
08:20-09:50,,FE-5,,Periodic Fitness Evaluation - Nom Ops (subject),,,,,,,,
08:25-08:35,,FE-3,,Food Frequency Questionnaire,,,,,,,,
08:30-10:00,,FE-6,,Physical Exercise (ARED),,,,,,,,
08:35-09:25,,"CDR, FE-1, FE-4",,BREAKFAST,,,,,,,,
08:40-08:55,,FE-3,,Activity Review,,,,,,,,
08:55-09:25,,FE-3,,Periodic Fitness Evaluation - Nom Ops (assistance),,,,,,,,
09:25-09:45,,FE-1,,Work Prep,,,,,,,,
09:25-09:40,,FE-3,,Assemble and label MRF,,,,,,,,
09:30-09:45,,FE-4,,RADIOSKAF.  Terminate charging 825М3 pack,,,,,,,,
09:40-09:55,,FE-3,,Transfer water from CWC – start,,,,,,,,
09:45-10:25,,"FE-1, FE-4",,RADIOSKAF. Prepare Radioskaf-V Microsatellite,,,,,,,,
09:50-09:55,,FE-5,,Transfer BP/ECG files from MEC to SSC for downlink.,,,,,,,,
09:55-10:55,,FE-3,,Physical Exercise (T2),,,,,,,,
10:00-10:20,,FE-6,,EarthKAM Lens Change,,,,,,,,
10:20-11:00,,CDR,,СОЖ Maintenance,,,,,,,,
10:20-12:10,,FE-6,,PMM  Cleanup,,,,,,,,
10:20-10:35,,FE-5,,Crew conference with Astronaut Office Manager,,,,,,,,
10:25-11:10,,"FE-1, FE-4",,Preparation and Installation of Orlan-MK Add-On Hardware. Photograph Orlan gear,,,,,,,,
10:35-10:50,,FE-5,,Private Psychological Conference,,,,,,,,
10:50-12:05,,FE-5,,PMM  Cleanup,,,,,,,,
10:55-12:25,,FE-3,,Physical Exercise (ARED),,,,,,,,
11:00-11:15,,CDR,,IMS Conference,,,,,,,,
11:10-12:40,,FE-4,,"Physical Exercise (TVIS), Day 1",,,,,,,,
11:10-11:25,,FE-1,,Medical kit configuration for EVA / r/g 6863,,,,,,,,
11:15-11:30,,CDR,,Remove two external handles from Progress 410 hatch door,,,,,,,,
11:30-12:30,,"CDR, FE-1",,Progress 410 Docking Mechanism Instalation,,,,,,,,
12:05-12:15,,FE-5,,PAO Hardware Setup,,,,,,,,
12:15-12:25,,FE-5,,Crew Prep for PAO,,,,,,,,
12:25-12:45,,FE-5,,PAO Event,,,,,,,,
12:25-12:40,,FE-3,,Terminate transfer and tear down equipment,,,,,,,,
12:25-12:55,,FE-6,,"Audit LAB1D1 rack for any items, including cables, that impact rack rotation",,,,,,,,
12:30-13:55,,FE-1,,"Physical Exercise (TVIS), Day 4",,,,,,,,
12:40-12:50,,FE-3,,FIR Photo/Video Setup,,,,,,,,
12:40-13:10,,CDR,,SEINER Ocean Observations,,,,,,,,
12:45-12:55,,FE-5,,PAO Hardware Deactivation,,,,,,,,
12:50-13:00,,FE-3,,FIR Test Monitoring,,,,,,,,
12:55-13:55,,FE-6,,LUNCH,,,,,,,,
13:00-14:00,,"FE-3, FE-5",,LUNCH,,,,,,,,
13:10-14:00,,CDR,,"Physical Exercise (VELO), Day 4",,,,,,,,
13:55-14:00,,FE-6,,EKAM WORF Battery Swap,,,,,,,,
14:00-14:30,,,,E28/E29 Crew Conference,,,,,,,,
14:30-16:30,,"FE-5, FE-6",,ARED Flywheel Torque Adjustment,,,,,,,,
14:30-14:35,,FE-3,,Video Camera Assembly 1 (VCA1) Adjustment,,,,,,,,
14:30-15:30,,FE-4,,LUNCH,,,,,,,,
14:30-14:35,,CDR,,On MCC Go ISS O2 Repress from Progress 411 СрПК (start),,,,,,,,
14:35-15:35,,"CDR, FE-1",,LUNCH,,,,,,,,
14:35-15:15,,FE-3,,HDVCA Installation,,,,,,,,
15:15-15:30,,FE-3,,HDVCA Setup for Analogue Mode,,,,,,,,
15:30-15:45,,FE-3,,HDVCA Activation,,,,,,,,
15:35-15:55,,"FE-1, FE-4",,Set up of NASA Gear to be used with Orlan-MK,,,,,,,,
15:35-15:40,,CDR,,ISS O2 Repress From Progress 411 СрПК (terminate),,,,,,,,
15:40-16:40,,CDR,,Connect KURS-P antenna feeder unit of MRM2 to К2 - ВКА-СМ container,,,,,,,,
15:45-15:55,,FE-3,,HDVCA Setup and Deactivation,,,,,,,,
15:55-17:25,,"FE-1, FE-4",,Installation of USOS EMU lights and video camera on Orlan suits #4 and #6,,,,,,,,
15:55-16:10,,FE-3,,IMS and Stowage Conference,,,,,,,,
16:15-16:35,,FE-3,,Crew Discretionary Conference,,,,,,,,
16:30-18:00,,FE-5,,Physical Exercise (ARED),,,,,,,,
16:35-16:45,,FE-3,,CWC Audit,,,,,,,,
16:40-16:50,,FE-6,,WHC Conference,,,,,,,,
16:40-17:10,,CDR,,Counter Measure System (CMS) Harmful Contaminant Measurements in SM,,,,,,,,
16:45-17:20,,FE-3,,Start EMU Battery Charge,,,,,,,,
17:10-17:25,,CDR,,Removing two handles from Progress 411 hatch door front side,,,,,,,,
17:20-18:20,,FE-6,,Physical Exercise (T2),,,,,,,,
17:20-17:25,,FE-3,,Daily Diet Monitoring,,,,,,,,
17:25-18:25,,"CDR,FE-4",,Progress 411 Docking Mechanism Instalation,,,,,,,,
17:25-17:35,,FE-3,,FIR Alignment Guide Installation,,,,,,,,
17:35-18:05,,FE-3,,Monitor installation of US lights and TV cameras on Orlan-MK,,,,,,,,
18:05-18:15,,FE-3,,Installation of Fluids Integrated Rack (FIR) Microgravity Rack Barrier (MRB),,,,,,,,
18:05-18:45,,FE-1,,Evening Work Prep,,,,,,,,
18:10-18:45,,FE-5,,Evening Work Prep,,,,,,,,
18:15-18:20,,FE-3,,EKAM WORF Battery Swap,,,,,,,,
18:20-18:45,,"FE-3, FE-6",,Evening Work Prep,,,,,,,,
18:25-18:45,,FE-4,,Evening Work Prep,,,,,,,,
18:25-18:45,,CDR,,IMS Update,,,,,,,,
18:45-19:10,,.,,Daily Planning Conference (S-band),,,,,,,,
19:10-20:10,,CDR,,Physical Exercise (ARED),,,,,,,,
19:10-19:25,,"FE-3, FE-5, FE-6",,Evening Work Prep,,,,,,,,
19:10-19:20,,"FE-1, FE-4",,Evening Work Prep,,,,,,,,
19:20-19:55,,"FE-1, FE-4",,Pre-sleep,,,,,,,,
19:25-21:25,,FE-5,,Pre-sleep,,,,,,,,
19:25-19:30,,FE-3,,MPC Power Up,,,,,,,,
19:25-21:20,,FE-6,,Pre-sleep,,,,,,,,
19:30-21:20,,FE-3,,Pre-sleep,,,,,,,,
19:55-20:45,,"FE-1, FE-4(assists)",,A study of cardiovascular system response to graded cycle ergometer exerciseТо=20.13 Tagup (VHF),,,,,,,,
20:10-21:00,,CDR,,Evening Work Prep,,,,,,,,
20:45-21:30,,"FE-1, FE-4",,Pre-sleep,,,,,,,,
21:00-23:00,,CDR,,Pre-sleep,,,,,,,,
21:20-21:25,,FE-6,,ISSAC - LAB window shutter closure,,,,,,,,
21:20-21:25,,FE-3,,Reaction Self-test,,,,,,,,
21:25-21:30,,FE-3,,MPC Power Down,,,,,,,,
21:25-21:30,,FE-5,,Reaction Self-test,,,,,,,,
21:25-21:30,,FE-6,,Reaction Self-test,,,,,,,,
21:30-06:00,,"FE-3, FE-5, FE-6",,SLEEP,,,,,,,,
21:30-22:20,,"FE-4, FE-1(assists)",,A study of cardiovascular system response to graded cycle ergometer exercise (21:48).Tagup with specialists (VHF),,,,,,,,
22:20-23:00,,"FE-1, FE-4",,Pre-sleep,,,,,,,,
23:00-07:30,,"CDR, FE-1, FE-4",,SLEEP,,,,,,,,
Task List,,"CDR, FE-1, FE-4",,Preparation of reports for Roskosmos site,,,,,,,,
GMT,,CREW,,ACTIVITY,,,,,,,,
06:00-06:10,,,,Morning Inspection,,,,,,,,
06:10-06:40,,,,Post-sleep,,,,,,,,
06:40-07:30,,,,Breakfast,,,,,,,,
07:30-10:00,,CDR,,Weekly HousekeepingPreventive Maintenance of Ventilation System in SM Group ЕCleaning FGB ЦВ2 Fan,,,,,,,,
07:30-10:30,,"FE-1, FE-4",,,,,,,,,,
07:30-07:35,,FE-3,,Photo Documentation Before Housekeeping,,,,,,,,
07:30-10:30,,"FE-5, FE-6",,Weekly Housekeeping,,,,,,,,
07:35-10:25,,FE-3,,,,,,,,,,
10:00-11:30,,CDR,,Physical Exercise ARED,,,,,,,,
10:25-10:30,,FE-3,,Photo Documentation Before Housekeeping,,,,,,,,
10:30-11:30,,FE-3,,Physical Exercise CEVIS,,,,,,,,
10:30-11:30,,FE-1,,Physical Exercise VELO-2,,,,,,,,
10:30-11:30,,FE-6,,Physical Exercise T2,,,,,,,,
11:30-13:00,,FE-3,,Physical Exercise ARED,,,,,,,,
11:30-13:00,,FE-4,,Physical Exercise T2-3,,,,,,,,
12:00-12:30,,CDR,,Weekly HousekeepingCleaning Potok Air Scrubbing [УОВ] pre-filter in SM and FGB,,,,,,,,
13:00-13:30,,,,Weekly Planning Conference (S-band),,,,,,,,
13:30-14:30,,,,Lunch,,,,,,,,
14:30-15:10,,CDR,,СОЖ Maintenance,,,,,,,,
14:30-15:00,,FE-3,,MCA Power On,,,,,,,,
14:30-15:30,,FE-6,,Waste and Hygiene Compartment (WHC) KTO Build in NODE3,,,,,,,,
15:00-15:10,,FE-3,,Food Questionnaire,,,,,,,,
15:10-15:25,,CDR,,"Private Family Conference (Ku +S-band in S/G2, S/G1 - backup)",,,,,,,,
16:00-17:30,,FE-1,,Physical Exercise T2-2,,,,,,,,
16:30-17:30,,FE-4,,Physical Exercise VELO-3,,,,,,,,
16:30-18:00,,FE-5,,Physical Exercise ARED,,,,,,,,
17:00-18:00,,CDR,,Physical Exercise T2-2,,,,,,,,
18:00-19:00,,FE-5,,Physical Exercise T2-2,,,,,,,,
18:00-19:30,,FE-6,,Physical Exercise ARED,,,,,,,,
19:20-19:30,,FE-5,,USOS Window Shutter Close,,,,,,,,
19:30-21:30,,,,Pre-sleep,,,,,,,,
21:30-06:00,,,,SLEEP,,,,,,,,
Task List,,CDR,,Matryoshka - R. Install СЛГ in Protective Shutter,,,,,,,,
,,,,,,,,,,,,
,,Video Footage for Carousel TV Channel,,,,,,,,,,
,,ECON. Observation and Photography,,,,,,,,,,
,,URAGAN. Observation and Photography,,,,,,,,,,
GMT,,CREW,,ACTIVITY,,,,,,,,
06:55-07:10,,CDR,,Morning Inspection. SM ПСС [Caution & Warning Panel] Tests,,,,,,,,
06:55-07:10,,FE-1,,Morning Inspection. Inspection of СМ-У connector on МНР-НСseparator pump behind АСУ panel 139.,,,,,,,,
06:55-07:10,,FE-4,,Morning Inspection,,,,,,,,
07:10-07:20,,"CDR,FE-1,FE-4",,Calf Volume Measurement,,,,,,,,
07:20-07:30,,FE-1,,МО-8. Setup,,,,,,,,
07:20-07:30,,CDR,,Post-sleep,,,,,,,,
07:30-07:35,,CDR,,Body Mass Measurement,,,,,,,,
07:30-07:55,,FE-1,,Post-sleep,,,,,,,,
,,,,,,,,,,,,
07:35-08:25,,CDR,,BREAKFAST,,,,,,,,
07:40-07:45,,FE-4,,Body Mass Measurement,,,,,,,,
07:45-08:35,,FE-4,,BREAKFAST,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
07:55-08:00,,FE-1,,Body Mass Measurement,,,,,,,,
08:00-08:10,,FE-1,,MO-8. Cleanup,,,,,,,,
08:10-08:35,,FE-1,,BREAKFAST,,,,,,,,
08:25-08:35,,CDR,,Post-sleep,,,,,,,,
08:35-08:50,,.,,Daily Planning Conference (S-band),,,,,,,,
08:50-09:10,,"CDR,FE-1,FE-4",,Work Prep,,,,,,,,
09:10-10:40,,FE-1,,В3 Fan Screen Cleaning in DC1,,,,,,,,
09:10-09:30,,"CDR,FE-4",,Installation of Automatic Virus Definition File Update Application onRSS2 / r/g 6726,,,,,,,,
09:30-10:10,,"CDR,FE-4",,Auxiliary Laptop Computer System Virus Definition File Update.Installation of software on RSS2 Laptop,,,,,,,,
10:10-12:10,,CDR,,Condensate Pumping Unit (БПК) and БПК Control Panel (ПУБПК)R&R / r/g 6733,,,,,,,,
10:10-11:25,,FE-4,,Study of veins in lower extremities,,,,,,,,
,,,,,,,,,,,,
10:40-11:50,,FE-1,,Progress 411 transfers and IMS updates,,,,,,,,
11:25-13:15,,FE-4,,TYPOLOGY Experiment. Tagup with specialists (S-band),,,,,,,,
11:55-12:10,,FE-1,,TYPOLOGY Experiment Assistance,,,,,,,,
12:10-13:15,,FE-1,,Progress 411 transfers and IMS updates,,,,,,,,
12:10-12:15,,CDR,,IZGIB -DAKON. Payload Status Check,,,,,,,,
12:15-13:15,,CDR,,Physical Exercise (T2) Day 3,,,,,,,,
13:20-14:20,,"CDR,FE-1,FE-3,FE-4,FE-6",,LUNCH,,,,,,,,
14:20-15:00,,FE-4,,СОЖ Maintenance,,,,,,,,
14:20-15:25,FE-1,Progress 411 Unloading and IMS Updates,,,,,,,,,,
,,Monitoring Secondary Purification Unit Temperature after Elektron,,,,,,,,,,
14:20-14:30,CDR,,,,,,,,,,,
,,Activation,,,,,,,,,,
,,"IZGIB-DAKON data transfer to a USB drive, archive clearing & data",,,,,,,,,,
14:30-15:05,CDR,,,,,,,,,,,
,,downlink. Deactivation. Tagup with specialists (S-band),,,,,,,,,,
,,BAR. Taking АУ-1 Measurements in MRM1. Data Downlink. Tagup,,,,,,,,,,
15:00-16:00,FE-4,,,,,,,,,,,
,,with specialists (S-band),,,,,,,,,,
15:35-17:35,CDR,Personal Hygiene Item (СЛГ) Audit / r/g 6724,,,,,,,,,,
15:40-15:55,FE-1,Private Medical Conference (S-band),,,,,,,,,,
16:00-16:15,FE-4,Verify ИП-1 sensor positions,,,,,,,,,,
16:05-17:35,FE-1,Physical Exercise (T2) Day 3,,,,,,,,,,
17:05-17:20,FE-4,Private Medical Conference (S-band),,,,,,,,,,
17:25-18:55,FE-4,Physical Exercise (T2) Day 4,,,,,,,,,,
17:35-19:05,CDR,"Physical Exercise (VELO), Day 3",,,,,,,,,,
17:35-17:55,FE-1,IMS Update,,,,,,,,,,
17:55-18:10,FE-1,MPLM air sampling after ingress using АК-1М sampler,,,,,,,,,,
18:35-19:35,FE-1,"Physical Exercise (VELO), Day 3",,,,,,,,,,
18:55-19:55,FE-4,Physical Exercise (ARED),,,,,,,,,,
19:05-19:20,CDR,Private Medical Conference (S-band),,,,,,,,,,
19:40-20:10,"CDR,FE-1",,,,,,,,,,,
,,Evening Work Prep,,,,,,,,,,
19:55-20:10,FE-4,,,,,,,,,,,
,"CDR,FE-",,,,,,,,,,,
20:10-20:20,"1,FE-4,",Pre-sleep,,,,,,,,,,
,"FE-5,FE-6",,,,,,,,,,,
20:20-20:35,.,Daily Planning Conference (S-band),,,,,,,,,,
,"CDR,FE-1,",,,,,,,,,,,
20:35-22:25,,Pre-sleep,,,,,,,,,,
,FE-4,,,,,,,,,,,
22:25-06:55,.,SLEEP,,,,,,,,,,
,"CDR,FE-1,",,,,,,,,,,,
,,Preparation of reports for Roskosmos,,,,,,,,,,
Task List,FE-4,,,,,,,,,,,
,"CDR,FE-1",Equipment prepack for return on the Shuttle,,,,,,,,,,
GMT,,CREW,,ACTIVITY,,,,,,,,
06:00-06:10,,CDR,,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,,,,,,,
06:00-06:10,,,,Morning Inspection,,,,,,,,
06:10-06:40,,,,Post-sleep,,,,,,,,
06:40-07:30,,,,BREAKFAST,,,,,,,,
07:30-07:50,,FE-6,,Work Prep,,,,,,,,
07:30-07:55,,"CDR, FE-1,FE-4, FE-3,FE-5",,Work Prep,,,,,,,,
07:55-08:20,,,,Daily Planning Conference (S-band),,,,,,,,
08:20-08:35,,,,ISS Crew and ГОГУ (RSA Flight Control Team Management) WeeklyConference (S-band),,,,,,,,
08:35-08:50,,"CDR, FE-1,FE-4",,IMS Tagup (S-band),,,,,,,,
08:35-08:45,,FE-6,,VO2max Video Setup,,,,,,,,
08:35-09:35,,FE-3,,PMM Cleanup,,,,,,,,
08:35-08:50,,FE-5,,JAXA. Video Setup,,,,,,,,
08:45-08:55,,FE-6,,FIR Removal,,,,,,,,
08:50-10:05,,CDR,,ПхО and DC1 config for EVA and IMS update,,,,,,,,
08:50-11:50,,"FE-1, FE-4",,ПхО and DC1 config for EVA and IMS update,,,,,,,,
08:50-09:50,,FE-5,,KIBO Video,,,,,,,,
08:55-09:55,,FE-6,,PMM Cleanup,,,,,,,,
09:50-10:00,,FE-5,,JAXA Video Equipment Closeout Ops,,,,,,,,
10:00-10:05,,FE-5,,JAXA. Start Video Downlink,,,,,,,,
10:05-10:15,,FE-6,,VO2max Portable PFS Power Up,,,,,,,,
10:10-11:30,,CDR,,"RUSALKA Setup, Photo/Video, And Closeout Ops. Tagup with specialists (asnecessary) (S-band)",,,,,,,,
10:10-13:25,,FE-5,,PMM Cleanup,,,,,,,,
10:15-10:45,,FE-6,,VO2 Stowage,,,,,,,,
10:15-11:45,,FE-3,,Physical Exercise (ARED),,,,,,,,
10:45-11:10,,FE-6,,VO2max Experiment Protocol,,,,,,,,
11:10-11:50,,FE-6,,VO2max Portable PFS Software Calibrations and Instrument Check,,,,,,,,
11:40-12:00,,CDR,,Inspection of СРВ-К2М Sediment Trap Insert,,,,,,,,
11:45-12:05,,FE-3,,Treadmill Kinematics Exercise Preparation,,,,,,,,
11:50-12:00,,FE-1,,КОБ2 4ГБ4 Half-Coupling Shell Coolant Leak Check,,,,,,,,
11:50-12:30,,FE-6,,VO2max Experiment Protocol,,,,,,,,
12:00-13:30,,CDR,,"Physical Exercise (TVIS), Day 2",,,,,,,,
12:00-13:30,,FE-1,,Physical Exercise (ARED),,,,,,,,
12:05-13:05,,FE-3,,Physical Exercise (T2),,,,,,,,
12:30-13:30,,FE-4,,"Physical Exercise (VELO), Day 3",,,,,,,,
12:30-12:40,,FE-6,,VO2 Closeout Ops,,,,,,,,
12:40-12:45,,FE-6,,VO2 Data Downlink,,,,,,,,
12:45-13:20,,FE-6,,VO2 Stowage,,,,,,,,
13:05-13:15,,FE-3,,Treadmill Kinematics Exercise End,,,,,,,,
13:20-13:30,,FE-3,,Food Frequency Questionnaire,,,,,,,,
13:25-13:30,,FE-5,,JAXA. Terminate Video Downlink,,,,,,,,
13:30-14:30,,"CDR, FE-1,FE-4, FE-5,FE-6",,LUNCH,,,,,,,,
13:30-13:35,,FE-3,,P/L Multi-Protocol Converter (MPC) Power On,,,,,,,,
13:35-14:35,,FE-3,,LUNCH,,,,,,,,
14:30-16:00,,"CDR, FE-1,FE-4",,ПхО and DC1 config for EVA and IMS update,,,,,,,,
14:30-14:40,,FE-5,,Food Frequency Questionnaire,,,,,,,,
14:30-14:40,,FE-6,,Battery Stowage Assembly (BSA) Battery Recharge Terminate,,,,,,,,
14:35-15:20,,FE-3,,Node 1 Utility Outlet Panel Plug-in Plan Reconfiguration,,,,,,,,
14:40-14:50,,FE-6,,Food Frequency Questionnaire,,,,,,,,
14:40-14:50,,FE-5,,Terminate EMU Metox Regeneration,,,,,,,,
14:55-16:25,,FE-6,,ARED Rope Replacement,,,,,,,,
14:55-15:55,,FE-5,,ALTEA Transfer,,,,,,,,
15:20-15:55,,FE-3,,ARED Rope Replacement,,,,,,,,
15:55-16:00,,FE-5,,ALTEA Photos,,,,,,,,
16:00-16:40,,CDR,,СОЖ Maintenance,,,,,,,,
16:00-17:00,,FE-5,,Physical Exercise (CEVIS),,,,,,,,
16:15-16:20,,FE-3,,P/L Multi-Protocol Converter (MPC) Power Off,,,,,,,,
16:20-16:30,,FE-3,,G1 camcorder power up and activation to downlink MSPR Rack configurationimage,,,,,,,,
16:25-16:45,,FE-6,,VO2max PPFS Stowage,,,,,,,,
16:30-16:50,,FE-3,,MSPR Rack Installation,,,,,,,,
16:40-17:20,,CDR,,МО-21. Analysis of medium 1 results obtained in locations #1 - #8,,,,,,,,
16:50-18:20,,FE-3,,Removal CCE from MSPR,,,,,,,,
17:00-17:40,,FE-1,,IDENTIFICATION. Copy ИМУ-Ц micro-accelerometer data to laptop,,,,,,,,
17:00-18:30,,FE-5,,Physical Exercise (ARED),,,,,,,,
17:20-17:40,,CDR,,IMS Update,,,,,,,,
17:40-18:40,,CDR,,"Physical Exercise (TVIS), Day 2",,,,,,,,
17:55-18:05,,FE-6,,FIR Alignment Guide Installation,,,,,,,,
18:00-18:40,,FE-1,,Evening Work Prep,,,,,,,,
18:05-18:40,,FE-6,,Evening Work Prep,,,,,,,,
18:10-18:40,,FE-4,,Evening Work Prep,,,,,,,,
18:20-18:30,,FE-3,,MSPR Stowage,,,,,,,,
18:30-18:35,,FE-3,,G1 Close-Out Ops,,,,,,,,
18:30-18:40,,FE-5,,Evening Work Prep,,,,,,,,
18:35-18:40,,FE-3,,Daily Diet Monitoring,,,,,,,,
18:40-19:05,,,,Daily Planning Conference (S-band),,,,,,,,
19:05-19:30,,CDR,,Evening Work Prep,,,,,,,,
19:05-19:30,,"FE-5, FE-6",,Pre-sleep,,,,,,,,
19:05-19:15,,"FE-1, FE-4",,Evening Work Prep,,,,,,,,
19:05-19:25,,FE-3,,Pre-sleep,,,,,,,,
19:15-19:30,,"FE-1, FE-4",,Pre-sleep,,,,,,,,
19:25-19:30,,FE-3,,MPC Power Up,,,,,,,,
19:30-20:00,,"FE-1, FE-4-assists",,МО-6. Hand Ergometry. То=19:39. Tagup with specialists (VHF),,,,,,,,
19:30-19:50,,"CDR, FE-3,FE-6, FE-5",,Flight Director/ISS Crew Tagup,,,,,,,,
19:50-21:30,,"FE-5, FE-6",,Pre-sleep,,,,,,,,
19:50-20:10,,CDR,,Evening Work Prep,,,,,,,,
19:50-21:25,,FE-3,,Pre-sleep,,,,,,,,
20:00-20:10,,"FE-1, FE-4",,Pre-sleep,,,,,,,,
20:10-20:25,,"CDR, FE-1,FE-4",,"HAM Radio Session (Lima, Peru)",,,,,,,,
20:25-20:30,,CDR,,Evening Work Prep,,,,,,,,
20:25-21:05,,"FE-1, FE-4",,Pre-sleep,,,,,,,,
20:30-22:30,,CDR,,Pre-sleep,,,,,,,,
21:05-21:35,,"FE-4, FE-1-assists",,МО-6. Hand Ergometry рук.То=21:14.  Tagup with specialists (VHF),,,,,,,,
21:25-21:30,,FE-3,,MPC Power Down,,,,,,,,
21:30-06:00,,"FE-3, FE-6,FE-5",,SLEEP,,,,,,,,
21:35-22:30,,"FE-1, FE-4",,Pre-sleep,,,,,,,,
22:30-07:00,,"CDR, FE-1,FE-4",,SLEEP,,,,,,,,
Task List,,"CDR, FE-1,FE-4",,Preparation of reports for Roskosmos site,,,,,,,,
GMT,,CREW,ACTIVITY,,,,,,,,,
06:00-06:10,,"CDR, FE-3,FE-4, FE-5,FE-6",Morning Inspection,,,,,,,,,
,,FE-1,Morning Inspection. Test SM ПСС [Caution & Warning Panel],,,,,,,,,
