0,1,2,3,4,5,6,7,8,9
07:30-07:35,FE-1,On MCC Go ISS О2 repress from Progress 363 СрПК (start),,,,,,,
07:35-08:00,Work prep.,,,,,,,,
07:40-08:00,CDR,Nutrition: blood sample insertion in MELFI,,,,,,,
07:45-08:00,FE-2,Prep for Work,,,,,,,
08:00-08:15,.,Daily Planning Conference (S-band),,,,,,,
08:15-09:15,CDR,BREAKFAST,,,,,,,
08:15-10:15,FE-1,Final ATV ingress (Skip deactivation of А-2 and sample collection withАК-1М). Tagup with specialists (as necessary) (S-band),,,,,,,
09:15-09:25,CDR,Nutrition: Cleaning Refrigerator Centrifuge and Equipment Stow,,,,,,,
09:25-09:40,Prep for Work,,,,,,,,
09:40-10:40,Physical Exercise (CEVIS),,,,,,,,
10:40-11:35,"FE-1, CDRassistance",LBNP Exercise (PRELIMINARY). То=11:03. Tagup w/ specialists (VHF),,,,,,,
11:15-11:30,FE-2,IWIS Installation,,,,,,,
11:30-13:00,Physical Exercise (RED),,,,,,,,
11:35-11:55,FE-1,Private Family Conference (Ku + S-band),,,,,,,
12:00-13:00,Progress 363 packing and IMS ops,,,,,,,,
12:55-13:00,CDR,Lab Window Shutter Close,,,,,,,
13:00-14:00,.,LUNCH,,,,,,,
14:00-14:10,FE-1,Progress Stowage Completion Status Calldown (S-band),,,,,,,
14:10-14:55,"Progress activation, air duct removalISS О2 repress from Progress 363 СрПК (terminate)",,,,,,,,
14:55-15:15,"CDR, FE-1",Removal and inspection of quick-release screw clamps,,,,,,,
15:15-15:25,CDR,Video of SM(AO)-to-Progress interface before closing ПрК-СУ hatch (Ku + S-band),,,,,,,
15:25-15:45,"CDR, FE-1",DC1-Progress transfer hatch closure,,,,,,,
15:45-16:05,CDR,Nutrition: urine collection,,,,,,,
GMT,,CREW,,ACTIVITY,,,,,
,10:20-10:50,,SFPVC,,Post-sleep,,,,
10:20-10:30,,"ISS-16, 17",,Morning Inspection,,,,,
10:30-11:00,,,Post-sleep,,,,,,
,10:50-11:40,,SFPVC,,BREAKFAST,,,,
11:00-11:50,,"ISS-16,17",,BREAKFAST,,,,,
,11:40-11:55,,SFPVC,,Private Medical Conference (VHF),,,,
11:50-12:20,,"ISS-16, 17",,Prep for Work,,,,,
,11:55-12:10,,SFPVC,,Prep for Work,,,,
,12:10-12:40,,SFPVC,,"KAP01. Daily Ops (monitoring, photography, questionnaire)",,,,
12:20-12:35,,"ISS-16, 17",,Daily Planning Conference (S-band),,,,,
12:35-13:35,,CDR,,Physical Exercise (CEVIS),,,,,
12:35-12:45,,FE-1-17,,CONJUGATION. Removal of Recomb-K hardware from thermostatic chamber,,,,,
,12:40-13:10,,SFPVC,,KAP02. Daily Ops - morning (monitoring and video recording),,,,
12:50-13:50,,FE-2,,Adaptation and station familiarization,,,,,
12:55-13:25,,"CDR-17, FE-1",,Soyuz 221-SM-Soyuz 222 comm check. Tagup with specialists,,,,,
,13:10-14:50,,SFPVC,,"KAP05. Preparation and experiment ops, session 1",,,,
13:25-13:40,,FE-1-17,,"CONJUGATION. Process activation, setup at +29 deg C",,,,,
13:35-14:35,,CDR,,Physical Exercise (TVIS),,,,,
13:40-14:20,,FE-1,,ALTCRISS. Close-out ops. Tagup with specialists (S-band),,,,,
13:40-13:55,,ISS-17,,Private Medical Conference (S-band),,,,,
13:50-13:55,,FE-2,,Elite-S2 – IMU Power Activation,,,,,
13:55-14:55,,CDR-17,,"Installation of Local Temperature Sensor Switching Unit (ЛКТ) (ТА251МБ) andROM in the Soyuz 222 Orbital Module (install ЛКТ #1417726325 and ROM #1417726934  СМ1РО_314_1 bag 353-8, update IMS)",,,,,
13:55-14:10,,FE-2,,Food frequency questionnaire,,,,,
14:00-14:20,,FE-1-17,,BIOEMULSION. Complete bioreactor thermostatic shell ops and set upbioreactor in thermostatic chamber (+4 deg),,,,,
14:10-15:40,,FE-2,,Physical Exercise (RED),,,,,
14:20-14:35,,FE-1,,KAP05. Photography during the experiment. БСР-ТМ Data Downlink,,,,,
14:20-14:45,,FE-1-17,,BIOEMULSION. BIOEMULSION. Setup bioreactor #5 in thermostatic shell andactivate the cultivation mode,,,,,
14:35-14:45,,CDR,,Terminate EMU Metox Regeneration,,,,,
14:45-14:55,,CDR,,Start EMU Metox Regeneration,,,,,
14:45-15:45,,"FE-1-17,FE-1",,ODF Replacement,,,,,
,14:50-15:00,,SFPVC,,Telephone conference with Korean radio station via VHF1,,,,
,15:00-15:45,,SFPVC,,"KAP09. Equipment transfer and assembly / VC-14, 5.3, p. 5-3",,,,
15:05-15:45,,CDR-17,,СОЖ MaintenanceИК0501 О2 sensor readings adjustment. Tagup with specialists (S-band),,,,,
15:05-15:40,,CDR,,,,,,,
15:40-15:50,,"CDR,FE-2",,CWC audit,,,,,
15:45-16:15,,CDR-17,,KAP09. Video recording during equipment assembly and installation onwindow 9,,,,,
,15:45-16:05,,"SFPVC,FE-1",,KAP09. Mount equipment on window 9,,,,
15:55-16:00,,FE-2,,Elite-S2 – IMU power deactivation,,,,,
GMT,CREW,ACTIVITY,,,,,,,
06:00-06:10,.,Morning Inspection,,,,,,,
06:10-06:40,.,Post-sleep,,,,,,,
06:40-07:30,.,BREAKFAST,,,,,,,
09:25-09:35,"CDR, FE-1",Easter Greetings. Telephone Conference with Patriarch Alexis II (VHF),,,,,,,
09:35-10:35,CDR,"Physical Exercise (VELO + RED), day 4",,,,,,,
10:30-12:00,FE-2,Physical Exercise (RED),,,,,,,
11:30-13:00,FE-1,Physical Exercise (TVIS) day 4,,,,,,,
12:00-13:00,FE-2,Physical Exercise (CEVIS),,,,,,,
13:00-14:00,.,LUNCH,,,,,,,
14:00-14:40,CDR,"СОЖ Maintenance. СВО, СП, and POTOK Air Purification Systemoperation time calldowns",,,,,,,
14:40-14:55,FE-2,Private Psychological Conference (S +Ku-band),,,,,,,
15:45-17:15,CDR,Physical exercise (TVIS) day 4,,,,,,,
17:15-18:15,FE-1,"Physical Exercise (VELO+RED), day 4",,,,,,,
18:15-18:45,.,Evening Work Prep,,,,,,,
18:45-19:00,.,Daily Planning Conference (S-band),,,,,,,
19:00-19:30,.,Evening Work Prep,,,,,,,
19:30-20:00,.,DINNER,,,,,,,
20:00-20:30,.,Daily food prep,,,,,,,
20:30-21:30,.,Pre-sleep,,,,,,,
21:30-06:00,.,SLEEP,,,,,,,
Task List,CDR,ECON. Observations and Photography,,,,,,,
FE-1,URAGAN. Observations and Photography,,,,,,,,
DIATOMEA. World Ocean Observations,,,,,,,,,
GMT,,CREW,,ACTIVITY,,,,,
06:15-06:20,,FE-2,,Integrate Immune - FE2 1J/A Liquid Saliva Sample Collection,,,,,
,06:15-06:25,,SFPVC,,KAP04 IOP. Prep and first measurement of ocular pressure,,,,
06:15-06:20,,CDR,,Integrate Immune - CDR Liquid Saliva Sample Collection,,,,,
06:15-06:25,,"FE-1, CDR-17",,Morning Inspection,,,,,
06:15-06:25,,FE-1-17,,SONOCARD. Experiment termination,,,,,
06:20-06:55,,"FE-2, CDR",,Post-sleep,,,,,
,06:25-06:55,,"FE-1, ISS17, SFPVC",,Post-sleep,,,,
,06:55-07:50,,SFPVC,,BREAKFAST + КАР06,,,,
06:55-07:45,,"ISS16,17",,BREAKFAST,,,,,
07:45-08:00,,FE-1-17,,SONOCARD. Copy data to RSE-MED Laptop,,,,,
07:45-08:15,,"FE-2, CDR",,Prep for Work,,,,,
07:45-08:00,,"CDR-17, FE-1",,Regeneration of БМП Ф1 Absorption Cartridge (start),,,,,
,07:50-08:00,,SFPVC,,KAP09. Equipment deactivation and questionnaire,,,,
08:00-08:15,,"FE-1, ISS17",,Prep for Work,,,,,
,08:00-08:30,,SFPVC,,KAP02. Daily ops - morning (monitoring and video recording),,,,
08:15-08:30,,"ISS16,17",,Daily planning conference (S-band),,,,,
08:30-09:10,,"FE-1-17, FE-1",,Filling (separation) of EDV [KOB] for Elektron,,,,,
08:30-09:30,,CDR,,Physical Exercise (RED),,,,,
08:30-09:30,,"CDR-17, FE-2",,Setup for Robotics OBT,,,,,
,08:45-08:55,,SFPVC,,Tagup with Consultant Team over VHF1,,,,
09:10-09:40,,FE-1-17,,СОЖ maintenance,,,,,
,09:15-09:25,,SFPVC,,KAP04 IOP. Second measurement of ocular pressure,,,,
,09:25-09:45,,SFPVC,,KAP09. Equipment removal from window 9 by VC SFP,,,,
09:15-10:45,,FE-1,,LBNP Exercise (PRELIMINARY) То=10:12 Tagup w/ specialists (VHF1),,,,,
09:30-10:45,,CDR,,,,,,,
09:30-11:30,,"CDR-17, FE-2",,Robotics - MSS Proficiency Training,,,,,
09:40-10:40,,FE-1-17,,Physical Exercise (RED),,,,,
,09:45-10:15,,,,"KAP01. Daily ops (monitoring, photography, questionnaire)",,,,
,10:15-10:30,,SFPVC,,Private medical conference (VHF2),,,,
,10:40-11:10,,,,KAP08. Removing sample 2 and closeout ops,,,,
10:40-11:10,,FE-1-17,,MATRYOSHKA-R. Monitor Lulin-5 readings and replace memory card,,,,,
11:00-11:25,,CDR,,ITCS fluid sample collection,,,,,
11:00-11:50,,FE-1,,Pille dosimeter reading,,,,,
11:25-12:00,,CDR,,Columbus TCS Loop Sample Collection,,,,,
11:30-11:45,,"CDR-17, FE-2",,Teardown for Robotics Training,,,,,
11:35-12:00,,FE-1-17 пом,,"ISS-MCC TV.VC TV PAO (То=11:31, Т1, Т2, Т3 – from СПП)",,,,,
,,,SFPVC,,TV PAO VC Ops,,,,
11:45-13:15,,FE-2,,Physical Exercise (RED),,,,,
11:50-12:00,,FE-1,,Replace PILLE flash card,,,,,
12:15-13:05,,"FE-1, ISS17",,"ISS16/ISS17 Crew Handover (Onboard Computer System, Manual Controls).Tagup with specialists as necessary (S-band)",,,,,
,12:15-12:25,,SFPVC,,KAP04 IOP. Third measurement of ocular pressure,,,,
12:15-13:15,,CDR,,Physical Exercise (CEVIS),,,,,
GMT,CREW,ACTIVITY,,,,,,,
06:00-06:10,,Morning Inspection,,,,,,,
06:10-06:40,Post-sleep,,,,,,,,
06:40-07:30,BREAKFAST,,,,,,,,
07:30-07:45,Prep for Work,,,,,,,,
07:45-08:00,Daily Planning Conference (S-band),,,,,,,,
08:00-08:10,FE-1,Prep for Work,,,,,,,
08:00-08:15,"CDR, FE-2",Prep for Work,,,,,,,
08:10-08:30,FE-1,Transfer of FGB enclosures from ATV,,,,,,,
08:15-09:15,CDR,СКВ2 replacement. Tagup with specialists (S-band),,,,,,,
08:15-09:20,FE-2,Prepare for condensate recovery system R&R,,,,,,,
08:30-09:00,FE-1,Condensate recovery system Tee connector modification,,,,,,,
09:00-10:00,"Physical Exercise (VELO+RED), day 2",,,,,,,,
09:15-09:25,CDR,On MCC Go: De-mate СКВ2 compressor telemetry connectors,,,,,,,
09:25-10:55,СКВ2 replacement. Tagup with specialists (S-band),,,,,,,,
09:30-09:35,FE-2,Sample bag inspection,,,,,,,
09:45-09:50,Sample bag inspection,,,,,,,,
09:50-10:00,CSLM-2 - Vacuum Vent Stop 2,,,,,,,,
10:00-10:05,Sample bag inspection,,,,,,,,
10:00-11:00,FE-1,Elektron-VM СТ-64 current stabilizer R&R. Tagup with specialists (S-band),,,,,,,
10:25-10:30,FE-2,Sample bag inspection,,,,,,,
10:30-12:00,Physical Exercise (RED),,,,,,,,
11:00-11:10,"FE-1, CDR",On MCC-M GO Mate СКВ2 compressor and СТ-64 telemetryconnectors to БИТС2-12,,,,,,,
11:10-12:40,CDR,СКВ2 compressor replacement. Tagup with specialists (S-band),,,,,,,
11:30-13:10,FE-1,Installation of enclosures in zone 41 (panel 218),,,,,,,
12:00-12:05,FE-2,Sample bag inspection,,,,,,,
12:05-12:15,CSLM-2 - Vacuum Vent Start 3,,,,,,,,
12:15-13:15,Physical Exercise (CEVIS),,,,,,,,
12:45-13:15,CDR,ISS crew orientation,,,,,,,
13:10-13:20,FE-1,Elektron Secondary Purification Unit Temperature Monitoring (duringground commanding for activation) Tagup with specialists (S-band) /,,,,,,,
13:15-13:20,FE-2,Sample bag inspection,,,,,,,
13:15-14:15,CDR,LUNCH,,,,,,,
13:20-14:20,"FE-1, FE-2",LUNCH,,,,,,,
14:15-14:30,CDR,ISS crew orientation,,,,,,,
14:20-14:25,FE-2,Sample bag inspection,,,,,,,
14:20-15:20,FE-1,ISS crew orientation(Backup: On MCC Go Replacement of current stabilizer СТ-64),,,,,,,
GMT,,CREW,,ACTIVITY,,,,,
,06:20-06:30,,SFPVC,,KAP09. Equipment deactivation and questionnaire,,,,
06:20-06:30,,"ISS-16, 17",,Morning inspection,,,,,
06:30-06:45,,FE-1,,IMMUNO. Urine sample collection 5 and fluid / medications intake logentry,,,,,
06:30-07:00,,"CDR, FE-2, ISS-17",,Post-sleep,,,,,
06:45-07:05,,FE-1,,IMMUNO. Urine sample collection two from Urine receptacles andinsertion into CRYOGEM,,,,,
07:00-07:50,,"CDR, FE-2, ISS-17",,BREAKFAST,,,,,
07:00-07:50,,SFPVC,,BREAKFAST + КАР06,,,,,
07:05-07:30,,FE-1,,Post-sleep,,,,,
07:30-08:20,,FE-1,,BREAKFAST,,,,,
07:50-08:20,,"CDR, FE-2, ISS-17",,Prep for Work,,,,,
,07:55-08:15,,SFPVC,,KAP09. Equipment removal from window 9 by VC SFP,,,,
,08:20-08:30,,SFPVC,,Telephone conference with Korean radio station via VHF1,,,,
08:20-08:30,,CDR-17,,BAR. Terminate Kelvin charging,,,,,
08:20-08:45,,FE-1,,Prep for Work,,,,,
,08:30-08:55,,SFPVC,,KAP02. Daily ops - morning (monitoring and video recording),,,,
08:35-08:45,,CDR-17,,NOA. Hardware setup and activation,,,,,
08:45-09:00,,"ISS-16,17",,Daily planning conference (S-band),,,,,
,08:55-09:20,,SFPVC,,"KAP01. Daily ops (monitoring, photography, questionnaire)",,,,
09:00-09:10,,CDR-17,,BAR. Start ТТМ Charging,,,,,
09:00-09:20,,FE-1,,ИПД air sampling for ammonia.  Close-out ops,,,,,
09:05-09:35,,FE-2,,On-Orbit Hearing Assessment with EarQ Software,,,,,
09:15-09:20,,CDR,,PDA Battery Charging,,,,,
09:15-09:30,,CDR-17,,"NOA1. Hardware calibration, first measurement",,,,,
,,,,Soyuz 221 Descent Procedure OBT Briefing. Tagup with specialists,,,,,
,09:20-12:20,,"FE-1, CDR, SFPVC",,,,,,
,,,,(S-band),,,,,
,,,,,,,,,
09:30-09:55,,FE-1-17,,NOA. Measurement and close out ops,,,,,
09:35-09:55,,CDR-17,,On-Orbit Hearing Assessment with EarQ Software,,,,,
09:55-10:20,,FE-1-17,,On-Orbit Hearing Assessment with EarQ Software,,,,,
10:05-10:20,,CDR-17,,Exercise equipment overview,,,,,
10:20-11:20,,CDR-17,,Physical Exercise (VELO) /,,,,,
10:35-10:45,,FE-2,,CSLM2 - Close vacuum vent 2,,,,,
10:45-10:50,,FE-2,,Scheduled inspection of RED,,,,,
10:50-12:20,,FE-2,,Physical Exercise (RED),,,,,
10:50-11:30,,FE-1-17,,СОЖ maintenance,,,,,
11:50-12:05,,FE-1-17,,Exercise equipment overview,,,,,
12:05-13:05,,FE-1-17,,Physical Exercise (RED),,,,,
12:20-13:20,,CDR,,Physical Exercise (CEVIS),,,,,
12:20-12:30,,FE-2,,CSLM2 - Open Vacuum Vent 3,,,,,
12:20-13:20,,FE-1,,"Physical Exercise (TVIS), day 2",,,,,
GMT,CREW,ACTIVITY,,,,,,,
06:00-06:10,,Morning Inspection,,,,,,,
06:10-06:40,,Post-sleep,,,,,,,
06:40-07:30,,BREAKFAST,,,,,,,
07:30-07:45,,Prep for Work,,,,,,,
07:45-08:00,,Daily Planning Conference (S-band),,,,,,,
08:00-11:00,FE-1,Replacement of [АСУ] components. Tagup with specialists as necessary (S-band),,,,,,,
08:00-08:15,"CDR, FE-2",Prep for Work,,,,,,,
08:15-08:25,FE-2,Glove Box (MSG): activation,,,,,,,
08:15-11:05,CDR,Preventive Maintenance of SM Ventilation System,,,,,,,
08:25-08:55,FE-2,Beginning of CWC Filling from the Lab Condensate Tank,,,,,,,
08:55-09:05,FE-2,Coarsening in Solid-Liquid Mixtures-2 Vacuum Vent Start 1,,,,,,,
09:05-09:10,FE-2,European Modular Cultivation System  - - move configuration switch to offposition,,,,,,,
09:10-09:50,FE-2,European Modular Cultivation System Water Reservoir Replacement,,,,,,,
09:55-10:10,FE-2,Terminate filling CWC from Lab Condensate Tank,,,,,,,
09:50-09:55,FE-2,European Modular Cultivation System – move configuration switch to onposition,,,,,,,
10:10-10:20,FE-2,Water Delivery System (WDS) Deactivation,,,,,,,
10:30-10:50,FE-2,Oxygen Generator (OGS) Deactivation Configuration,,,,,,,
10:50-11:05,FE-2,Replacement of electrical safety cap in JPL vestibule,,,,,,,
11:00-12:30,FE-1,Replacement АСУ E-K container and E-K hose,,,,,,,
11:05-11:35,FE-2,H2 reconfiguration,,,,,,,
11:30-12:30,CDR,"Physical Exercise (VELO + RED), day 3",,,,,,,
11:35-11:45,FE-2,OGS water jumper hose disconnect from LAB1PD1 panel,,,,,,,
13:30-14:00,FE-2,FSL IFM Procedure Review,,,,,,,
12:30-13:30,,LUNCH,,,,,,,
13:30-14:30,"CDR, FE-1",ISS crew orientation,,,,,,,
14:30-15:10,FE-1,СОЖ maintenance,,,,,,,
14:10-14:20,FE-2,IWIS data transfer,,,,,,,
14:20-14:30,FE-2,PAO hardware setup,,,,,,,
14:30-14:40,FE-2,Crew prep for PAO,,,,,,,
14:40-15:00,FE-2,PAO Event (Ku + S-band),,,,,,,
15:00-17:00,CDR,Installing and Connecting RSK2 Laptop. Tagup with specialists (S-band),,,,,,,
15:00-16:30,FE-2,Physical Exercise (RED),,,,,,,
15:30-16:00,FE-1,Air temperature measurement at Transfer chamber fan (ВПрК) inlet. Datadownlink via БСР-ТМ,,,,,,,
16:00-17:30,FE-1,"Physical Exercise (TVIS), day 3",,,,,,,
16:30-17:30,FE-2,Physical Exercise (CEVIS),,,,,,,
17:00-17:15,CDR,Private Medical Conference (Ku + S-band),,,,,,,
GMT,CREW,ACTIVITY,,,,,,,
06:00-06:10,,Morning inspection,,,,,,,
06:10-06:40,,Post-sleep,,,,,,,
06:40-07:30,,BREAKFAST,,,,,,,
09:00-10:00,FE-1,LBNP Exercise (PRELIMINARY). То=09:20. Tagup with specialists (VHF),,,,,,,
09:05-10:00,CDR(assistance),,,,,,,,
10:00-11:30,CDR,Physical Exercise (RED),,,,,,,
10:40-11:10,FE-1,"ISS-MCC-M TV. VC Test TV PAO (То=10:41, Т1, Т2, Т3 - Automated dailytimeline)",,,,,,,
11:30-11:40,FE-2,MELFI. Replacements in various Dewars,,,,,,,
11:30-12:30,CDR,Physical Exercise (CEVIS),,,,,,,
11:30-11:50,FE-1,Copy data from the БСПН to a flash card using RSS1. Tagup with specialists(S-band),,,,,,,
11:40-13:10,FE-2,Physical Exercise (RED),,,,,,,
11:50-12:00,FE-1,240ГК.27Ю5100-10 Cable Reconnect in DC1,,,,,,,
13:10-14:10,.,LUNCH,,,,,,,
14:10-14:20,FE-2,MELFI Stage 1J/A Icepac Insertion 3,,,,,,,
14:20-14:25,Activation of A31P Laptop,,,,,,,,
14:25-14:55,"FE-1, FE-2",ISS-MCC-M TV. Testing analog and digital video downlink via Ku-band,,,,,,,
14:55-15:00,FE-2,Photo/TV: Laptop A31P deactivation,,,,,,,
15:15-15:45,Start filling CWC from the Lab Condensate Tank,,,,,,,,
15:45-16:05,FE-1,Sampling condensate water [КАВ] from СРВ-К2М (after СКВ2 deactivation)upstream of Gas-Liquid Mixture Filter (ФГС) – terminate. (Samples are to bereturned on Soyuz 221),,,,,,,
15:45-16:45,FE-2,Physical Exercise (CEVIS),,,,,,,
16:05-16:45,FE-1,СОЖ Maintenance,,,,,,,
16:45-18:15,"Physical Exercise (TVIS), day 4",,,,,,,,
16:45-17:00,FE-2,Terminate filling CWC from Lab Condensate Tank,,,,,,,
18:10-18:15,CDR,"Transferring TVIS, RED, and HRM data to MEC",,,,,,,
18:15-18:30,,Report prep,,,,,,,
18:30-18:45,,Daily Planning Conference (S-band),,,,,,,
18:45-19:30,,Evening work prep,,,,,,,
19:30-20:00,,DINNER,,,,,,,
20:00-20:10,FE-2,Daily Food Prep,,,,,,,
20:00-20:30,"CDR, FE-1",,,,,,,,
20:10-20:25,FE-2,Private Family Conference (Ku + S-band),,,,,,,
20:25-21:30,FE-2,Pre-sleep,,,,,,,
20:30-21:30,"CDR, FE-1",,,,,,,,
21:30-06:00,,SLEEP,,,,,,,
TASK LIST,FE-1,PLANTS-2. Payload Status Check and Photography,,,,,,,
GMT,CREW,ACTIVITY,,,,,,,
06:00-06:20,FE-2,Nutrition: urine collection,,,,,,,
06:00-06:10,"CDR,FE-1",Morning Inspection,,,,,,,
06:10-06:40,Post-sleep,,,,,,,,
06:20-06:30,FE-2,Nutrition: urine sample 1 insertion in MELFI,,,,,,,
06:30-06:50,NUTR/REP - blood sample collection,,,,,,,,
06:40-07:30,"CDR,FE-1",BREAKFAST,,,,,,,
06:50-07:00,FE-2,Repository Refrigerated Centrifuge Setup,,,,,,,
07:00-07:10,Nutrition: refrigerator centrifuge config,,,,,,,,
07:10-07:20,Morning Inspection,,,,,,,,
07:20-07:40,Post-sleep,,,,,,,,
07:40-08:00,Nutrition: blood sample insertion in MELFI,,,,,,,,
08:00-08:10,Nutrition hardware and refrigerated centrifuge final stowage,,,,,,,,
08:10-08:20,Post-sleep,,,,,,,,
08:20-09:10,BREAKFAST,,,,,,,,
09:35-10:35,FE-1,"Physical Exercise (VELO+RED), day 1",,,,,,,
10:35-12:05,CDR,Physical Exercise (TVIS) day 1,,,,,,,
10:35-12:05,FE-2,Physical Exercise (RED),,,,,,,
12:05-12:35,.,Weekly Planning Conference (S-band),,,,,,,
12:40-13:00,FE-2,Nutrition: urine collection,,,,,,,
13:00-13:05,Nutrition: urine sample insertion in MELFI,,,,,,,,
13:05-14:05,.,LUNCH,,,,,,,
15:05-15:25,FE-2,Nutrition: urine collection,,,,,,,
15:25-15:30,Nutrition: urine sample insertion in MELFI,,,,,,,,
16:00-17:00,CDR,"Physical Exercise (VELO+RED), day 1",,,,,,,
17:00-17:40,"СОЖ Maintenance. СВО, СП data , and POTOK Air Purification Systemoperation time calldown",,,,,,,,
17:50-18:10,FE-2,Nutrition: urine collection,,,,,,,
18:00-19:30,FE-1,"Physical Exercise (TVIS), day 1",,,,,,,
18:10-18:15,FE-2,Nutrition: urine sample insertion in MELFI,,,,,,,
18:30-19:30,Physical Exercise (CEVIS),,,,,,,,
19:30-20:00,.,DINNER,,,,,,,
20:00-20:30,.,Daily Food Prep,,,,,,,
20:30-21:30,.,Pre-sleep,,,,,,,
21:30-06:00,.,SLEEP,,,,,,,
