0,1,2
15:30-17:00,FE-1,Centerline Berthing Camera System (CBCS) install and Checkout
15:35-16:15,CDR,On MCC Go Activation of Elektron-VM system on Liquid Unit # 007. Tagup withspecialists (S-band)
16:15-17:15,"Physical exercise (VELO + Load Trainer/Cycle 1), day 4",
17:00-17:30,FE-1,СОЖ maintenance
17:15-17:30,CDR,WIENER. System data and Wiener БСПН log file dump
17:30-17:35,FE-1,"Transfer TVIS, RED, and HRM data to MEC"
17:35-17:40,CDR,On MCC GO ISS repress with O2 from Progress 353 СрПК (start)
17:40-18:40,,LF1 timeline review
18:40-18:55,FE-1,Questionnaire - FE-1 log entry
18:40-18:45,CDR,ISS O2 repress from Progress 353 СрПК (terminate)
18:45-19:15,Report prep,
19:15-19:30,,Daily planning conference (S-band)
19:30-19:50,,Flight Director/ISS Crew Tagup (S-band)
19:50-20:20,,DINNER
20:20-20:50,,Daily food prep
20:50-21:30,,Pre-sleep
21:30-06:00,,SLEEP
Task List,CDR,PLANTS-2. Payload status check
GMT,CREW,ACTIVITY
06:00-06:10,,Morning inspection
06:10-06:40,,Post-sleep
06:40-07:30,,BREAKFAST
07:30-08:05,CDR,SFOG Candle Replacement and Activation. Report to MCC number ofused candles
08:05-11:05,,"Weekly housekeeping / МО, Book 1, item 2.2.1, page 2-2"
11:05-11:40,FE-1,SFOG Candle Replacement and Activation. Report to MCC number ofused candles
11:20-11:45,CDR,DIATOMEA. World ocean observations
12:10-13:10,"Physical exercise (VELO + Load Trainer/Cycle 1), day 4",
13:10-13:40,,Weekly planning conference (S-band)
13:40-14:40,,LUNCH
14:40-14:55,FE-1,Rebooting all PCS (weekly)
14:55-15:00,Rebooting OCA SSC router,
15:05-15:20,Private family conference (Ku + S-band),
15:10-15:30,CDR,Liquid Unit [БЖ] #5 Leak Test (Elektron). Tagup with specialists (S-band)
16:30-17:30,FE-1,Physical Exercise (TVIS)
17:30-19:00,CDR,"Physical Exercise (TVIS), day 4"
,FE-1,Physical Exercise (RED)
19:00-19:30,CDR,СОЖ maintenance (Inspection of БРПК)
19:25-19:30,FE-1,"Transfer TVIS, RED, and HRM data to MEC"
19:30-20:00,,DINNER
20:00-20:30,,Daily food prep
20:30-21:30,,Pre-sleep
21:30-06:00,,SLEEP
Task List,CDR,URAGAN Observation and photo imagery
ETD. Experiment ops,,
GMT,CREW,ACTIVITY
06:00-06:10,,Morning inspection
06:10-06:40,,Post-sleep
06:40-07:30,,BREAKFAST
07:30-10:30,FE-1,Weekly housekeeping
07:30-09:30,CDR,
10:30-10:50,,Weekly conference with the Program management (S-band)
10:50-12:20,CDR,"Physical Exercise (TVIS), day 1"
12:20-13:20,,LUNCH
13:20-13:35,CDR,Private psychological conference (VHF)
13:40-14:10,,Weekly planning conference (S-band)
14:10-14:25,FE-1,Rebooting all PCS (weekly)
14:30-14:35,Carbon dioxide monitoring,
14:55-15:10,Private family conference (S-band),
16:15-16:30,Questionnaire - log entry,
16:55-17:55,Physical exercise (CEVIS),
17:50-17:55,CDR,On MCC Go ISS O2 repress from Progress 353 СрПК (start)
17:55-18:55,"Physical Exercise (VELO + Load Trainer/Cycle 1), day 1",
17:55-19:25,FE-1,Physical Exercise (RED)
18:55-19:00,CDR,ISS O2 repress from Progress 353 СрПК (terminate)
19:00-19:30,СОЖ maintenance,
19:25-19:30,FE-1,"Transfer TVIS, RED, and HRM data to MEC"
19:30-20:00,,Daily food prep
20:00-20:30,,DINNER
20:30-21:30,,Pre-sleep
21:30-06:00,,SLEEP
Task List,CDR,EТD. Experiment ops
STATOKONIA. Temperature status check per [АРТ],,
Equipment search for МБРЛ (space-to-space radio),,
