0,1,2,3,4,5,6,7,8,9,10,11
21:30,,SLEEP,,,,,,,,,
GMT  05/22/01,,,,,,,,,,,
DAY/NIGHT,,,,,,,,,,,
I ORBIT,,,,,,,2309,,,,
S DAILY ORBIT,,,,,,,11,,,,
KU,,,,,,,,,,,
S TDRS,,,,,,,,,,,
S-BD,,,,,,,,,,,
M,,,,,,,,,,,
C,,,,,,,,,,,
C,,,,,,,,,,,
ISS GND,,,,,,,ALL VHF,,,,
+ZLV +XVV TEAISS ATTITUDE,,,,,,,,,,,
ISS POWER,,,,,,,,,,,
USACHEV,,,,,,,POSTSLEEP,,,,
I,,,,,,,,,,,
S VOSS,,,,,,,POSTSLEEP,,,,
S,,,,,,,,,,,
HELMS,,,,,,,POSTSLEEP,,,,
K OCA-MAIL-SYNC,,,,,,,,,,,
U,,,,,,,,,,,
EXE-PKG U/L,,,,,,,,,,,
S- CHECS-DATA-DUMP,,,,,,,,,,,
B ACS-ATT-CCDB-CHG,,,,,,,,,,,
D AR-MCA ZERO-CAL,,,,,,,AR-MCA ZERO-,,,,
ADVASC PLANT GROWTH,,,,,,,ADVASC PL,,,,
BONNER BALL CLCT,,,,,,,BONNER BA,,,,
CGBA PROCESSING,,,,,,,CGBA PROC,,,,
CPCG-H CRYSTAL GRWTH,,,,,,,CPCG-H CR,,,,
DOSMAP DATA CLCT,,,,,,,DOSMAP DA,,,,
P EXPRESS RACK 1 OPS,,,,,,,EXPRESS R,,,,
L PCG-STES 009 GROWTH,,,,,,,PCG-STES,,,,
PCG-STES 010 GROWTH,,,,,,,PCG-STES,,,,
TORSO DATA CLCT,,,,,,,TORSO DAT,,,,
MAMS NOMINAL OPS,,,,,,,MAMS NOMI,,,,
MAMS COMMANDING 5,,,,,,,,,,,
MAMS STORED DATA D/L,,,,,,,,,,,
ADVSC VIDEO/PHTM CMD,,,,,,,ADVSC VIDEO/PHTM CMD,,,,
R,,,,,,,,,,,
S,,,,,,,,,,,
NOTES:,,,,,,,,,,,
,,,,,,ISS-2  2 2 - M A Y - 0 1 SHORT TERM PLAN GMT 142,,Final Integrated,,,
CT,05/22/01,,,,,11 12  13 14,15,16,17,,
,,,,,,16 17 18 19,20,21,22,,
GMT,05/22/01,,,,,,,,,,
,DAY/NIGHT,,,,,,,,,,
I,ORBIT,,,,2310,2311 2312,2313,2314,,,
S,DAILY ORBIT,,,,12,13 14,15,16,,,
,KU,,,,,,,,,,
S,TDRS,,,,,,,,,,
,S-BD,,,,,,,,,,
M,,,,,,,,,,,
C,,,,,,,,,,,
C,,,,,,,,,,,
ISS,GND,,,,ALL VHF,ALL VHF ALL VHF,ALL VHF,ALL VHF,,,
,+ZLV +XVV TEAISS ATTITUDE,,,,,,,,,,
,,,,,,,,+ZLV +XVV TEA,,,
,ISS POWER,,,,,,,,,,
,USACHEV,,,,♣,⊕ ♦ СОЖ-MNT-CDR EXERCISE-TVIS MIDDAY-MEAL ,FSS DRY-OUT/H2O PRG,♥ ∆,♠,,
I,,,,,,DOSMAP,,,,,
S,VOSS,,,,φ •,ARIS-RACK-INSTALL MIDDAY-MEAL DOSTEL,,∇ ◊ ∗ EXERCISE-TVIS,,,
S,,,,,,,XFER,,,,
,,,,,,,PAO,,,,
,HELMS,,,,♣,ARIS-RACK-INSTALL MIDDAY-MEAL,⊕ EVENT,EXERCISE-RED,,,
,,,,,,,D/L,,,,
K OCA-MAIL-SYNC,,,,,,,,OCA-MAIL-SYNC,,,
U,,,,,,,,OCA-MAIL-SYNC,,,
DPC,,,,,DPC,,,,,,
AR-MCA CAL&STAT DUMP,,,,,AR-MCA CAL&STAT DUMP,,,,,,
ACS-H/O-USOS-TO-RS,,,,,,ACS-H/O-USOS-TO-RS,,,,,
-S GNC-PPL-U/L,,,,,,,GNC-PPL-U/L,,,,
B EPS TT CMD U/L,,,,,,,EPS TT CMD U/L,,,,
D KU-BD MASK ENA,,,,,,,KU-BD MASK ENA,,,,
ACS-CMD-CCDB-ATT-CHG,,,,,,,ACS-CMD-CCDB-ATT-CHG,,,,
VALIDITY CHECK INHBT,,,,,,,,VALIDITY CHECK INHBT,,,
RS-TRANS TO PROX OPS,,,,,,,,RS-TRANS TO PROX OPS,,,
ADVASC PLANT GROWTH,,,,,,,,,ADVASC PL,,
BONNER BALL CLCT,,,,,,,,,BONNER BA,,
CGBA PROCESSING,,,,,,,,,CGBA PROC,,
CPCG-H CRYSTAL GRWTH,,,,,,,,,CPCG-H CR,,
DOSMAP DATA CLCT,,,,,,,,,DOSMAP DA,,
EXPRESS RACK 1 OPS,,,,,,,,,EXPRESS R,,
PCG-STES 009 GROWTH,,,,,,,,,PCG-STES,,
PCG-STES 010 GROWTH,,,,,,,,,PCG-STES,,
TORSO DATA CLCT,,,,,,,,,TORSO DAT,,
P MAMS NOMINAL OPS,,,,,,,,,MAMS NOMI,,
L PRO HRF RFCA PWRUP,,,,,PRO HRF RFCA PWRUP,,,,,,
CPO HRF STRTUP,,,,,,CPO HRF STRTUP,,,,,
ADVASC LOG DATA DUMP,,,,,,ADVASC LOG DATA DUMP,,,,,
ADVASC ENV DATA DUMP,,,,,,ADVASC ENV DATA DUMP,,,,,
HRF PC DATA D/L&CMD,,,,,,HRF PC DATA D/L&CMD,,,,,
MAMS COMMANDING 5,,,,,,MAMS COMMANDING 5 MAMS COMMANDING 5,,,,,
MAMS STORED DATA D/L,,,,,,MAMS STORED DATA D/L,,,,,
CPO HRF SHTDN,,,,,,CPO HRF SHTDN,,,,,
PRO HRF RFCA PWRDN,,,,,,,PRO HRF RFCA PWRDN,,,,
CGBA PARAM COMMAND,,,,,,,,CGBA PARAM COMMAND,,,
ACS-H/O-USOS-TO-RS,,,,,,ACS-H/O-USOS-TO-RS,,,,,
R RS-TRANS TO PROX OPS,,,,,,,,RS-TRANS TO PROX OPS,,,
S,,,,,,,,,,,
,,,,,♣PSYCH-CREW HAB1-4Q2U-E2ST,ISS 2 BASCIACM - С Б Е МКА-БИОСФЕРА,,♥PHONE-IMS,♠EXERCISE-R,,
,,,,,φHMS-PMC,⊕CAMCODER-PREP,,∇ADVASC NUTRIENT SMPL ∆EXERCISE-VELO,,,
,,,,,,♦КРИОГЕМ-03М-PREP,,◊ADVASC CONDENS SMPL,,,
,,,,,•PSYCH-CREW HAB-QUEST,,⊕LAB PL STATUS/MONITR∗ADVASC GAS SMPL,,,,
,,,,,♣PSYCH-CREW HAB-QUEST,,,,,,
,NOTES:,,,,,,,,,,
,,,,,,ISS-2 2 2 - M A Y - 0 1  SHORT TERM PLAN GMT 142,,Final Integrated,,,
CT,05/22/01,,,,,19 20  21 22,,05/23,01,,
,,,,,,05/23 01 02 03,,05,06,,
GMT,05/22/01,,,,,,,,,,
,DAY/NIGHT,,,,,,,,,,
I,ORBIT,,,,,2316 2317 2318,,2319,,,
S,DAILY ORBIT,,,,,2 3 4,,5,,,
,KU,,,,,,,,,,
S,TDRS,,,,,,,,,,
,S-BD,,,,,,,,,,
M,,,,,,,,,,,
C,,,,,,,,,,,
C,,,,,,,,,,,
ISS,GND,,,,,ALL VHF ALL VHF ALL VHF,,ALL VHF,,,
,-XPH +ZNN TEAISS ATTITUDE,,,,,FREE,,,,,
,,,,,,+ZLV +XVV TEA,,,,,
,ISS POWER,,,,,,,,,,
,USACHEV,,,,,ТКГ-4-СМ-DK PRESLEEP ТКГ-4-СМ-LK CH ♦ ,,♥ PRESLEEP SLEEP,,,
I,,,,,,,,,,,
S,VOSS,,,,,ТКГ-4-СМ-DK EXERCISE-RED ТКГ-4-СМ-LK CH ♦ ,,PRESLEEP SLEEP,,,
S,,,,,,,,,,,
,HELMS,,,,,ТКГ-4-СМ-DK EXERCISE-CEVIS FSS DRY-OUT/H2O PRG • PRESLEEP,,SLEEP,,,
K,,,,,,,,,,,
U,,,,,,,,,,,
600 WATT HTR INH,,,,,,,,,,,
PPS-BGA2B DIR POS TT,,,,,,,,,,,
VALIDITY CHECK INHBT,,,,,,VALIDITY CHECK INHBT,,,,,
600 WATT HTR ENA,,,,,,600 WATT HTR ENA,,,,,
S -MASS PROPERTIES,,,,,,MASS PROPERTIES,,,,,
B PPS-BGA2B AUTOTRACK,,,,,,PPS-BGA2B AUTOTRACK,,,,,
D RS-TRANS TO STD MODE,,,,,,RS-TRANS TO STD MODE,,,,,
ACS-ATT CTRL RS-US,,,,,,ACS-ATT CTRL RS-US,,,ACS-ATT CT,,
ACS-MOM MGMT-ACT,,,,,,ACS-MOM MGMT-ACT,,,ACS-MOM M,,
ACS-RS THRSTR-INH,,,,,,,,,,,
SPS-RPCM-BDT-DUMP,,,,,,,,,,,
ACS-H/O-USOS-TO-RS,,,,,,,,ACS-H/O-USOS-TO-RS,,,
ADVASC PLANT GROWTH,,,,,,,,,ADVASC PL,,
BONNER BALL CLCT,,,,,,,,,BONNER BA,,
CGBA PROCESSING,,,,,,,,,CGBA PROC,,
CPCG-H CRYSTAL GRWTH,,,,,,,,,CPCG-H CR,,
DOSMAP DATA CLCT,,,,,,,,,DOSMAP DA,,
P EXPRESS RACK 1 OPS,,,,,,,,,EXPRESS R,,
L PCG-STES 009 GROWTH,,,,,,,,,PCG-STES,,
PCG-STES 010 GROWTH,,,,,,,,,PCG-STES,,
TORSO DATA CLCT,,,,,,,,,TORSO DAT,,
MAMS NOMINAL OPS,,,,,,,,,MAMS NOMI,,
THOR RFCA CMD,,,,,,THOR RFCA CMD,,,,,
CPO ER2 STRTUP NOTFY,,,,,,CPO ER2 STRTUP NOTFY,,,,,
PRO ER2 CONFIG,,,,,,PRO ER2 CONFIG,,,,,
ISS-4P DOCK-MNVR,,,,,,,,,,,
ISS-4P DOCK,,,,,,ISS-4P DOCK,,,,,
ISS-POST 4P DCK-MNVR,,,,,,ISS-POST 4P DCK-MNVR,,,,,
R RS-TRANS TO STD MODE,,,,,,RS-TRANS TO STD MODE,,,,,
S ACS-ATT CTRL RS-US,,,,,,ACS-ATT CTRL RS-US,,,ACS-ATT CT,,
ACS-RS THRSTR-INH,,,,,,,,,,,
ACS-H/O-USOS-TO-RS,,,,,,,,ACS-H/O-USOS-TO-RS,,,
ACS RS MAN TO XPOP,,,,,,,,ACS RS MAN TO XPOP,,,
,,,,,,142-3 ISS 2 BASIC,,,,,
,,,,,,♦ТКГ-4-СМ-OP,,♥ТКГ-4-DEACT,,,
,,,,,,•IMS-FILE-PREP ССВП-БЗВ-INSTL,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
GMT,Crew,Activity / ODF or R/G,,,,,,,,,
06:00–06:10,,Morning inspection,,,,,,,,,
06:10–06:40,,Personal hygiene (post-sleep),,,,,,,,,
06:17–06:27,CDR,Private medical conference,,,,,,,,,
06:40–06:50,CDR,"MO-7: Calf volume measurement / MO Vol. 2, item 3.7, page 3-37",,,,,,,,,
06:40–06:50,FE-1,"MO-8: Body mass measurement. ? ????? ???? ? ./ MO Vol. 2, item 3.8.1, pages 3-42 to 3-44",,,,,,,,,
06:50–07:05,CDR,"MO-9: Biochemical analysis of urine/ MO Vol. 2, item 3.9, pages 3-53 to 3-60",,,,,,,,,
06:50–07:05,FE-1,"MO-8: Body mass measurement / MO Vol. 2, item 3.8.2, pages 3-45 to 3-47",,,,,,,,,
06:50–07:00,FE-2,"MO-7: Calf volume measurement / MO Vol. 2, item 3.7, page 3-37",,,,,,,,,
07:05–07:20,FE-2,"MO-8: Body mass measurement / MO Vol. 2, item 3.8.2, pages 3-45 to 3-47",,,,,,,,,
07:05–07:20,FE-1,"MO-9: Biochemical analysis of urine/ MO Vol. 2, item 3.9, pages 3-53 to 3-60",,,,,,,,,
07:20–07:30,FE-1,"MO-7: Calf volume measurement / MO Vol. 2, item 3.7, page 3-37",,,,,,,,,
07:20–07:35,FE-2,"MO-9: Biochemical analysis of urine/ MO Vol. 2, item 3.9, pages 3-53 to 3-60",,,,,,,,,
07:20–07:35,CDR,"MO-8: Body mass measurement / MO Vol. 2, item 3.8.2, pages 3-45 to 3-47",,,,,,,,,
07:30–07:45,FE-1,"MO-8: Body mass measurement. ????? ???. ????????./ MO Vol. 2, item 3.8.3,page 3-48",,,,,,,,,
07:40–08:30,"CDR, FE-2",BREAKFAST,,,,,,,,,
07:45–08:30,FE-1,,,,,,,,,,
08:30–08:45,,Daily planning conference,,,,,,,,,
08:45–09:15,,Work prep,,,,,,,,,
09:15–11:15,"CDR, FE-1",Emergency training landing / r/g,,,,,,,,,
09:15–09:55,FE-2,INTERACTIONS: data collection,,,,,,,,,
10:15–11:15,FE-2,Physical exercise (USOS plan),,,,,,,,,
11:14–12:44,CDR,Physical exercise (TVIS-2),,,,,,,,,
11:15–12:45,FE-1,Physical exercise (USOS plan),,,,,,,,,
12:04–12:44,FE-2,Maintenance of ? ? ?  per MCC GO,,,,,,,,,
12:45–13:45,,DINNER,,,,,,,,,
13:45–14:05,,PAO TV event (KU-band),,,,,,,,,
14:15–14:25,CDR,Inspection of ????-1 separator,,,,,,,,,
14:25–15:55,"CDR, FE-2",Installation of STOP tools on tool panels 2 and 3 / r/g,,,,,,,,,
14:30–14:55,FE-1,LAB payload status monitoring,,,,,,,,,
15:30–16:00,FE-1,DOSMAP: charging MDUs and transferring data,,,,,,,,,
15:54–16:54,CDR,Physical exercise (cycle-2),,,,,,,,,
16:10–16:25,FE-2,Private medical conference via OCA,,,,,,,,,
16:25–16:45,FE-2,Prep delta file for downlink,,,,,,,,,
16:30–16:45,FE-1,Private medical conference via OCA,,,,,,,,,
16:45–18:15,FE-2,Physical exercise (USOS plan),,,,,,,,,
17:10–17:40,CDR,DIATOMEA: study of the World Ocean / r/g,,,,,,,,,
17:15–18:15,FE-1,Physical exercise (USOS plan),,,,,,,,,
18:15–18:45,,Review plan for the next day,,,,,,,,,
18:45–19:00,,Daily planning conference,,,,,,,,,
19:00–19:30,,Report prep,,,,,,,,,
19:30–20:00,,DINNER,,,,,,,,,
20:00–20:30,,Daily food ration prep,,,,,,,,,
20:30–21:30,,Personal hygiene (pre-sleep),,,,,,,,,
21:30–06:00,,SLEEP,,,,,,,,,
GMT,Crew Activity / ODF or R/G,,,,,,,,,,
06:00 - 06:10,. Morning inspection,,,,,,,,,,
06:10 - 06:40,. Post-sleep,,,,,,,,,,
06:40 - 07:30,. BREAKFAST,,,,,,,,,,
07:30 - 08:00,. Prep for activities,,,,,,,,,,
08:00 - 08:15,. Daily planning conference,,,,,,,,,,
,Record address for Telemedicine Conference in Florida and Memorial Day at the,,,,,,,,,,
08:15 - 08:40,.,,,,,,,,,,
,White House (PAO),,,,,,,,,,
08:40 - 09:10,FE-1 Install film in Hasselbad camera,,,,,,,,,,
08:40 - 09:40,"CDR Clean gas-liquid heat exchanger (?? ?) grid / ? ? ?? ??  para..4.5.2, pp.4-9",,,,,,,,,,
08:55 - 09:15,FE-2 Review HRF activity procedures,,,,,,,,,,
09:15 - 09:45,FE-1 Deactivate EARTHKAM equipment,,,,,,,,,,
09:15 - 09:25,FE-2 Examine EPS/SD of the HRF rack,,,,,,,,,,
09:45 - 11:15,CDR Physical exercise (TVIS – 2),,,,,,,,,,
09:45 - 10:05,FE-2 Disconnect PC HRF from UOP,,,,,,,,,,
09:45 - 10:05,FE-1 Maintenance on BONNER BALL,,,,,,,,,,
10:05 - 11:35,FE-2 Physical exercise (active rest) (? .? .),,,,,,,,,,
10:05 - 10:30,FE-1 Payload H/W checkout in LAB,,,,,,,,,,
11:05 - 12:05,FE-1 Physical exercise (active rest) (? .? .),,,,,,,,,,
11:15 - 11:55,CDR LSS (? ? ? ) on MCC go,,,,,,,,,,
11:35 - 12:05,FE-2 Initial activation of HRF rack,,,,,,,,,,
12:05 - 12:30,. Call to ISS 2 and ISS 3 crews,,,,,,,,,,
12:30 - 13:30,. LUNCH,,,,,,,,,,
13:30 - 13:50,FE-1 Prepare for delta file downlink / Radiogram 1181,,,,,,,,,,
13:30 - 15:10,"CDR Clean SM ventilation grids / ? ? ?? ? ?  paras. 4.5.3-4.5.5, pp.4-9 through 4-10",,,,,,,,,,
13:35 - 13:50,FE-2 Configure HRF,,,,,,,,,,
13:50 - 15:05,FE-1 Photo and video imaging,,,,,,,,,,
13:50 - 16:20,FE-2 Checkout of HRF rack,,,,,,,,,,
15:05 - 15:15,FE-1 ???? XFER,,,,,,,,,,
15:15 - 15:25,FE-1 Conference with TVIS experts (via Sband),,,,,,,,,,
15:25 - 16:55,FE-1 Physical exercise (RED),,,,,,,,,,
15:50 - 16:20,CDR DIATOMEYA. Research on World Ocean waters / Radiogram 1179,,,,,,,,,,
16:20 - 16:35,FE-2 HRF rack deadfacing,,,,,,,,,,
16:35 - 16:45,FE-2 Disconnect HRF rack from PC,,,,,,,,,,
16:45 - 17:45,FE-2 Physical exercise (active rest),,,,,,,,,,
,"Research on cardiac bioelect. activity at rest / ? ?  book.2, para.3.2, pp.3-7",,,,,,,,,,
16:55 - 17:25,"CDR, FE-1 through 3-12 To=17:08",,,,,,,,,,
17:25 - 17:45,"FE-1 Dosimeter data prep for downlink, MDU dosimeter recharge",,,,,,,,,,
17:35 - 17:45,CDR Inspection of  ????-1 separator,,,,,,,,,,
17:50 - 18:20,. Review plan,,,,,,,,,,
18:20 - 18:50,. Prepare report,,,,,,,,,,
18:50 - 19:10,.,Daily food ration prep,,,,,,,,,
19:10 - 19:25,.,Daily planning conference,,,,,,,,,
19:25 - 19:45,.,Call to USOS Flight Director,,,,,,,,,
19:45 - 20:00,.,Daily food ration prep,,,,,,,,,
20:00 - 20:30,.,DINNER,,,,,,,,,
20:30 - 21:30,.,Pe-sleep,,,,,,,,,
21:30 - 06:00,.,SLEEP,,,,,,,,,
Time,Crew,Activity / Ref. to ODF or radiogram,,,,,,,,,
06:00-06:10,,Morning inspection,,,,,,,,,
06:10-06:40,"CDR, FE-1, FE-2,CR-1, CR-3",Post-sleep,,,,,,,,,
06:10-06:20,CR-2,Post-sleep,,,,,,,,,
06:20-06:40,CR-2,PLASMA CRYSTAL. Preparation / radiogram,,,,,,,,,
06:40-07:30,,Breakfast,,,,,,,,,
07:30-08:00,,Preparation for work,,,,,,,,,
08:00-08:15,"CDR, FE-1, FE-2,CR-3",Daily planning conference,,,,,,,,,
08:04-08:24,CR-1,"?? ? ? ? ? ? ? ? ? ? ?  (""SOUNDING"") / Video imaging ofKazakhstan / radiogram 1056n",,,,,,,,,
08:05-08:35,CR-2,PLASMA CRYSTAL-3. Downlink video. / R/G 1085,,,,,,,,,
08:15-08:45,FE-1,Transfer Dosmap Dostel data to HRF computer for downlink /DOSMAP - DOSIMETRIC MAPPING: Nominals: DOSTELData Download,,,,,,,,,
08:15-09:45,CR-3,Amateur still and video photography.,,,,,,,,,
08:15-08:35,FE-2,Lab payload equipment check,,,,,,,,,
08:15-08:30,CDR,"Regenerate ? ??  ? 2 absorbing cartridge (start). SM ? ? ??ODF, item 7.3, p. 7-3, step 1",,,,,,,,,
08:30-09:10,CDR,"Replace filters on dust collectors ? ? 1 and ? ? 2 in FGB / FGB? ? , item 5.2.1, p. 5-8",,,,,,,,,
08:45-09:05,FE-1,Bonner Ball - maintenance / BBND - Bonner Ball NeutronDetector Experiment: Nominals: Bonner Ball Neutron DetectorStatus Check /,,,,,,,,,
08:45-09:40,CR-2,PLASMA CRYSTAL-3. Operations with video monitor andcomputer / radiogram,,,,,,,,,
09:10-10:00,FE-2,"Data collection for ""Interactions""",,,,,,,,,
09:05-09:35,FE-1,TORSO S/U-ACT PART2 (TORSO installation and activation),,,,,,,,,
09:10-09:20,CDR,Inspection of ? ? ? ? -1 separator,,,,,,,,,
09:20-09:40,? ? -1,"? ??? ? ?  (""VZGLYAD""). Photography session / r/g 1052",,,,,,,,,
09:35-09:55,FE-1,Install device for measuring radiation (DOSMAP),,,,,,,,,
09:20-09:40,CDR,"? ??? ? ?  (""VZGLYAD""). Photography session / r/g 1052",,,,,,,,,
09:55-10:05,FE-1,Charge device for measuring radiation (DOSMAP),,,,,,,,,
09:40-09:55,CDR,? ? ? ? ? ?  (URAGAN) Observations. R/G 1084,,,,,,,,,
09:40-10:00,CR-1,Photography of PLASMA CRYSTAL experiment / radiogram1085,,,,,,,,,
09:40-11:00,CR-2,PLASMA CRYSTAL-3. Experiment / radiogram,,,,,,,,,
10:00-10:30,FE-2,Equipment activation for ? ? G,,,,,,,,,
10:05-10:25,FE-1,DOSMAP checkout,,,,,,,,,
10:05-10:45,CDR,"Life-support system (? ? ?) maintenance (Replace ElektronCWC, ? ? ? -?  [urine container], ? ? ? -C?  [rinse watercontainer] on MCC go)",,,,,,,,,
10:45-12:15,FE-1,Physical exercise - per USOS program,,,,,,,,,
10:50-11:50,FE-2,Physical exercise - per USOS program,,,,,,,,,
11:00-11:20,CR-2,PLASMA CRYSTAL-3. Experiment conclusion / R/G 1085,,,,,,,,,
11:15-11:30,CR-1,"?? ? ? ? ? ? ? ? ? ? ?  [""SOUNDING""] / Video imaging ofKazakhstan /.R/G 1056n",,,,,,,,,
11:45-13:15,"CDR, CR-1, CR-2,CR-3",LUNCH,,,,,,,,,
11:57-12:12,FE-2,MAMS activation / MAMS - Microgravity AccelerationMeasurement System: Nominals: MAMS Activation,,,,,,,,,
12:15-13:15,"FE-1, FE-2",LUNCH,,,,,,,,,
13:15-16:45,"FE-1, FE-2",ISS restow after 6?,,,,,,,,,
13:15-13:55,CDR,"Experiment ""? ???? ?????????"" (""Interactions"")/ NTXN -Interactions: Nominals: HRF Interactions ExperimentOperations/ steps 1.2 - 7. When completed, do not do) [sic]",,,,,,,,,
13:15-14:15,"CR-1, CR-2",FUJI. Still and video photography / radiogram,,,,,,,,,
13:15-18:15,CR-3,Still and video photography (amateur) /,,,,,,,,,
14:05-14:15,CDR,"Charge Camcorder battery / SM Video and Audio ODF / p. 2-2,item 2.2",,,,,,,,,
14:15-14:45,"CDR, CR-1, CR-2","? ? ? ? ? ?? ?  [""DIATOMEYA""] Study of the area of theWorld Ocean /  radiogram 1078",,,,,,,,,
14:45-15:55,CDR,"Still and video photography for ""Popular Mechanics"" magazine(help) / ??/?.4.2.1.1 p. 4-12 to 4-13",,,,,,,,,
14:45-16:15,"CR-1, CR-2","Still and video photography for ""Popular Mechanics"" magazine/ ??/?.4.2.1.1 p. 4-12 to 4-13",,,,,,,,,
15:55-16:55,CDR,Physical exercise (active rest),,,,,,,,,
16:15-17:45,"CR-1, CR-2","Photo and video photography of ""Lego"" products / ?? / item4.2.2.1, pp. 4-13 to 4-14",,,,,,,,,
16:45-17:15,FE-1,Record data from DOSMAP,,,,,,,,,
16:45-18:15,FE-2,Physical exercise - per USOS program,,,,,,,,,
16:55-17:55,CDR,Physical exercise (active rest),,,,,,,,,
17:15-18:15,FE-1,Physical exercise - per USOS program,,,,,,,,,
17:45-18:35,CR-2,PLASMA CRYSTAL-3. Copy data from hard drive; stowvideo camera / radiogram,,,,,,,,,
17:55-18:15,CDR,Prepare for ?? -21. Charge power unit. / MedOps book 2/item,,,,,,,,,
,,"4.1.1.1, p. 4-2",,,,,,,,,
18:15-18:45,"CDR, CR-1, CR-3",Report preparation,,,,,,,,,
18:15-18:45,"FE-1, FE-2",Preparation for work,,,,,,,,,
18:45-19:15,,Familiarization with the following day plan,,,,,,,,,
19:15-19:30,,Daily evening planning conference,,,,,,,,,
19:30-20:00,,DINNER,,,,,,,,,
20:00-20:10,"CR-1, CR-2","? ? ? ? ? ? ? ? ?  [""DASTARKHAN""] / Fill in questionnaire onspecial food items / radiogram",,,,,,,,,
20:00-20:30,"CDR, FE-1, FE-2,CR-3",Daily food ration prep,,,,,,,,,
20:10-20:30,"CR-1, CR-2",Daily food ration prep,,,,,,,,,
20:30-21:30,"FE-1, FE-2, CR-1,CR-2, CR-3",Pre-sleep,,,,,,,,,
20:30-21:15,CDR,Pre-sleep,,,,,,,,,
21:15-21:30,CDR,"Regenerate ? ??  ? 2 absorbing cartridge (finish). / SM ? ? ??ODF, item 7.3 [unexpected end of file in Russian original]",,,,,,,,,
GMT,Crew,Activity / ODF or R/G,,,,,,,,,
06:00-06:10,"FE-1,FE-2",Morning inspection,,,,,,,,,
06:00-06:10,CDR,Private medical conference,,,,,,,,,
06:10-06:40,.,Post-sleep,,,,,,,,,
06:40-07:30,.,Breakfast,,,,,,,,,
07:30-08:00,"FE-1,FE-2",Prep for activities,,,,,,,,,
07:35-07:50,CDR,URAGAN. Visual observations / RG 1161,,,,,,,,,
08:10-08:25,.,Daily planning conference,,,,,,,,,
08:25-09:15,CDR,"?? ?? test on SM / ?? ?? pp.13 ,14  para.2.4",,,,,,,,,
08:25-08:55,FE-1,IRED and HRM data load to ? ? ?,,,,,,,,,
08:30-08:55,FE-2,Checkout payload H/W in LAB,,,,,,,,,
08:55-09:10,FE-1,TORSO data transfer  to TEPS,,,,,,,,,
08:55-10:25,FE-2,Exercise on IRED,,,,,,,,,
09:10-09:25,FE-1,TORSO CPDS DATA XFER. Tuning & activation,,,,,,,,,
,,Temporary closing of Vozdukh emergency vacuum valves (???) /,,,,,,,,,
09:15-09:35,CDR,,,,,,,,,,
,,? ? ??  ? ?  para.6.10 pp.6-7,,,,,,,,,
09:25-10:25,FE-1,Exercise on TVIS,,,,,,,,,
09:50-10:00,CDR,?? ??  test discussion via S-band,,,,,,,,,
10:25-10:30,"FE-1,FE-2",Calibration of SSRMS Hand Controller,,,,,,,,,
10:30-10:50,"FE-1,FE-2",Deployment of SSRMS,,,,,,,,,
10:50-11:30,"FE-1,FE-2",Maneuver SSRMS,,,,,,,,,
10:30-11:30,CDR,Exercise on TVIS-1,,,,,,,,,
11:30-12:30,.,Lunch,,,,,,,,,
,,"Preventive maintenance on SM ventilation H/W / ? ? ?? ??  para. 4.5.6,",,,,,,,,,
12:30-16:00,CDR,,,,,,,,,,
,,pg.4-10 through 4-11,,,,,,,,,
12:30-13:20,"FE-1,FE-2",Maneuver SSRMS,,,,,,,,,
13:20-14:50,"FE-1,FE-2",Checkout of SSRMS without load,,,,,,,,,
14:50-15:00,"FE-1,FE-2",Checkout of  MSS LEE,,,,,,,,,
15:00-15:15,FE-1,Retraction of SSRMS,,,,,,,,,
15:00-15:20,FE-2,Retraction of SSRMS,,,,,,,,,
15:15-15:25,FE-1,HAM Radio com pass,,,,,,,,,
15:25-15:30,"FE-1,FE-2",Reconfigure MSS Video,,,,,,,,,
15:35-17:05,FE-1,Exercise on IRED,,,,,,,,,
15:35-15:55,FE-2,Prep for delta file downlink,,,,,,,,,
16:00-17:00,CDR,Exercise on cycle ergometer-1,,,,,,,,,
16:05-17:05,FE-2,Exercise on CEVIS,,,,,,,,,
17:15-17:30,.,Meeting with mass media,,,,,,,,,
17:40-18:15,CDR,LSS (? ? ? ) maintenance on MCC go,,,,,,,,,
17:30-17:45,FE-1,TORSO CPDS  XFER END.,,,,,,,,,
,FE-1 help,Study of cardiac bioelectrical activity at rest /,,,,,,,,,
17:55-18:25,,,,,,,,,,,
,FE-2,? ?  ??.2 ?.3.2 ?? ?.3-7 ?? 3-12 To=18:10,,,,,,,,,
18:15-18:45,CDR,Review plan,,,,,,,,,
18:25-18:45,"FE-1, FE-2",,,,,,,,,,
18:45-19:15,.,Prepare report,,,,,,,,,
19:15-19:30,.,Daily planning conference,,,,,,,,,
19:30-20:00,.,Dinner,,,,,,,,,
20:00-20:30,.,Daily food ration prep,,,,,,,,,
20:30-21:30,.,Pre-sleep,,,,,,,,,
21:30-06:00,.,SLEEP,,,,,,,,,
GMT,Crew,Activity / ODF or R/G,,,,,,,,,
06:00–06:10,,Morning inspection,,,,,,,,,
06:10–06:40,,Personal hygiene (post-sleep),,,,,,,,,
06:40–07:30,,BREAKFAST,,,,,,,,,
07:30–07:45,,Daily planning conference,,,,,,,,,
07:45–08:15,,Work prep,,,,,,,,,
08:15–08:50,CDR,IMS ops,,,,,,,,,
