0,1,2,3,4,5,6,7,8
11:10-11:20,,FE-1,,Payload synchronization unit (БСПН). Log-file downlink Tag-up with specialists,,,,
12:10-13:10,,,,LUNCH,,,,
13:10-13:55,,"FE-2-16,FE-2",,SSRMS Р6 grapple,,,,
13:10-13:30,,FE-1,,MATRYOSHKA-R. Monitor Liulin-5 hardware readings,,,,
13:30-14:10,,FE-1,,N2 transfer from the Shuttle to the ISS (term),,,,
13:40-16:10,,CDR,,Outfitting avionics rack in Node2,,,,
13:55-16:25,,FE-2-16,,Outfitting avionics rack in Node2,,,,
14:10-14:50,,FE-1,,СОЖ maintenance,,,,
14:25-15:10,,FE-2,,AmiA filter installation in LAB1O5,,,,
14:50-16:20,,FE-1,,Physical Exercise (RED) Day 4,,,,
15:10-16:10,,FE-2,,Physical Exercise (TVIS),,,,
16:10-16:25,,FE-2,,IWIS system RSU sensor re-install,,,,
16:15-16:25,,CDR,,PAO hardware setup,,,,
16:20-16:25,,FE-1,,DCS battery charging,,,,
16:25-16:40,,,,Daily Planning Conference (S-band),,,,
16:40-17:40,,.,,EVA procedure review,,,,
17:40-17:45,,FE-1,,"Transfer TVIS, RED, HRM, and CEVIS data to MEC.",,,,
17:45-18:05,,,,PAO event from NODE2 (Ku + S-band),,,,
18:10-18:40,,,,DINNER,,,,
18:40-19:10,,,,Daily food prep,,,,
19:10-20:10,,,,Pre-sleep,,,,
20:10-04:40,,,,SLEEP,,,,
GMT,CREW,ACTIVITY,,,,,,
06:00-06:10,,Morning inspection,,,,,,
06:10-06:40,Post-sleep,,,,,,,
06:40-07:30,BREAKFAST,,,,,,,
07:30-07:55,Prep for Work,,,,,,,
07:55-08:10,Daily Planning Conference (S-band),,,,,,,
08:10-12:10,CDR,Recovery of КОБ2 [Internal Thermal Loop] Replaceable Pump Panel 4СПН1.Tagup with specialists (S-band),,,,,,
08:20-09:20,FE-1,Crew departure prep,,,,,,
08:30-08:35,FE-2,Payload status check,,,,,,
08:35-08:50,US Ground Site VHF Test,,,,,,,
08:55-09:55,Physical Exercise (CEVIS),,,,,,,
09:20-09:40,FE-1,PLANTS-1. Data collection and downlink,,,,,,
09:55-11:25,FE-2,Physical Exercise (RED),,,,,,
11:10-11:50,FE-1,REFLOTRON hardware health check,,,,,,
11:25-12:10,FE-2,Cleaning and Stowage of Coax Cable after ISL/JSL Transition,,,,,,
12:10-13:10,,LUNCH,,,,,,
13:10-14:25,FE-1,Progress 361 - DC1 Interface Leak Check,,,,,,
13:10-13:20,FE-2,MELFI - Dewar tray exchange,,,,,,
13:20-13:30,"MSG - SAME Experiment Daily Startup, step 1",,,,,,,
13:30-14:15,MAS air sampling,,,,,,,
13:45-14:25,CDR,СОЖ Maintenance.,,,,,,
14:15-15:30,FE-2,Surface Sample Kit (SSK) Collection/Incubation,,,,,,
14:25-14:45,"CDR, FE-1",Opening DC1-СУ and СУ-Progress Transfer Hatches,,,,,,
14:45-15:05,FE-1,Installing quick release screw clamps,,,,,,
14:45-16:45,CDR,"Physical Exercise (TVIS), Day 1",,,,,,
15:05-15:50,FE-1,"Progress deactivation, air duct installation",,,,,,
15:30-16:15,FE-2,Microbiological analysis T+2.,,,,,,
15:50-16:10,FE-1,IMS update,,,,,,
16:10-16:45,Evening work prep,,,,,,,
16:15-16:35,FE-2,SSC router reconfig for Return on Shuttle flight 10А,,,,,,
16:35-17:15,Hardware Pre-pack for Return on 10A,,,,,,,
16:45-18:45,FE-1,"Physical Exercise (TVIS), Day 1",,,,,,
16:45-17:45,CDR,Removal of docking mechanism from transfer hatch coverInstallation of ИП-1 sensors,,,,,,
17:15-17:45,FE-2,OUM-PFE – hardware installation,,,,,,
17:45-18:10,CDR,Evening work prep,,,,,,
17:45-18:00,FE-2,Questionnaire - journal entry,,,,,,
18:00-18:15,Evening work prep,,,,,,,
18:10-19:10,CDR,Crew departure prep,,,,,,
GMT,,CREW,,ACTIVITY,,,,
06:00-06:10,,,,Morning inspection,,,,
06:10-06:30,,FE-2,,Post-sleep,,,,
06:10-06:25,,FE-1,,,,,,
06:10-06:25,,CDR,,МО-8. Configuration Set-up,,,,
06:25-06:40,,FE-1,,Biochemical urine test,,,,
06:25-06:40,,CDR,,Body mass measurement,,,,
06:30-06:40,,FE-2,,Calf volume measurement,,,,
06:40-06:45,,FE-1,,Post-sleep,,,,
06:40-06:55,,CDR,,Biochemical urine test,,,,
06:40-06:55,,FE-2,,Body mass measurement,,,,
06:45-06:55,,FE-1,,Calf volume measurement,,,,
06:55-07:05,,CDR,,,,,,
06:55-07:10,,FE-2,,Biochemical urine test,,,,
06:55-07:10,,FE-1,,Body mass measurement,,,,
07:05-07:35,,CDR,,Post-sleep,,,,
07:10-07:20,,FE-2,,,,,,
07:10-07:20,,FE-1,,,,,,
07:20-07:55,,"FE-2, FE-1",,BREAKFAST,,,,
07:35-07:55,,CDR,,,,,,
07:55-08:10,,,,Daily Planning Conference (S-band),,,,
08:10-08:15,,,,BREAKFAST,,,,
08:15-08:30,,,,ISS crew and ГОГУ (RSA Flight Control Team) weekly conference (S-band),,,,
08:30-08:50,,CDR,,BREAKFAST,,,,
08:30-08:40,,"FE-1, FE-2",,,,,,
08:40-09:05,,FE-2,,TVIS Monthly Maintenance,,,,
08:45-09:45,,FE-1,,Crew departure prep,,,,
08:50-09:05,,CDR,,Photo/video of Malaysia for VC13,,,,
09:05-09:10,,CDR,,BREAKFAST,,,,
09:05-10:05,,FE-2,,Physical Exercise (TVIS),,,,
09:10-09:20,,CDR,,MO-8. Close-out ops,,,,
09:20-09:45,,CDR,,Prep for Work,,,,
09:45-10:00,,"CDR, FE-1",,IMS tagup (S-band),,,,
10:00-10:30,,"CDR, FE-1assistance",,Periodic Health Status,,,,
10:05-11:35,,FE-2,,Physical Exercise (RED),,,,
10:30-12:00,,FE-1,,"Physical Exercise (TVIS), Day 3",,,,
10:30-11:20,,CDR,,Crew departure prep,,,,
11:20-11:25,,CDR,,Switch VOZDUKH to Automatic Control Mode,,,,
11:35-11:45,,FE-2,,CWC audit,,,,
11:45-12:00,,FE-2,,Rebooting all PCS (weekly),,,,
11:55-12:00,,CDR,,Switch VOZDUKH to Automatic Control Mode,,,,
12:00-12:30,,"FE-1, FE-2assistance",,Periodic Health Status,,,,
GMT,CREW,ACTIVITY,,,,,,
05:10-05:20,,Morning inspection,,,,,,
05:20-05:50,Post-sleep,,,,,,,
05:50-06:40,BREAKFAST,,,,,,,
06:40-06:55,Daily Planning Conference (S-band),,,,,,,
06:55-07:15,Prep for Work,,,,,,,
07:15-07:30,FE-1,Crew Familiarization with ISS,,,,,,
07:15-07:20,CDR,LAB Window Shutter Closure,,,,,,
07:15-07:20,FE-2,RWS Cable Connect,,,,,,
07:20-07:35,Questionnaire - journal entry,,,,,,,
07:20-08:50,CDR,Physical Exercise (RED),,,,,,
07:30-07:35,FE-1,Configuring comm before docking with STS-120 (10A),,,,,,
07:35-09:05,"Physical Exercise (TVIS), Day 4",,,,,,,
07:35-08:35,FE-2,Physical Exercise (CEVIS),,,,,,
08:35-10:05,Physical Exercise (RED),,,,,,,
08:50-09:50,CDR,Physical Exercise (CEVIS),,,,,,
09:05-10:05,FE-1,"Physical Exercise (VELO), Day 4",,,,,,
09:50-09:55,CDR,Confuguration of headset cables for R-Bar Pitch Maneuver (RPM) Operations,,,,,,
09:55-10:25,IWIS RSU installation,,,,,,,
10:05-10:35,"FE-1, FE-2",Photo/TV equipment set up check,,,,,,
10:25-11:25,CDR,LUNCH,,,,,,
10:35-11:35,"FE-2, FE-1",,,,,,,
11:25-11:30,CDR,Video activation for RPM,,,,,,
11:30-11:35,Camera timer set up for Orbiter approach,,,,,,,
11:35-11:40,"FE-1, FE-2",Photo/video equipment set up for Orbiter,,,,,,
11:40-11:55,Filming of Shuttle Approach RPM maneuver,,,,,,,
11:40-11:45,CDR,Camera timer activation for Orbiter approach,,,,,,
11:55-12:05,FE-2,Disconnect Express Rack 1 (ER1) from the LAB Internal Thermal ControlSystem (ITCS) on RIP LAO2,,,,,,
11:55-12:40,FE-1,Crew Familiarization with ISS,,,,,,
11:55-12:15,CDR,P/TV Docking Video,,,,,,
12:15-12:25,Preparing Orbiter approach images for downlink,,,,,,,
12:15-12:35,FE-2,PMA2 Arrival Config,,,,,,
12:35-12:45,RPM Maneuver Camera Deactivation,,,,,,,
12:40-13:25,FE-1,IWIS installation,,,,,,
12:45-13:45,FE-2,DCS 760 photo camera config for EVA,,,,,,
13:00-13:30,CDR,Post-docking hatch leak check,,,,,,
13:25-13:30,FE-1,USOS/RS comm. config with docked Shuttle,,,,,,
13:30-13:50,IMS update,,,,,,,
13:45-13:50,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC,,,,,,
GMT,CREW,ACTIVITY,,,,,,
04:40-04:50,"FE-1, FE-2",Morning Inspection,,,,,,
04:40-04:45,FE-2-16,Immune - Liquid Saliva Sample Collection FE2-16,,,,,,
04:40-04:45,CDR,Immune - Liquid Saliva Sample Collection CDR,,,,,,
04:45-05:15,FE-1,Post-sleep,,,,,,
04:45-04:55,"CDR, FE-2-16",Morning Inspection,,,,,,
04:50-05:20,FE-2,Post-sleep,,,,,,
04:55-05:25,"CDR, FE-2-16",,,,,,,
05:15-05:25,FE-1,,,,,,,
05:25-05:35,FE-1,BREAKFAST,,,,,,
05:25-06:00,CDR,,,,,,,
05:20-06:10,FE-2,,,,,,,
05:25-06:15,FE-2-16,,,,,,,
05:35-05:50,FE-1,Regeneration of Micropurification unit (БМП) Ф1 cartridge (start),,,,,,
05:50-06:00,Daily planning conference (VHF1),,,,,,,
06:00-06:05,HAM Radio Powerdown in SM,,,,,,,
06:00-06:25,CDR,EVA - Break/Pre-breathe,,,,,,
06:05-06:45,FE-1,BREAKFAST,,,,,,
06:10-06:35,FE-2,Prep for Work,,,,,,
06:15-06:45,FE-2-16,,,,,,,
06:35-07:35,FE-2,Physical Exercise (СЕVIS),,,,,,
06:45-07:15,FE-1,Prep for Work,,,,,,
06:55-07:00,FE-2-16,Lab Window Shutter Close,,,,,,
07:25-08:25,SSRMS intermediate position,,,,,,,
07:25-07:35,FE-1,Crew Familiarization with ISS,,,,,,
07:35-09:05,"Physical Exercise (VELO), Day 1",,,,,,,
07:35-09:05,FE-2,Physical Exercise (RED),,,,,,
07:55-08:10,CDR,EMU purge,,,,,,
08:10-09:00,Pre-breathe in EMU,,,,,,,
08:40-09:10,FE-2-16,P6 Maneuver to Pre-Install Setup,,,,,,
09:00-09:30,CDR,Crew Lock depress,,,,,,
09:05-10:05,FE-1,Physical Exercise (RED),,,,,,
09:10-10:05,FE-2-16,Physical Exercise (CEVIS),,,,,,
09:30-09:35,CDR,Terminate pre-breathe,,,,,,
10:05-12:15,FE-2-16,P6 Installation with SSRMS support,,,,,,
10:05-10:15,FE-1,Crew Familiarization with ISS,,,,,,
10:15-11:15,"CDR, FE-1,FE-2",LUNCH,,,,,,
11:15-12:30,"FE-2, FE-1",Removal of fastening bolts,,,,,,
11:15-11:45,CDR,IV-CPDS Memory drive format and verification,,,,,,
GMT,CREW,ACTIVITY,,,,,,
05:00-05:10,,Morning Inspection,,,,,,
05:10-05:25,FE-2,Post-sleep,,,,,,
05:10-05:20,CDR,"Calf volume measurement (Use Kit ИЗОГ No. 82, b/c 00044470R,СМ1РО_2_MEDCABINET_cont. 3)",,,,,,
,FE-1,МО-8. Set-up,,,,,,
05:20-05:35,CDR,Body mass measurement,,,,,,
05:20-05:40,FE-1,Post-sleep,,,,,,
05:25-05:35,FE-2,Calf volume measurement,,,,,,
05:35-05:50,Body mass measurement,,,,,,,
05:35-06:05,CDR,Post-sleep,,,,,,
05:40-05:50,FE-1,"Calf volume measurement (Use Kit ИЗОГ No. 82, b/c 00044470R,СМ1РО_2_MEDCABINET_cont. 3)",,,,,,
05:50-06:05,Body mass measurement,,,,,,,
05:50-06:05,FE-2,Post-sleep,,,,,,
06:05-06:55,"CDR, FE-2",BREAKFAST,,,,,,
06:05-06:15,FE-1,MO-8. Close-out ops,,,,,,
06:15-06:25,Post-sleep,,,,,,,
06:25-07:15,BREAKFAST,,,,,,,
06:55-07:15,"CDR, FE-2",Prep for Work,,,,,,
07:15-07:30,,Daily Planning Conference (S-band),,,,,,
07:30-07:40,"CDR, FE-2",Prep for Work,,,,,,
07:30-11:10,FE-1,"Recovery of КОБ1, КОБ2 [Internal Thermal Loop]s. Tagup with specialists (S-band)",,,,,,
07:40-07:50,FE-2,Power up PCS,,,,,,
07:50-09:20,CDR,Physical Exercise (CEVIS),,,,,,
08:20-09:20,FE-2,Physical Exercise (RED),,,,,,
09:20-10:50,FE-2,Physical Exercise (CEVIS),,,,,,
09:20-10:20,CDR,Physical Exercise (RED),,,,,,
10:25-10:55,CDR,Start Filling CWC from the Lab Condensate Tank,,,,,,
10:50-11:05,FE-2,CCAA switchover,,,,,,
11:05-11:20,Hardware Pre-pack for Return on Shuttle flight 10A,,,,,,,
11:10-11:35,FE-1,"Prep for TV PAO dedicated to 80th Anniversary of Moscow Research andDevelopment Institute for Radio Communication (То = 11:10, Т1, Т2, Т3activation from СПП)",,,,,,
11:35-12:05,FE-1,"Recovery of КОБ1, КОБ2 [Internal Thermal Loop]s. Tagup with specialists (S-band)",,,,,,
11:40-12:10,FE-2,O2 transfer reconfig,,,,,,
11:55-12:10,CDR,Terminate filling CWC from Lab Condensate Tank,,,,,,
12:05-12:10,FE-1,On MCC Go ISS air repress from Progress 361 СрПК (start),,,,,,
12:10-13:10,,LUNCH,,,,,,
GMT,CREW,ACTIVITY,,,,,,
06:00-06:10,.,Morning Inspection,,,,,,
06:10-06:40,.,Post-sleep,,,,,,
06:40-07:30,.,BREAKFAST,,,,,,
07:30-07:45,.,Daily Planning Conference (S-band),,,,,,
07:45-08:45,FE-2,Physical Exercise (TVIS),,,,,,
07:45-08:15,"FE-1,CDR",Prep for Work,,,,,,
08:15-08:35,FE-1CDR-assists,24-hour ECG monitoring (start),,,,,,
08:35-08:50,FE-1,Progress 361 Rodnik Water Tank 1 [БВ1] Bladder Leak Check,,,,,,
08:45-11:45,FE-2,EMU sizing,,,,,,
08:45-09:45,CDR,Equipment pre-pack for return or disposal on Soyuz,,,,,,
08:50-09:20,FE-1,,,,,,,
09:20-09:25,FE-1,Progress 361 Rodnik Water Tank 1 [БВ1] Bladder Leak Check,,,,,,
09:25-09:45,FE-1,БСПН S/W upgrade. Tagup (S-band),,,,,,
09:55-10:00,FE-1,Progress 361 Rodnik Water Tank 1 [БВ1] Bladder Leak Check,,,,,,
10:00-10:30,FE-1,СОЖ Maintenance,,,,,,
10:15-11:45,CDR,"Physical Exercise (TVIS), day 2",,,,,,
10:30-10:35,FE-1,Progress 361 Rodnik Water Tank 1 [БВ1] Bladder Leak Check,,,,,,
10:35-11:05,FE-1,Crew departure prep,,,,,,
11:05-11:10,FE-1,Progress 361 Rodnik Water Tank 1 [БВ1] Bladder Leak Check,,,,,,
11:10-11:40,FE-1,Crew departure prep,,,,,,
11:40-11:45,FE-1,Progress 361 Rodnik Water Tank 1 [БВ1] Bladder Leak Check,,,,,,
11:45-12:15,.,ISS15/ISS16 Crew Conference (S-band),,,,,,
12:15-12:45,FE-1,Equipment pre-pack for return or disposal on Soyuz,,,,,,
12:15-13:00,FE-2,Microbiological analysis T+5.,,,,,,
12:30-13:30,CDR,"Physical Exercise (TVIS), day 2",,,,,,
12:45-13:00,FE-1,Progress 361 Rodnik Water Tank 1 [БВ1] Bladder Leak Check,,,,,,
13:00-13:20,FE-1,"Test TV downlink using HDTV camera (instead of v/c LIV). Tagup (S-band)(То=12:59, Т1, Т2, Т3 from СПП)",,,,,,
13:30-14:30,.,LUNCH,,,,,,
14:30-16:30,"FE-1,CDR",Setting Up Work Areas for VC-13,,,,,,
14:30-14:40,FE-2,EMU Payload Water Reservoir (PWR) Consolidation,,,,,,
14:40-15:05,FE-2,EMU PWR Consolidation And Degassing,,,,,,
15:05-16:05,FE-2,EMU: water dump and refill,,,,,,
16:05-16:25,FE-2,EMU UIA filter R&R,,,,,,
16:25-17:55,FE-2,Physical Exercise (RED),,,,,,
16:30-17:30,FE-1,"Physical Exercise (TVIS), day 2",,,,,,
16:30-17:40,CDR,"Measuring ДВ2 bus voltages in БСК-0,5-ТА075 circuits. Tagup (S-band)",,,,,,
17:30-19:00,FE-1,"Physical Exercise (TVIS), day 2",,,,,,
17:40-17:50,CDR,Activate Elektron and Monitor Secondary Purification Unit Temperature,,,,,,
17:55-18:05,FE-2,Nutrition: hardware setup,,,,,,
GMT,CREW,ACTIVITY,,,,,,
04:40-04:50,,Morning Inspection,,,,,,
04:50-05:20,,Post-sleep,,,,,,
05:20-06:10,,BREAKFAST,,,,,,
06:10-06:25,,Daily Planning Conference (S-band),,,,,,
06:25-06:40,"FE-2-16,FE-2",Prep for Work,,,,,,
06:25-06:35,"CDR, FE-1",Prep for Work,,,,,,
06:35-08:05,FE-1,"Replacing E-K pre-treat container and E-K hose in АСУ system. Install #609013(00046421R, СМ1РО_1_139_1).  Discard dismantled equipment. Updatestowage location in the IMS.",,,,,,
06:35-08:05,CDR,Physical Exercise (RED),,,,,,
06:40-06:50,"FE-2-16,FE-2",PAO hardware setup,,,,,,
06:50-09:50,"FE-2-16,FE-2",Handover,,,,,,
08:05-08:20,FE-1,Verify ИП-1 sensor installation,,,,,,
08:05-09:05,CDR,Physical Exercise (TVIS),,,,,,
08:20-09:05,FE-1,Crew Familiarization with ISS,,,,,,
09:05-09:30,FE-1,"TV PAO. Interview with the Kultura TV Channel (То=09:05, Т1,Т2,Т3 from СПП)",,,,,,
09:05-09:20,CDR,Work area setup for the HPA Experiment,,,,,,
09:30-10:50,FE-1,"Physical Exercise (CEVIS), Day 2",,,,,,
09:20-10:40,CDR,Prep for the HPA Experiment,,,,,,
09:50-10:50,FE-2,Physical Exercise (TVIS),,,,,,
09:50-10:50,FE-2-16,Physical Exercise (RED),,,,,,
10:40-10:50,CDR,Terminate BSA battery charge,,,,,,
10:50-11:50,.,LUNCH,,,,,,
11:50-12:30,.,Russian and US media PAO event with the crew (Ku + S-band),,,,,,
12:30-12:45,.,Crew photo,,,,,,
12:45-13:35,"FE-2-16,CDR, FE-1",EVA5 timeline review,,,,,,
13:05-14:05,FE-2,Physical Exercise (RED),,,,,,
13:35-14:05,CDR,Node 2 port hatch handrail guide installation,,,,,,
13:35-14:15,FE-1,Filling EDV [KOB] for Elektron from CWC 1064  and photography,,,,,,
13:35-14:05,FE-2-16,Node 1 port hatch handrail guide installation,,,,,,
14:05-15:10,"FE-2-16,FE-2",Handover,,,,,,
14:10-15:05,CDR,The HPA equipment stowage,,,,,,
14:15-14:55,FE-1,СОЖ maintenance,,,,,,
14:55-15:55,FE-1,"Physical Exercise (RED), Day 2",,,,,,
15:05-15:20,CDR,The HPA experiment work site teardown,,,,,,
15:15-15:25,FE-2,AmiA filter deactivation and pressure equalization,,,,,,
GMT,CREW,ACTIVITY,,,,,,
06:00-06:10,.,"Morning inspection. Inspection of DC1 Power Panel (БВП) Circuit Breaker[АЗС] and fuses in DC1 Fuse Boxes БПП-30, БПП-36",,,,,,
06:10-06:40,.,Post-sleep,,,,,,
06:40-07:30,.,BREAKFAST,,,,,,
07:30-07:40,.,Prep for Work,,,,,,
07:40-07:55,.,Daily Planning Conference (S-band),,,,,,
07:55-08:15,FE-2,Prep for Work,,,,,,
07:55-08:15,FE-1,Test activation of Atmosphere Purification System Emergency VacuumValves [АВК СОА],,,,,,
07:55-08:35,CDR,Test activation of spare Atmosphere Purification System Emergency VacuumValves [АВК СОА],,,,,,
08:15-08:35,FE-1,,,,,,,
08:30-09:30,FE-2,Physical Exercise (TVIS),,,,,,
08:35-11:35,CDR,"On MCC-M GO(after УПЛУ power off)УПЛУ-2 (А4) [Program-Logic Control Device] R&R (#28929104, b/c00035874R, ФГБ1ПГО_1_113_1, update IMS). Tagup (S--band)",,,,,,
08:50-09:30,FE-1,"Vozdukh Vacuum Valve Group БВК-1 R&R (#1А, 00038683R,ФГБ1ПГО_4_421_1, the removed unit to be returned, update IMS)",,,,,,
09:30-09:40,FE-1,On MCC GO Mating БВК-1 Telemetry Connectors to БИТС2-12. Tagup (S-band),,,,,,
09:30-11:00,FE-2,Physical Exercise (RED),,,,,,
09:40-09:50,FE-1,"Vozdukh Vacuum Valve Group БВК-1 R&R, closeout ops",,,,,,
09:50-10:10,FE-1,Elektron Maintenance (purge),,,,,,
10:10-11:00,FE-1,MATRYOSHKA-R. BUBBLE-dosimeter collection and measurements. Tagup(S-band),,,,,,
11:00-11:30,FE-2,Psychological Evaluation Program (WinSCAT),,,,,,
11:00-12:30,FE-1,"Physical Exercise (TVIS), day 3",,,,,,
11:35-11:45,FE-2,N1P Hatch Unlatch,,,,,,
11:45-12:15,FE-2,SAME - Sample Carousel Changeout,,,,,,
12:15-12:20,FE-2,MSG - daily shutdown of the SAME experiment,,,,,,
12:20-12:35,FE-2,MELFI - ICEPAC Insertion into MELFI,,,,,,
12:35-13:35,.,LUNCH,,,,,,
13:35-14:15,FE-1,СОЖ Maintenance,,,,,,
13:35-13:50,FE-2,Preparation for water sampling,,,,,,
13:50-16:05,FE-2,Potable Water Collection for In-Flight Chemical and Microbial Analysis,,,,,,
14:15-15:15,"CDR,FE-1 assists",CARDIO-LBNP. Experiment setup during comm pass. Tagup (S-band),,,,,,
15:15-15:35,CARDIO-LBNP. Taking measurements during comm session (То=15:13).Tagup (VHF),,,,,,,
15:35-16:05,CARDIO-LBNP. Close-out ops. Tagup (S--band),,,,,,,
16:05-17:05,CDR,Crew departure prep,,,,,,
16:05-16:35,FE-2,CWC sampling,,,,,,
16:05-17:05,FE-1,"Physical Exercise (TVIS), day 3",,,,,,
16:35-17:35,FE-2,WMK - In-flight water treatment,,,,,,
